Datetime,Temperature,Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-09-19 11:00:00,55 °F,63%,9.378,41.6,0.0,7.0,0.0
2007-09-19 12:00:00,55 °F,58%,13.954,69.4,0.0,51.0,0.0
2007-09-19 13:00:00,59 °F,55%,17.82,83.2,0.0,0.0,54.0
2007-09-19 14:00:00,59 °F,55%,94.304,410.4,0.0,28.0,665.0
2007-09-19 15:00:00,63 °F,48%,82.27,357.6,0.0,419.0,329.0
2007-09-19 16:00:00,63 °F,52%,97.918,409.8,0.0,18.0,1067.0
2007-09-19 17:00:00,61 °F,52%,177.734,756.2,0.0,1352.0,1041.0
2007-09-19 18:00:00,61 °F,48%,60.138,258.2,0.0,211.0,488.0
2007-09-19 19:00:00,55 °F,63%,51.848,232.8,0.0,294.0,0.0
2007-09-19 20:00:00,50 °F,76%,122.638,526.2,0.0,88.0,250.0
2007-09-19 21:00:00,48 °F,82%,105.89,442.4,0.0,0.0,335.0
2007-09-19 22:00:00,46 °F,87%,40.896,170.4,0.0,54.0,0.0
2007-09-19 23:00:00,45 °F,87%,14.118,62.8,0.0,6.0,0.0
2007-09-20 00:00:00,45 °F,93%,11.682,56.6,0.0,20.0,0.0
2007-09-20 01:00:00,46 °F,87%,42.86,183.4,0.0,33.0,508.0
2007-09-20 02:00:00,45 °F,87%,9.032,45.6,0.0,0.0,0.0
2007-09-20 03:00:00,46 °F,87%,14.212,67.4,0.0,49.0,0.0
2007-09-20 04:00:00,48 °F,82%,9.326,46.6,0.0,0.0,0.0
2007-09-20 05:00:00,46 °F,87%,11.64,55.4,0.0,29.0,0.0
2007-09-20 06:00:00,46 °F,81%,54.106,235.8,0.0,22.0,431.0
2007-09-20 07:00:00,46 °F,81%,133.322,558.8,0.0,0.0,1045.0
2007-09-20 08:00:00,50 °F,76%,119.484,501.4,502.0,58.0,1045.0
2007-09-20 09:00:00,50 °F,76%,103.912,436.2,554.0,0.0,1030.0
2007-09-20 10:00:00,57 °F,59%,72.428,304.4,0.0,5.0,1033.0
2007-09-20 11:00:00,63 °F,55%,20.02,89.8,0.0,46.0,123.0
2007-09-20 12:00:00,64 °F,45%,8.92,42.8,0.0,0.0,0.0
2007-09-20 13:00:00,64 °F,45%,12.912,61.8,0.0,36.0,0.0
2007-09-20 14:00:00,68 °F,37%,12.052,58.4,0.0,21.0,0.0
2007-09-20 15:00:00,70 °F,33%,9.9,45.4,0.0,0.0,0.0
2007-09-20 16:00:00,68 °F,35%,14.08,67.8,0.0,56.0,0.0
2007-09-20 17:00:00,68 °F,40%,10.45,48.2,0.0,3.0,0.0
2007-09-20 18:00:00,66 °F,37%,9.612,42.6,0.0,0.0,0.0
2007-09-20 19:00:00,59 °F,55%,49.578,212.0,0.0,57.0,572.0
2007-09-20 20:00:00,54 °F,67%,117.852,501.4,0.0,0.0,1026.0
2007-09-20 21:00:00,54 °F,72%,161.114,675.6,0.0,17.0,1046.0
2007-09-20 22:00:00,54 °F,72%,140.288,583.8,0.0,37.0,1057.0
2007-09-20 23:00:00,46 °F,87%,106.75,437.0,0.0,0.0,1080.0
2007-09-21 00:00:00,48 °F,87%,34.792,152.8,0.0,40.0,358.0
2007-09-21 01:00:00,46 °F,93%,10.584,50.6,0.0,18.0,0.0
2007-09-21 02:00:00,46 °F,87%,10.768,52.4,0.0,0.0,0.0
2007-09-21 03:00:00,45 °F,93%,12.552,61.8,0.0,54.0,0.0
2007-09-21 04:00:00,45 °F,93%,10.508,50.8,0.0,2.0,0.0
2007-09-21 05:00:00,45 °F,93%,9.336,45.6,0.0,0.0,0.0
2007-09-21 06:00:00,45 °F,93%,91.576,389.4,0.0,59.0,738.0
2007-09-21 07:00:00,45 °F,93%,115.038,480.6,0.0,0.0,1038.0
2007-09-21 08:00:00,48 °F,93%,73.518,307.2,0.0,0.0,1034.0
2007-09-21 09:00:00,52 °F,82%,73.86,309.2,0.0,45.0,1032.0
2007-09-21 10:00:00,55 °F,72%,32.27,139.6,0.0,0.0,369.0
2007-09-21 11:00:00,61 °F,68%,11.042,49.2,0.0,35.0,0.0
2007-09-21 12:00:00,66 °F,52%,12.44,62.4,0.0,27.0,0.0
2007-09-21 13:00:00,70 °F,43%,9.056,46.4,0.0,0.0,0.0
2007-09-21 14:00:00,72 °F,43%,13.28,65.8,0.0,40.0,0.0
2007-09-21 15:00:00,72 °F,43%,10.67,53.4,0.0,19.0,0.0
2007-09-21 16:00:00,72 °F,41%,9.972,47.0,0.0,0.0,0.0
2007-09-21 17:00:00,72 °F,43%,13.484,63.8,0.0,50.0,0.0
2007-09-21 18:00:00,68 °F,49%,19.642,86.8,0.0,10.0,150.0
2007-09-21 19:00:00,66 °F,52%,212.026,918.6,1724.0,341.0,547.0
2007-09-21 20:00:00,63 °F,63%,194.924,846.6,384.0,1763.0,0.0
2007-09-21 21:00:00,57 °F,77%,154.184,653.6,515.0,140.0,617.0
2007-09-21 22:00:00,55 °F,82%,83.706,350.6,507.0,37.0,433.0
2007-09-21 23:00:00,50 °F,82%,19.552,90.8,0.0,65.0,0.0
2007-09-22 00:00:00,54 °F,88%,10.432,50.0,0.0,18.0,0.0
2007-09-22 01:00:00,52 °F,88%,11.926,58.2,0.0,11.0,0.0
2007-09-22 02:00:00,50 °F,87%,13.918,67.4,0.0,75.0,0.0
2007-09-22 03:00:00,48 °F,93%,11.306,54.8,0.0,10.0,0.0
2007-09-22 04:00:00,48 °F,93%,11.228,52.2,0.0,21.0,0.0
2007-09-22 05:00:00,46 °F,93%,13.052,62.2,0.0,48.0,0.0
2007-09-22 06:00:00,46 °F,93%,47.62,201.8,0.0,0.0,623.0
2007-09-22 07:00:00,46 °F,93%,28.034,119.0,0.0,31.0,182.0
2007-09-22 08:00:00,54 °F,94%,109.678,464.2,0.0,31.0,1031.0
2007-09-22 09:00:00,55 °F,88%,74.722,309.8,0.0,0.0,1049.0
2007-09-22 10:00:00,59 °F,77%,72.174,298.4,0.0,44.0,953.0
2007-09-22 11:00:00,61 °F,77%,38.928,186.8,0.0,53.0,0.0
2007-09-22 12:00:00,61 °F,77%,30.792,136.2,0.0,232.0,0.0
2007-09-22 13:00:00,64 °F,68%,43.852,191.4,11.0,68.0,256.0
2007-09-22 14:00:00,64 °F,68%,121.156,508.4,909.0,70.0,797.0
2007-09-22 15:00:00,68 °F,60%,71.376,299.0,24.0,67.0,832.0
2007-09-22 16:00:00,70 °F,56%,80.092,334.6,0.0,67.0,1042.0
2007-09-22 17:00:00,70 °F,60%,19.818,96.4,0.0,67.0,10.0
2007-09-22 18:00:00,68 °F,60%,23.704,106.2,0.0,67.0,0.0
2007-09-22 19:00:00,64 °F,73%,56.56,240.2,0.0,66.0,0.0
2007-09-22 20:00:00,63 °F,77%,80.548,344.8,0.0,66.0,0.0
2007-09-22 21:00:00,61 °F,82%,161.264,676.2,0.0,66.0,913.0
2007-09-22 22:00:00,61 °F,82%,27.968,123.2,0.0,66.0,0.0
2007-09-22 23:00:00,54 °F,88%,16.024,80.39999999999999,0.0,67.0,0.0
2007-09-23 00:00:00,57 °F,88%,14.396,70.0,0.0,66.0,0.0
2007-09-23 01:00:00,55 °F,94%,14.494,72.0,0.0,66.0,0.0
2007-09-23 02:00:00,54 °F,94%,14.294,70.39999999999999,0.0,66.0,0.0
2007-09-23 03:00:00,52 °F,94%,13.992,69.0,0.0,66.0,0.0
2007-09-23 04:00:00,54 °F,94%,30.25,135.0,0.0,65.0,258.0
2007-09-23 05:00:00,55 °F,100%,30.278,133.2,0.0,66.0,281.0
2007-09-23 06:00:00,57 °F,94%,14.742,74.2,0.0,65.0,0.0
2007-09-23 07:00:00,55 °F,94%,20.99,93.8,0.0,66.0,0.0
2007-09-23 08:00:00,57 °F,94%,50.824,222.6,0.0,65.0,0.0
2007-09-23 09:00:00,59 °F,94%,59.358,252.6,11.0,442.0,135.0
2007-09-23 10:00:00,64 °F,77%,103.7,435.2,910.0,102.0,489.0
2007-09-23 11:00:00,68 °F,68%,43.8,197.0,23.0,319.0,0.0
2007-09-23 12:00:00,68 °F,68%,38.332,180.2,0.0,67.0,0.0
2007-09-23 13:00:00,66 °F,73%,24.26,115.2,0.0,67.0,0.0
2007-09-23 14:00:00,70 °F,60%,20.95,105.0,0.0,67.0,0.0
2007-09-23 15:00:00,72 °F,53%,57.45,252.8,0.0,66.0,430.0
2007-09-23 16:00:00,70 °F,56%,90.808,379.4,0.0,67.0,1056.0
2007-09-23 17:00:00,68 °F,56%,79.984,344.2,0.0,65.0,794.0
2007-09-23 18:00:00,68 °F,56%,80.242,353.0,457.0,64.0,171.0
2007-09-23 19:00:00,66 °F,64%,155.338,662.6,516.0,12.0,643.0
2007-09-23 20:00:00,64 °F,68%,197.116,841.4,708.0,0.0,1015.0
2007-09-23 21:00:00,63 °F,72%,153.228,646.0,206.0,0.0,1035.0
2007-09-23 22:00:00,63 °F,72%,97.166,399.2,0.0,0.0,1065.0
2007-09-23 23:00:00,57 °F,88%,11.978,59.2,0.0,0.0,10.0
2007-09-24 00:00:00,61 °F,77%,9.592,48.6,0.0,0.0,0.0
2007-09-24 01:00:00,59 °F,82%,10.98,54.2,0.0,0.0,0.0
2007-09-24 02:00:00,59 °F,82%,9.648,47.0,0.0,0.0,0.0
2007-09-24 03:00:00,57 °F,88%,10.684,51.4,0.0,0.0,0.0
2007-09-24 04:00:00,55 °F,94%,9.758,46.6,0.0,0.0,0.0
2007-09-24 05:00:00,55 °F,88%,13.406,64.4,0.0,48.0,0.0
2007-09-24 06:00:00,55 °F,94%,82.21,354.4,0.0,69.0,534.0
2007-09-24 07:00:00,57 °F,88%,119.97,505.2,0.0,67.0,1031.0
2007-09-24 08:00:00,57 °F,88%,76.524,320.8,0.0,65.0,1031.0
2007-09-24 09:00:00,61 °F,82%,75.446,315.8,0.0,66.0,1029.0
2007-09-24 10:00:00,63 °F,77%,13.804,69.0,0.0,65.0,0.0
2007-09-24 11:00:00,63 °F,77%,13.544,67.8,0.0,64.0,0.0
2007-09-24 12:00:00,64 °F,77%,13.714,68.39999999999999,0.0,65.0,0.0
2007-09-24 13:00:00,57 °F,94%,13.786,68.2,0.0,64.0,0.0
2007-09-24 14:00:00,57 °F,88%,13.894,69.0,0.0,65.0,0.0
2007-09-24 15:00:00,59 °F,82%,99.532,425.0,0.0,664.0,594.0
2007-09-24 16:00:00,63 °F,72%,115.192,486.8,0.0,405.0,1060.0
2007-09-24 17:00:00,63 °F,68%,158.208,667.4,0.0,1368.0,1040.0
2007-09-24 18:00:00,63 °F,63%,36.376,163.4,0.0,102.0,317.0
2007-09-24 19:00:00,59 °F,59%,60.75,272.6,0.0,20.0,10.0
2007-09-24 20:00:00,54 °F,72%,208.546,897.0,297.0,647.0,1003.0
2007-09-24 21:00:00,50 °F,82%,157.432,670.4,632.0,91.0,306.0
2007-09-24 22:00:00,52 °F,76%,21.054,90.0,0.0,0.0,0.0
2007-09-24 23:00:00,63 °F,72%,10.48,50.0,0.0,0.0,0.0
2007-09-25 00:00:00,52 °F,76%,9.68,46.2,0.0,0.0,0.0
2007-09-25 01:00:00,50 °F,82%,13.396,66.8,0.0,32.0,0.0
2007-09-25 02:00:00,50 °F,82%,30.424,130.6,0.0,10.0,339.0
2007-09-25 03:00:00,48 °F,87%,20.588,93.0,0.0,0.0,165.0
2007-09-25 04:00:00,48 °F,87%,11.344,53.8,0.0,25.0,0.0
2007-09-25 05:00:00,48 °F,87%,10.706,51.6,0.0,16.0,0.0
2007-09-25 06:00:00,46 °F,87%,39.182,174.4,0.0,0.0,144.0
2007-09-25 07:00:00,46 °F,93%,144.518,611.6,0.0,193.0,1030.0
2007-09-25 08:00:00,48 °F,87%,200.85,856.2,0.0,1595.0,1015.0
2007-09-25 09:00:00,52 °F,82%,110.092,463.6,0.0,54.0,1022.0
2007-09-25 10:00:00,55 °F,72%,108.568,459.2,0.0,50.0,1014.0
2007-09-25 11:00:00,59 °F,67%,107.024,452.2,0.0,9.0,1010.0
2007-09-25 12:00:00,63 °F,59%,98.41,415.8,0.0,55.0,848.0
2007-09-25 13:00:00,63 °F,52%,47.476,199.0,0.0,10.0,0.0
2007-09-25 14:00:00,63 °F,52%,47.022,197.8,0.0,39.0,0.0
2007-09-25 15:00:00,61 °F,55%,47.828,200.6,0.0,27.0,0.0
2007-09-25 16:00:00,61 °F,63%,45.716,191.8,0.0,2.0,0.0
2007-09-25 17:00:00,59 °F,67%,44.228,182.0,0.0,46.0,0.0
2007-09-25 18:00:00,57 °F,72%,45.108,189.2,0.0,0.0,0.0
2007-09-25 19:00:00,54 °F,88%,46.612,202.8,0.0,39.0,0.0
2007-09-25 20:00:00,54 °F,88%,179.5,761.0,548.0,7.0,687.0
2007-09-25 21:00:00,52 °F,94%,163.536,694.2,368.0,13.0,1029.0
2007-09-25 22:00:00,52 °F,94%,144.948,609.2,0.0,31.0,1036.0
2007-09-25 23:00:00,50 °F,82%,47.586,194.6,0.0,0.0,481.0
2007-09-26 00:00:00,48 °F,93%,19.856,87.6,0.0,45.0,0.0
2007-09-26 01:00:00,46 °F,93%,15.322,62.4,0.0,0.0,0.0
2007-09-26 02:00:00,46 °F,93%,17.26,73.0,0.0,29.0,0.0
2007-09-26 03:00:00,46 °F,93%,16.374,68.2,0.0,15.0,0.0
2007-09-26 04:00:00,45 °F,100%,17.304,71.0,0.0,0.0,0.0
2007-09-26 05:00:00,45 °F,100%,17.88,76.8,0.0,43.0,0.0
2007-09-26 06:00:00,48 °F,100%,98.414,411.8,0.0,0.0,780.0
2007-09-26 07:00:00,50 °F,100%,124.192,519.8,6.0,43.0,1043.0
2007-09-26 08:00:00,52 °F,94%,122.916,519.6,694.0,0.0,1024.0
2007-09-26 09:00:00,52 °F,94%,91.02,380.4,358.0,20.0,882.0
2007-09-26 10:00:00,55 °F,82%,21.718,95.0,0.0,59.0,0.0
2007-09-26 11:00:00,57 °F,72%,145.64,612.8,0.0,2016.0,0.0
2007-09-26 12:00:00,59 °F,63%,100.486,433.8,0.0,1375.0,0.0
2007-09-26 13:00:00,61 °F,63%,16.212,69.4,0.0,20.0,0.0
2007-09-26 14:00:00,59 °F,67%,19.24,84.4,0.0,51.0,0.0
2007-09-26 15:00:00,50 °F,87%,98.162,420.4,0.0,1268.0,0.0
2007-09-26 16:00:00,50 °F,87%,112.074,485.0,0.0,1506.0,0.0
2007-09-26 17:00:00,50 °F,87%,70.038,299.4,0.0,283.0,551.0
2007-09-26 18:00:00,50 °F,82%,77.77,327.4,0.0,427.0,107.0
2007-09-26 19:00:00,50 °F,82%,98.37,415.6,0.0,59.0,0.0
2007-09-26 20:00:00,50 °F,82%,135.722,576.6,0.0,163.0,438.0
2007-09-26 21:00:00,48 °F,82%,289.312,1238.8,0.0,1891.0,500.0
2007-09-26 22:00:00,48 °F,82%,54.58,229.4,0.0,63.0,0.0
2007-09-26 23:00:00,50 °F,100%,42.402,173.6,0.0,39.0,336.0
2007-09-27 00:00:00,48 °F,82%,36.378,155.2,0.0,56.0,289.0
2007-09-27 01:00:00,48 °F,82%,18.562,83.0,0.0,47.0,0.0
2007-09-27 02:00:00,48 °F,82%,17.364,74.6,0.0,11.0,0.0
2007-09-27 03:00:00,48 °F,82%,17.628,76.0,0.0,38.0,0.0
2007-09-27 04:00:00,48 °F,87%,19.372,85.4,0.0,61.0,0.0
2007-09-27 05:00:00,48 °F,82%,15.564,64.0,0.0,2.0,0.0
2007-09-27 06:00:00,48 °F,87%,17.624,76.4,0.0,5.0,0.0
2007-09-27 07:00:00,48 °F,87%,157.574,662.4,4.0,74.0,989.0
2007-09-27 08:00:00,50 °F,82%,177.94,750.8,720.0,2.0,1030.0
2007-09-27 09:00:00,50 °F,82%,114.604,481.4,342.0,0.0,1020.0
2007-09-27 10:00:00,52 °F,82%,82.13,342.0,0.0,53.0,1032.0
2007-09-27 11:00:00,54 °F,77%,57.338,237.6,0.0,26.0,676.0
2007-09-27 12:00:00,55 °F,77%,15.426,63.6,0.0,0.0,0.0
2007-09-27 13:00:00,57 °F,67%,17.018,71.6,0.0,26.0,0.0
2007-09-27 14:00:00,59 °F,63%,18.888,84.2,0.0,47.0,0.0
2007-09-27 15:00:00,61 °F,63%,16.394,68.60000000000001,0.0,0.0,0.0
2007-09-27 16:00:00,61 °F,59%,62.294,256.4,0.0,10.0,773.0
2007-09-27 17:00:00,59 °F,59%,19.93,90.6,0.0,69.0,0.0
2007-09-27 18:00:00,59 °F,59%,17.566,72.4,0.0,0.0,0.0
2007-09-27 19:00:00,55 °F,77%,63.788,272.0,0.0,0.0,0.0
2007-09-27 20:00:00,55 °F,77%,137.57999999999998,587.0,0.0,59.0,671.0
2007-09-27 21:00:00,54 °F,88%,181.24,758.8,0.0,18.0,844.0
2007-09-27 22:00:00,54 °F,88%,78.756,324.4,0.0,0.0,0.0
2007-09-27 23:00:00,48 °F,82%,31.642,133.6,0.0,39.0,0.0
2007-09-28 00:00:00,54 °F,88%,19.532,83.2,0.0,37.0,0.0
2007-09-28 01:00:00,54 °F,88%,15.236,61.6,0.0,0.0,0.0
2007-09-28 02:00:00,54 °F,88%,51.744,214.6,0.0,19.0,578.0
2007-09-28 03:00:00,54 °F,88%,20.262,91.2,0.0,60.0,0.0
2007-09-28 04:00:00,54 °F,82%,16.073999999999998,64.4,0.0,0.0,0.0
2007-09-28 05:00:00,54 °F,82%,15.98,64.6,0.0,0.0,0.0
2007-09-28 06:00:00,54 °F,82%,102.5,436.0,0.0,66.0,754.0
2007-09-28 07:00:00,54 °F,82%,128.082,537.6,10.0,10.0,1036.0
2007-09-28 08:00:00,54 °F,88%,213.858,915.0,864.0,375.0,1015.0
2007-09-28 09:00:00,54 °F,88%,151.482,646.6,122.0,960.0,1015.0
2007-09-28 10:00:00,55 °F,88%,166.928,717.2,0.0,756.0,1030.0
2007-09-28 11:00:00,57 °F,88%,150.752,636.0,0.0,1017.0,1038.0
2007-09-28 12:00:00,57 °F,88%,83.488,345.4,0.0,29.0,1051.0
2007-09-28 13:00:00,57 °F,88%,87.354,363.6,0.0,88.0,1054.0
2007-09-28 14:00:00,57 °F,88%,33.412,143.2,0.0,27.0,238.0
2007-09-28 15:00:00,57 °F,88%,19.156,81.6,0.0,11.0,0.0
2007-09-28 16:00:00,57 °F,88%,23.514,101.8,0.0,57.0,0.0
2007-09-28 17:00:00,55 °F,94%,33.456,162.0,0.0,56.0,0.0
2007-09-28 18:00:00,55 °F,88%,36.886,185.8,0.0,11.0,0.0
2007-09-28 19:00:00,55 °F,88%,66.168,301.6,0.0,9.0,0.0
2007-09-28 20:00:00,55 °F,88%,70.322,309.8,0.0,70.0,0.0
2007-09-28 21:00:00,55 °F,82%,99.712,414.4,0.0,0.0,700.0
2007-09-28 22:00:00,54 °F,88%,53.166,218.6,0.0,0.0,443.0
2007-09-28 23:00:00,54 °F,88%,21.434,95.8,0.0,64.0,0.0
2007-09-29 00:00:00,54 °F,88%,17.814,78.4,0.0,15.0,0.0
2007-09-29 01:00:00,54 °F,88%,15.94,72.2,0.0,0.0,0.0
2007-09-29 02:00:00,54 °F,88%,20.47,90.6,0.0,45.0,0.0
2007-09-29 03:00:00,52 °F,88%,19.554,84.6,0.0,40.0,0.0
2007-09-29 04:00:00,52 °F,88%,16.502,71.2,0.0,0.0,0.0
2007-09-29 05:00:00,52 °F,88%,17.002,73.2,0.0,13.0,0.0
2007-09-29 06:00:00,52 °F,94%,20.996,90.6,0.0,59.0,0.0
2007-09-29 07:00:00,52 °F,94%,68.662,288.8,0.0,0.0,624.0
2007-09-29 08:00:00,52 °F,94%,118.248,498.4,0.0,0.0,998.0
2007-09-29 09:00:00,52 °F,94%,91.982,382.0,0.0,75.0,1068.0
2007-09-29 10:00:00,54 °F,88%,83.46,343.0,0.0,3.0,1066.0
2007-09-29 11:00:00,55 °F,88%,131.102,559.0,0.0,1418.0,188.0
2007-09-29 12:00:00,59 °F,82%,180.10399999999998,773.0,665.0,1326.0,0.0
2007-09-29 13:00:00,61 °F,77%,166.498,716.2,254.0,1607.0,0.0
2007-09-29 14:00:00,61 °F,77%,55.396,237.2,90.0,107.0,376.0
2007-09-29 15:00:00,61 °F,77%,90.724,379.2,433.0,36.0,759.0
2007-09-29 16:00:00,63 °F,72%,191.716,801.8,511.0,1298.0,1034.0
2007-09-29 17:00:00,63 °F,72%,123.754,534.0,0.0,1288.0,422.0
2007-09-29 18:00:00,63 °F,72%,91.844,405.0,1167.0,45.0,0.0
2007-09-29 19:00:00,55 °F,82%,133.544,571.2,1.0,0.0,0.0
2007-09-29 20:00:00,54 °F,77%,197.134,848.4,0.0,12.0,626.0
2007-09-29 21:00:00,54 °F,72%,144.522,612.4,18.0,70.0,200.0
2007-09-29 22:00:00,52 °F,76%,209.446,891.4,435.0,0.0,829.0
2007-09-29 23:00:00,54 °F,88%,90.108,380.4,511.0,0.0,0.0
2007-09-30 00:00:00,48 °F,87%,19.918,88.2,0.0,58.0,0.0
2007-09-30 01:00:00,46 °F,87%,18.734,82.0,0.0,15.0,0.0
2007-09-30 02:00:00,45 °F,93%,15.62,69.6,0.0,0.0,0.0
2007-09-30 03:00:00,45 °F,93%,20.67,92.2,0.0,45.0,0.0
2007-09-30 04:00:00,45 °F,93%,17.454,76.4,0.0,29.0,0.0
2007-09-30 05:00:00,43 °F,93%,16.9,73.2,0.0,0.0,0.0
2007-09-30 06:00:00,41 °F,93%,18.176,79.4,0.0,27.0,0.0
2007-09-30 07:00:00,39 °F,100%,79.696,333.8,0.0,43.0,511.0
2007-09-30 08:00:00,45 °F,93%,22.142,93.0,0.0,0.0,0.0
2007-09-30 09:00:00,50 °F,94%,110.83,471.0,0.0,14.0,961.0
2007-09-30 10:00:00,55 °F,82%,100.696,423.0,80.0,59.0,1052.0
2007-09-30 11:00:00,61 °F,68%,169.398,720.4,1325.0,0.0,1025.0
2007-09-30 12:00:00,64 °F,56%,57.738,245.0,0.0,0.0,595.0
2007-09-30 13:00:00,64 °F,59%,31.266,144.8,0.0,70.0,0.0
2007-09-30 14:00:00,66 °F,56%,77.598,316.2,0.0,1.0,996.0
2007-09-30 15:00:00,66 °F,52%,36.918,152.8,0.0,0.0,303.0
2007-09-30 16:00:00,66 °F,52%,20.114,89.2,0.0,61.0,0.0
2007-09-30 17:00:00,64 °F,59%,59.092,246.6,0.0,16.0,593.0
2007-09-30 18:00:00,63 °F,59%,41.228,180.6,0.0,0.0,9.0
2007-09-30 19:00:00,63 °F,63%,127.328,540.4,0.0,45.0,92.0
2007-09-30 20:00:00,61 °F,68%,168.208,707.2,0.0,26.0,930.0
2007-09-30 21:00:00,61 °F,68%,119.28,494.4,0.0,0.0,1053.0
2007-09-30 22:00:00,61 °F,68%,85.408,352.8,0.0,36.0,1054.0
2007-09-30 23:00:00,50 °F,82%,81.878,339.4,0.0,37.0,1051.0
2007-10-01 00:00:00,59 °F,77%,27.36,112.4,0.0,0.0,210.0
2007-10-01 01:00:00,59 °F,77%,17.178,72.8,0.0,26.0,0.0
2007-10-01 02:00:00,59 °F,82%,18.65,83.0,0.0,49.0,0.0
2007-10-01 03:00:00,59 °F,82%,15.056,61.0,0.0,0.0,0.0
2007-10-01 04:00:00,57 °F,94%,16.66,70.0,0.0,12.0,0.0
2007-10-01 05:00:00,57 °F,94%,18.518,81.8,0.0,64.0,0.0
2007-10-01 06:00:00,57 °F,94%,36.624,151.0,0.0,0.0,0.0
2007-10-01 07:00:00,57 °F,94%,93.812,395.8,0.0,230.0,0.0
2007-10-01 08:00:00,57 °F,94%,85.312,360.2,0.0,220.0,398.0
2007-10-01 09:00:00,59 °F,94%,199.464,860.2,489.0,1311.0,997.0
2007-10-01 10:00:00,63 °F,82%,192.454,822.8,66.0,1854.0,1009.0
2007-10-01 11:00:00,63 °F,94%,85.526,377.8,526.0,611.0,8.0
2007-10-01 12:00:00,64 °F,88%,20.308,86.8,0.0,69.0,0.0
2007-10-01 13:00:00,66 °F,88%,17.118,73.0,0.0,10.0,0.0
2007-10-01 14:00:00,70 °F,78%,20.246,91.4,0.0,53.0,0.0
2007-10-01 15:00:00,72 °F,73%,19.192,86.6,0.0,57.0,0.0
2007-10-01 16:00:00,72 °F,78%,72.874,310.4,0.0,879.0,0.0
2007-10-01 17:00:00,70 °F,83%,82.922,362.8,0.0,996.0,114.0
2007-10-01 18:00:00,68 °F,88%,73.672,311.4,0.0,93.0,530.0
2007-10-01 19:00:00,66 °F,88%,110.46,469.8,0.0,4.0,0.0
2007-10-01 20:00:00,66 °F,88%,84.16,352.0,0.0,11.0,0.0
2007-10-01 21:00:00,64 °F,94%,107.448,447.2,0.0,72.0,568.0
2007-10-01 22:00:00,63 °F,94%,161.852,672.4,0.0,1.0,1054.0
2007-10-01 23:00:00,59 °F,77%,144.056,593.6,426.0,0.0,1072.0
2007-10-02 00:00:00,63 °F,94%,119.312,500.4,508.0,67.0,1054.0
2007-10-02 01:00:00,63 °F,94%,29.938,130.0,0.0,13.0,161.0
2007-10-02 02:00:00,61 °F,94%,19.124,84.8,0.0,0.0,0.0
2007-10-02 03:00:00,61 °F,100%,21.074,92.8,0.0,55.0,0.0
2007-10-02 04:00:00,63 °F,94%,17.954,78.6,0.0,26.0,0.0
2007-10-02 05:00:00,61 °F,94%,16.566,67.8,0.0,0.0,0.0
2007-10-02 06:00:00,61 °F,94%,18.456,80.8,0.0,41.0,0.0
2007-10-02 07:00:00,61 °F,94%,99.43,426.0,0.0,44.0,404.0
2007-10-02 08:00:00,61 °F,94%,128.806,540.2,0.0,0.0,1033.0
2007-10-02 09:00:00,61 °F,100%,109.986,460.0,0.0,193.0,1040.0
2007-10-02 10:00:00,63 °F,94%,122.054,515.2,0.0,641.0,1010.0
2007-10-02 11:00:00,64 °F,100%,132.832,564.4,0.0,890.0,1023.0
2007-10-02 12:00:00,68 °F,88%,85.104,355.0,0.0,77.0,1038.0
2007-10-02 13:00:00,68 °F,88%,104.844,448.6,0.0,376.0,875.0
2007-10-02 14:00:00,70 °F,83%,125.67,534.6,0.0,474.0,1038.0
2007-10-02 15:00:00,70 °F,83%,166.798,711.8,0.0,1163.0,1026.0
2007-10-02 16:00:00,70 °F,78%,157.262,669.0,0.0,1249.0,1026.0
2007-10-02 17:00:00,68 °F,88%,107.304,458.2,0.0,824.0,551.0
2007-10-02 18:00:00,68 °F,88%,137.548,589.6,0.0,1685.0,0.0
2007-10-02 19:00:00,66 °F,88%,135.04,571.0,0.0,65.0,685.0
2007-10-02 20:00:00,64 °F,94%,114.612,482.4,0.0,36.0,211.0
2007-10-02 21:00:00,64 °F,94%,116.838,490.8,0.0,39.0,267.0
2007-10-02 22:00:00,63 °F,94%,90.102,377.0,0.0,64.0,373.0
2007-10-02 23:00:00,63 °F,94%,22.21,93.6,0.0,0.0,0.0
2007-10-03 00:00:00,61 °F,94%,16.137999999999998,67.4,0.0,5.0,0.0
2007-10-03 01:00:00,61 °F,94%,21.356,97.8,0.0,73.0,0.0
2007-10-03 02:00:00,59 °F,94%,16.884,69.0,0.0,11.0,0.0
2007-10-03 03:00:00,61 °F,94%,45.588,188.2,0.0,0.0,493.0
2007-10-03 04:00:00,61 °F,100%,18.534,81.4,0.0,53.0,0.0
2007-10-03 05:00:00,61 °F,94%,18.748,81.8,0.0,36.0,0.0
2007-10-03 06:00:00,61 °F,94%,71.742,306.6,0.0,0.0,203.0
2007-10-03 07:00:00,61 °F,94%,147.322,621.2,20.0,26.0,1024.0
2007-10-03 08:00:00,61 °F,94%,108.47,459.4,462.0,57.0,1026.0
2007-10-03 09:00:00,63 °F,94%,69.372,293.4,497.0,0.0,384.0
2007-10-03 10:00:00,63 °F,100%,17.392,72.6,0.0,4.0,0.0
2007-10-03 11:00:00,64 °F,88%,29.64,131.2,0.0,73.0,0.0
