Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2008-02-18,1:30 PM,46 °F,34 °F,62%,E,8 mph,0 mph,30.13 in,0.0 in,Fair
2008-02-18,2:00 PM,48 °F,34 °F,57%,E,9 mph,0 mph,30.10 in,0.0 in,Fair
2008-02-18,2:30 PM,50 °F,34 °F,54%,ESE,7 mph,0 mph,30.07 in,0.0 in,Fair
2008-02-18,3:00 PM,52 °F,34 °F,50%,E,8 mph,0 mph,30.07 in,0.0 in,Fair
2008-02-18,3:30 PM,52 °F,34 °F,50%,E,10 mph,0 mph,30.07 in,0.0 in,Fair
2008-02-18,4:00 PM,52 °F,34 °F,50%,E,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,4:30 PM,50 °F,0 °F,50%,E,10 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,5:00 PM,50 °F,0 °F,50%,E,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,5:30 PM,50 °F,34 °F,54%,E,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,6:00 PM,48 °F,0 °F,54%,E,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,6:30 PM,46 °F,0 °F,57%,E,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,7:30 PM,45 °F,0 °F,61%,E,6 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,8:00 PM,45 °F,0 °F,61%,ENE,8 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,8:30 PM,43 °F,0 °F,66%,ENE,8 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-18,9:00 PM,41 °F,0 °F,70%,ENE,8 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-18,9:30 PM,41 °F,0 °F,70%,ENE,7 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-18,10:00 PM,41 °F,0 °F,70%,CALM,0 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-18,10:30 PM,39 °F,30 °F,70%,ENE,5 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-18,11:00 PM,39 °F,0 °F,75%,ENE,7 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-18,11:30 PM,39 °F,30 °F,70%,ENE,8 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-19,12:00 AM,39 °F,30 °F,70%,ENE,8 mph,0 mph,29.98 in,0.0 in,Fair
2008-02-19,12:30 AM,37 °F,30 °F,75%,VAR,2 mph,0 mph,29.98 in,0.0 in,Fair
2008-02-19,1:00 AM,37 °F,28 °F,70%,E,2 mph,0 mph,29.98 in,0.0 in,Fair
2008-02-19,1:30 AM,37 °F,28 °F,70%,E,5 mph,0 mph,29.98 in,0.0 in,Fair
2008-02-19,2:00 AM,36 °F,28 °F,75%,E,6 mph,0 mph,29.95 in,0.0 in,Fair
2008-02-19,2:30 AM,36 °F,27 °F,70%,E,6 mph,0 mph,29.95 in,0.0 in,Fair
2008-02-19,3:00 AM,36 °F,25 °F,65%,ENE,7 mph,0 mph,29.95 in,0.0 in,Fair
2008-02-19,3:30 AM,36 °F,25 °F,65%,E,6 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,4:00 AM,36 °F,25 °F,65%,VAR,1 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,4:30 AM,36 °F,23 °F,60%,CALM,0 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,5:00 AM,34 °F,23 °F,65%,E,3 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,5:30 AM,34 °F,23 °F,65%,E,3 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,6:00 AM,34 °F,23 °F,65%,ENE,2 mph,0 mph,29.93 in,0.0 in,Fair
2008-02-19,6:30 AM,34 °F,23 °F,65%,ENE,6 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,7:00 AM,34 °F,23 °F,65%,E,5 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,7:30 AM,32 °F,23 °F,69%,E,3 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,8:00 AM,32 °F,23 °F,69%,E,5 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,8:30 AM,32 °F,23 °F,69%,E,5 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,9:00 AM,36 °F,23 °F,60%,NE,3 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,9:30 AM,37 °F,23 °F,56%,VAR,1 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,10:00 AM,37 °F,25 °F,60%,E,6 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,10:30 AM,39 °F,25 °F,56%,E,6 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,11:04 AM,43 °F,27 °F,53%,ESE,3 mph,0 mph,29.90 in,0.0 in,Fair
2008-02-19,11:30 AM,45 °F,28 °F,53%,ESE,5 mph,0 mph,29.87 in,0.0 in,Fair
2008-02-19,12:00 PM,46 °F,30 °F,53%,ESE,5 mph,0 mph,29.87 in,0.0 in,Fair
2008-02-19,12:30 PM,46 °F,0 °F,57%,SE,3 mph,0 mph,29.87 in,0.0 in,Fair
2008-02-19,1:00 PM,48 °F,0 °F,54%,VAR,2 mph,0 mph,29.84 in,0.0 in,Fair
2008-02-19,1:30 PM,50 °F,34 °F,54%,SSE,3 mph,0 mph,29.84 in,0.0 in,Fair
2008-02-19,2:00 PM,52 °F,34 °F,50%,ESE,3 mph,0 mph,29.84 in,0.0 in,Fair
2008-02-19,2:30 PM,50 °F,34 °F,54%,SE,5 mph,0 mph,29.81 in,0.0 in,Fair
2008-02-19,3:30 PM,52 °F,36 °F,54%,SSE,5 mph,0 mph,29.81 in,0.0 in,Fair
2008-02-19,4:00 PM,52 °F,36 °F,54%,E,3 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,4:30 PM,52 °F,36 °F,54%,SE,5 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,5:00 PM,52 °F,36 °F,54%,SSE,3 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,5:30 PM,50 °F,36 °F,58%,VAR,2 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,6:00 PM,48 °F,36 °F,62%,E,2 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,6:30 PM,48 °F,36 °F,62%,E,5 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,7:00 PM,46 °F,36 °F,66%,ESE,3 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-19,7:30 PM,46 °F,36 °F,66%,E,3 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-19,8:00 PM,45 °F,36 °F,71%,ESE,1 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,8:30 PM,45 °F,36 °F,71%,ESE,2 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,9:00 PM,43 °F,36 °F,76%,CALM,0 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,9:30 PM,41 °F,36 °F,81%,VAR,1 mph,0 mph,29.78 in,0.0 in,Partly Cloudy
2008-02-19,10:00 PM,39 °F,36 °F,87%,CALM,0 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-19,10:30 PM,41 °F,36 °F,81%,CALM,0 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-19,11:00 PM,41 °F,36 °F,81%,CALM,0 mph,0 mph,29.78 in,0.0 in,Fair
2008-02-19,11:30 PM,43 °F,37 °F,81%,CALM,0 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,12:00 AM,43 °F,37 °F,81%,CALM,0 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,12:30 AM,45 °F,37 °F,76%,NE,1 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,1:00 AM,43 °F,37 °F,81%,E,1 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,1:30 AM,43 °F,39 °F,87%,CALM,0 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,2:04 AM,43 °F,39 °F,87%,VAR,2 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,2:30 AM,43 °F,39 °F,87%,CALM,0 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,3:00 AM,43 °F,41 °F,93%,VAR,1 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,3:30 AM,43 °F,41 °F,93%,S,3 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,4:00 AM,43 °F,41 °F,93%,CALM,0 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,4:30 AM,43 °F,41 °F,93%,S,2 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,5:00 AM,43 °F,41 °F,93%,S,6 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2008-02-20,5:30 AM,43 °F,41 °F,93%,S,6 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,6:00 AM,43 °F,43 °F,100%,S,7 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,6:30 AM,45 °F,43 °F,93%,S,5 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,7:00 AM,45 °F,43 °F,93%,S,5 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,7:30 AM,45 °F,43 °F,93%,S,3 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,8:00 AM,45 °F,45 °F,100%,S,5 mph,0 mph,29.75 in,0.0 in,Cloudy
2008-02-20,8:30 AM,45 °F,45 °F,100%,S,5 mph,0 mph,29.75 in,0.0 in,Cloudy
2008-02-20,9:00 AM,45 °F,45 °F,100%,S,6 mph,0 mph,29.75 in,0.0 in,Cloudy
2008-02-20,9:30 AM,46 °F,45 °F,93%,S,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,10:00 AM,46 °F,45 °F,93%,SSW,5 mph,0 mph,29.78 in,0.0 in,Cloudy
2008-02-20,10:30 AM,46 °F,45 °F,93%,S,5 mph,0 mph,29.78 in,0.0 in,Cloudy
2008-02-20,11:00 AM,46 °F,45 °F,93%,S,3 mph,0 mph,29.78 in,0.0 in,Cloudy
2008-02-20,11:30 AM,46 °F,46 °F,100%,S,5 mph,0 mph,29.78 in,0.0 in,Cloudy
2008-02-20,12:00 PM,46 °F,46 °F,100%,S,5 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,12:30 PM,46 °F,46 °F,100%,SSW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,1:00 PM,48 °F,46 °F,93%,SW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,1:30 PM,48 °F,46 °F,93%,SW,5 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,2:00 PM,48 °F,46 °F,93%,SW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,2:30 PM,48 °F,46 °F,93%,SW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,3:00 PM,48 °F,46 °F,93%,SSW,3 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,3:30 PM,48 °F,46 °F,93%,S,6 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2008-02-20,4:00 PM,48 °F,46 °F,93%,SW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,4:30 PM,48 °F,46 °F,93%,SW,6 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,5:00 PM,48 °F,46 °F,93%,SSW,5 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,5:30 PM,48 °F,46 °F,93%,S,5 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,6:00 PM,48 °F,46 °F,93%,SSW,5 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,6:30 PM,48 °F,46 °F,93%,S,3 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
2008-02-20,7:00 PM,48 °F,46 °F,93%,S,3 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2008-02-20,7:30 PM,48 °F,46 °F,93%,S,3 mph,0 mph,29.81 in,0.0 in,Cloudy
2008-02-20,8:00 PM,48 °F,46 °F,93%,SSW,3 mph,0 mph,29.81 in,0.0 in,Cloudy
2008-02-20,8:30 PM,48 °F,46 °F,93%,SSW,5 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-20,9:00 PM,48 °F,46 °F,93%,SW,5 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-20,9:30 PM,48 °F,46 °F,93%,SW,5 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-20,10:00 PM,48 °F,46 °F,93%,SSW,3 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-20,10:30 PM,48 °F,46 °F,93%,CALM,0 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-20,11:00 PM,48 °F,46 °F,93%,VAR,1 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2008-02-20,11:30 PM,48 °F,46 °F,93%,CALM,0 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2008-02-21,12:00 AM,48 °F,46 °F,93%,W,3 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2008-02-21,12:30 AM,48 °F,46 °F,93%,WSW,3 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2008-02-21,1:00 AM,48 °F,46 °F,93%,WSW,5 mph,0 mph,29.84 in,0.0 in,Cloudy
2008-02-21,1:30 AM,48 °F,46 °F,93%,W,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,2:00 AM,48 °F,46 °F,93%,W,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,2:30 AM,48 °F,46 °F,93%,W,7 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,3:00 AM,48 °F,46 °F,93%,WNW,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,3:30 AM,48 °F,46 °F,93%,WNW,6 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,4:00 AM,48 °F,46 °F,93%,WNW,5 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2008-02-21,4:30 AM,48 °F,46 °F,93%,WNW,10 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2008-02-21,5:00 AM,46 °F,45 °F,93%,WNW,10 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2008-02-21,5:30 AM,46 °F,45 °F,93%,WNW,8 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2008-02-21,6:00 AM,46 °F,43 °F,87%,WNW,7 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2008-02-21,6:30 AM,45 °F,41 °F,87%,VAR,2 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2008-02-21,7:00 AM,41 °F,39 °F,93%,SW,3 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2008-02-21,7:30 AM,43 °F,41 °F,93%,WNW,7 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2008-02-21,8:00 AM,45 °F,43 °F,93%,WNW,7 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
2008-02-21,8:30 AM,45 °F,43 °F,93%,VAR,2 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
2008-02-21,9:00 AM,45 °F,43 °F,93%,W,3 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
2008-02-21,9:30 AM,45 °F,43 °F,93%,WSW,6 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,10:00 AM,46 °F,43 °F,87%,W,7 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,10:30 AM,46 °F,43 °F,87%,WSW,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,11:00 AM,46 °F,43 °F,87%,WSW,7 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,11:30 AM,46 °F,43 °F,87%,W,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,12:05 PM,48 °F,43 °F,82%,WSW,10 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,12:30 PM,48 °F,43 °F,82%,SSW,7 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,1:00 PM,50 °F,45 °F,82%,WSW,9 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,1:30 PM,50 °F,45 °F,82%,SW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,2:00 PM,50 °F,43 °F,76%,SW,7 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,2:30 PM,50 °F,43 °F,76%,SSW,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,3:00 PM,50 °F,45 °F,82%,SW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,3:34 PM,48 °F,45 °F,87%,SW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,4:00 PM,48 °F,45 °F,87%,SSW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,4:30 PM,50 °F,45 °F,82%,SW,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,5:00 PM,50 °F,45 °F,82%,SW,10 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,5:30 PM,50 °F,45 °F,82%,SSW,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,6:00 PM,50 °F,46 °F,87%,SSW,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,6:30 PM,50 °F,46 °F,87%,SW,7 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2008-02-21,7:00 PM,50 °F,46 °F,87%,SSW,8 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,7:30 PM,50 °F,46 °F,87%,SW,9 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,8:00 PM,50 °F,46 °F,87%,WSW,8 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,8:30 PM,50 °F,46 °F,87%,SW,7 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,9:00 PM,50 °F,46 °F,87%,SW,10 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-21,9:30 PM,48 °F,46 °F,93%,SW,9 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-21,10:00 PM,48 °F,46 °F,93%,SW,10 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-21,10:30 PM,48 °F,45 °F,87%,SW,9 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-21,11:00 PM,46 °F,45 °F,93%,SW,8 mph,0 mph,30.04 in,0.0 in,Partly Cloudy
2008-02-21,11:30 PM,46 °F,45 °F,93%,SW,8 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-22,12:00 AM,46 °F,45 °F,93%,WSW,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,12:30 AM,46 °F,45 °F,93%,WSW,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,1:00 AM,46 °F,45 °F,93%,SW,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,1:30 AM,46 °F,45 °F,93%,SW,8 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,2:00 AM,46 °F,45 °F,93%,SW,7 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,2:30 AM,46 °F,45 °F,93%,SW,3 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,3:00 AM,46 °F,45 °F,93%,SW,3 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,3:30 AM,46 °F,45 °F,93%,SSW,3 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,4:00 AM,46 °F,45 °F,93%,SSW,6 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,4:30 AM,46 °F,45 °F,93%,SW,3 mph,0 mph,30.01 in,0.0 in,Partly Cloudy
2008-02-22,5:00 AM,45 °F,45 °F,100%,SSW,6 mph,0 mph,30.01 in,0.0 in,Partly Cloudy
2008-02-22,5:30 AM,45 °F,43 °F,93%,CALM,0 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-22,6:00 AM,45 °F,43 °F,93%,SSE,1 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-22,6:30 AM,43 °F,43 °F,100%,S,2 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-22,7:00 AM,45 °F,43 °F,93%,S,3 mph,0 mph,30.01 in,0.0 in,Fair
2008-02-22,7:30 AM,43 °F,43 °F,100%,S,2 mph,0 mph,30.04 in,0.0 in,Fair
2008-02-22,8:00 AM,45 °F,43 °F,93%,WSW,8 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,8:30 AM,45 °F,45 °F,100%,WSW,9 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,9:00 AM,46 °F,45 °F,93%,SSW,7 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,9:30 AM,46 °F,45 °F,93%,SW,7 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,10:00 AM,48 °F,46 °F,93%,SW,8 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,10:30 AM,50 °F,46 °F,87%,SW,8 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,11:00 AM,50 °F,48 °F,94%,SW,10 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,11:30 AM,54 °F,48 °F,82%,SW,10 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,12:00 PM,54 °F,48 °F,82%,WSW,14 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,12:30 PM,55 °F,46 °F,72%,WSW,16 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,1:00 PM,55 °F,48 °F,77%,WSW,17 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,1:30 PM,55 °F,46 °F,72%,WSW,14 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,2:00 PM,55 °F,46 °F,72%,WSW,15 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,2:30 PM,55 °F,46 °F,72%,WSW,15 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,3:00 PM,55 °F,46 °F,72%,W,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,3:30 PM,55 °F,46 °F,72%,WSW,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,4:00 PM,55 °F,46 °F,72%,WSW,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,4:30 PM,55 °F,46 °F,72%,W,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,5:00 PM,55 °F,46 °F,72%,WSW,9 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,5:30 PM,55 °F,46 °F,72%,WSW,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,6:00 PM,54 °F,46 °F,77%,W,12 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy
2008-02-22,6:30 PM,54 °F,45 °F,72%,W,12 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,7:00 PM,54 °F,43 °F,67%,W,10 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,7:30 PM,54 °F,43 °F,67%,W,9 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,8:00 PM,52 °F,43 °F,71%,W,10 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy
2008-02-22,8:30 PM,50 °F,43 °F,76%,W,8 mph,0 mph,30.04 in,0.0 in,Partly Cloudy
2008-02-22,9:00 PM,50 °F,43 °F,76%,W,9 mph,0 mph,30.07 in,0.0 in,Partly Cloudy
2008-02-22,9:30 PM,48 °F,43 °F,82%,W,7 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-22,10:00 PM,48 °F,43 °F,82%,SW,7 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-22,10:30 PM,48 °F,43 °F,82%,SSW,5 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-22,11:00 PM,48 °F,43 °F,82%,WSW,2 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-22,11:30 PM,46 °F,43 °F,87%,SW,3 mph,0 mph,30.10 in,0.0 in,Partly Cloudy
2008-02-23,12:00 AM,46 °F,43 °F,87%,W,3 mph,0 mph,30.10 in,0.0 in,Partly Cloudy
2008-02-23,12:30 AM,46 °F,41 °F,81%,W,3 mph,0 mph,30.10 in,0.0 in,Partly Cloudy
2008-02-23,1:00 AM,48 °F,43 °F,82%,W,6 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,1:30 AM,48 °F,43 °F,82%,VAR,1 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,2:00 AM,48 °F,43 °F,82%,WNW,6 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,2:30 AM,48 °F,45 °F,87%,W,6 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,3:00 AM,48 °F,45 °F,87%,WSW,5 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,3:30 AM,48 °F,45 °F,87%,WSW,6 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,4:00 AM,48 °F,45 °F,87%,W,6 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,4:30 AM,48 °F,45 °F,87%,WSW,5 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,5:00 AM,46 °F,43 °F,87%,SW,5 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,5:30 AM,46 °F,43 °F,87%,WSW,5 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,6:00 AM,46 °F,43 °F,87%,WSW,3 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,6:30 AM,46 °F,45 °F,93%,WSW,2 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,7:00 AM,46 °F,45 °F,93%,SW,3 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,7:30 AM,46 °F,43 °F,87%,S,5 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,8:00 AM,46 °F,43 °F,87%,VAR,2 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy
2008-02-23,8:30 AM,46 °F,45 °F,93%,CALM,0 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2008-02-23,9:00 AM,46 °F,45 °F,93%,SW,2 mph,0 mph,30.10 in,0.0 in,Cloudy
2008-02-23,9:30 AM,48 °F,45 °F,87%,VAR,2 mph,0 mph,30.10 in,0.0 in,Cloudy
2008-02-23,10:00 AM,48 °F,45 °F,87%,VAR,2 mph,0 mph,30.10 in,0.0 in,Cloudy
