Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2007-04-28,1:30 AM,61 °F,55 °F,82 %,VAR,2 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,2:00 AM,61 °F,55 °F,82 %,SSW,6 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,2:30 AM,61 °F,55 °F,82 %,SW,7 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,3:00 AM,59 °F,54 °F,82 %,WSW,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,3:30 AM,59 °F,54 °F,82 %,SW,5 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,4:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,4:30 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,5:00 AM,55 °F,54 °F,94 %,S,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,5:30 AM,57 °F,54 °F,88 %,S,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,6:00 AM,57 °F,54 °F,88 %,VAR,2 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,6:30 AM,57 °F,54 °F,88 %,S,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,7:00 AM,59 °F,55 °F,88 %,VAR,1 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,7:30 AM,61 °F,55 °F,82 %,S,2 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,8:00 AM,63 °F,55 °F,77 %,SSE,5 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,8:30 AM,64 °F,55 °F,73 %,S,6 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,9:00 AM,66 °F,55 °F,68 %,S,6 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,9:30 AM,68 °F,55 °F,64 %,S,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,10:00 AM,70 °F,54 °F,56 %,SSE,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,10:30 AM,72 °F,54 °F,53 %,SSE,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,11:00 AM,73 °F,55 °F,53 %,SSE,5 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,11:30 AM,75 °F,54 °F,47 %,S,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,12:00 PM,77 °F,54 °F,44 %,VAR,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,12:30 PM,77 °F,50 °F,39 %,VAR,3 mph,0 mph,29.81 in,0.0 in,Fair
2007-04-28,1:00 PM,77 °F,52 °F,41 %,VAR,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,1:30 PM,79 °F,52 °F,39 %,ESE,5 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,2:00 PM,79 °F,48 °F,34 %,VAR,1 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,2:30 PM,79 °F,48 °F,34 %,VAR,3 mph,0 mph,29.78 in,0.0 in,Fair
2007-04-28,3:00 PM,79 °F,48 °F,34 %,SE,7 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,3:30 PM,79 °F,48 °F,34 %,VAR,2 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,4:00 PM,81 °F,48 °F,32 %,ENE,5 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,4:30 PM,79 °F,50 °F,36 %,SSW,3 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,5:00 PM,81 °F,48 °F,32 %,NE,3 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,5:30 PM,79 °F,50 °F,36 %,SSE,3 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,6:00 PM,77 °F,50 °F,39 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,6:30 PM,77 °F,48 °F,36 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,7:00 PM,75 °F,48 °F,38 %,W,5 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,7:30 PM,72 °F,50 °F,46 %,W,7 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-28,8:00 PM,70 °F,50 °F,49 %,W,6 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,8:30 PM,70 °F,50 °F,49 %,WSW,6 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,9:00 PM,68 °F,52 °F,56 %,E,3 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,9:30 PM,68 °F,50 °F,52 %,SSW,3 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,10:00 PM,66 °F,52 °F,60 %,VAR,1 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-28,10:30 PM,63 °F,52 °F,68 %,WSW,3 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,11:00 PM,63 °F,52 °F,68 %,NNW,3 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,11:30 PM,63 °F,52 °F,68 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,12:00 AM,61 °F,52 °F,72 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,12:30 AM,61 °F,52 °F,72 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,1:00 AM,59 °F,52 °F,77 %,NW,2 mph,0 mph,29.75 in,0.0 in,Fair
2007-04-29,1:30 AM,57 °F,52 °F,82 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,2:00 AM,57 °F,52 °F,82 %,WNW,1 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,2:30 AM,57 °F,52 °F,82 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,3:00 AM,57 °F,52 °F,82 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,3:30 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,4:00 AM,57 °F,52 °F,82 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,4:30 AM,57 °F,52 °F,82 %,WSW,3 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,5:00 AM,55 °F,52 °F,88 %,WSW,1 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,5:30 AM,55 °F,52 °F,88 %,N,2 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,6:00 AM,55 °F,52 °F,88 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,6:30 AM,55 °F,52 °F,88 %,NW,1 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,7:00 AM,61 °F,55 °F,82 %,VAR,2 mph,0 mph,29.72 in,0.0 in,Fair
2007-04-29,7:30 AM,64 °F,55 °F,73 %,VAR,2 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,8:00 AM,66 °F,55 °F,68 %,NNE,3 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,8:30 AM,66 °F,55 °F,68 %,NNE,5 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,9:00 AM,68 °F,55 °F,64 %,NE,6 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,9:30 AM,70 °F,55 °F,60 %,NNE,6 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,10:00 AM,70 °F,57 °F,64 %,E,7 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,10:30 AM,73 °F,57 °F,57 %,ENE,6 mph,0 mph,29.69 in,0.0 in,Fair
2007-04-29,11:00 AM,72 °F,57 °F,60 %,ESE,7 mph,0 mph,29.69 in,0.0 in,Partly Cloudy
2007-04-29,11:30 AM,73 °F,52 °F,47 %,E,8 mph,0 mph,29.69 in,0.0 in,Partly Cloudy
2007-04-29,12:00 PM,73 °F,54 °F,50 %,VAR,3 mph,0 mph,29.66 in,0.0 in,Partly Cloudy
2007-04-29,12:30 PM,73 °F,54 °F,50 %,ENE,3 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
2007-04-29,1:00 PM,73 °F,54 °F,50 %,E,10 mph,0 mph,29.66 in,0.0 in,Partly Cloudy
2007-04-29,1:30 PM,75 °F,55 °F,50 %,E,8 mph,0 mph,29.63 in,0.0 in,Partly Cloudy
2007-04-29,2:00 PM,75 °F,54 °F,47 %,E,6 mph,0 mph,29.63 in,0.0 in,Partly Cloudy
2007-04-29,2:30 PM,77 °F,54 °F,44 %,E,6 mph,0 mph,29.60 in,0.0 in,Partly Cloudy
2007-04-29,3:00 PM,75 °F,52 °F,44 %,W,13 mph,0 mph,29.60 in,0.0 in,Mostly Cloudy
2007-04-29,3:30 PM,68 °F,54 °F,60 %,W,14 mph,0 mph,29.60 in,0.0 in,Mostly Cloudy
2007-04-29,4:00 PM,66 °F,54 °F,64 %,W,12 mph,0 mph,29.60 in,0.0 in,Partly Cloudy
2007-04-29,4:30 PM,68 °F,54 °F,60 %,WNW,14 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,5:00 PM,66 °F,52 °F,60 %,WNW,17 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,5:30 PM,64 °F,54 °F,68 %,W,12 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,6:00 PM,61 °F,57 °F,88 %,SW,14 mph,0 mph,29.60 in,0.0 in,Mostly Cloudy
2007-04-29,6:30 PM,61 °F,57 °F,88 %,W,9 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,7:00 PM,61 °F,57 °F,88 %,VAR,2 mph,0 mph,29.60 in,0.0 in,Mostly Cloudy
2007-04-29,7:30 PM,61 °F,57 °F,88 %,NNE,5 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
2007-04-29,8:00 PM,59 °F,55 °F,88 %,WNW,16 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
2007-04-29,8:30 PM,59 °F,55 °F,88 %,NNW,10 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
2007-04-29,9:00 PM,61 °F,55 °F,82 %,NNW,13 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,9:30 PM,61 °F,54 °F,77 %,NNW,14 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,10:00 PM,59 °F,54 °F,82 %,N,13 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
2007-04-29,10:30 PM,59 °F,54 °F,82 %,NNW,10 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,11:00 PM,57 °F,54 °F,88 %,N,8 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,11:30 PM,57 °F,54 °F,88 %,NNW,6 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,12:00 AM,55 °F,52 °F,88 %,N,2 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,12:30 AM,55 °F,52 °F,88 %,W,3 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,1:00 AM,55 °F,54 °F,94 %,WSW,3 mph,0 mph,29.57 in,0.0 in,Fair
2007-04-30,1:30 AM,54 °F,52 °F,94 %,W,5 mph,0 mph,29.55 in,0.0 in,Fair
2007-04-30,2:00 AM,54 °F,52 °F,94 %,W,5 mph,0 mph,29.55 in,0.0 in,Fair
2007-04-30,2:30 AM,54 °F,52 °F,94 %,VAR,2 mph,0 mph,29.55 in,0.0 in,Fair
2007-04-30,3:00 AM,52 °F,50 °F,94 %,WSW,2 mph,0 mph,29.55 in,0.0 in,Fair
2007-04-30,3:30 AM,52 °F,50 °F,94 %,W,5 mph,0 mph,29.55 in,0.0 in,Fair
2007-04-30,4:00 AM,52 °F,50 °F,94 %,WNW,5 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,4:30 AM,50 °F,50 °F,100 %,WNW,3 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,5:00 AM,52 °F,50 °F,94 %,W,1 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,5:30 AM,50 °F,50 °F,100 %,N,1 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,6:00 AM,54 °F,52 °F,94 %,N,5 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,6:30 AM,55 °F,54 °F,94 %,N,5 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,7:00 AM,57 °F,55 °F,94 %,N,3 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,7:30 AM,59 °F,57 °F,94 %,N,3 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,8:00 AM,61 °F,57 °F,88 %,NE,5 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,8:30 AM,63 °F,57 °F,82 %,ENE,6 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,9:00 AM,64 °F,57 °F,77 %,E,8 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,9:30 AM,64 °F,57 °F,77 %,E,8 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,10:00 AM,66 °F,55 °F,68 %,E,8 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,10:30 AM,68 °F,57 °F,68 %,ENE,7 mph,0 mph,29.52 in,0.0 in,Fair
2007-04-30,11:00 AM,68 °F,57 °F,68 %,E,6 mph,0 mph,29.49 in,0.0 in,Fair
2007-04-30,11:05 AM,68 °F,55 °F,64 %,E,7 mph,0 mph,29.49 in,0.0 in,Fair
2007-04-30,11:30 AM,68 °F,55 °F,64 %,E,7 mph,0 mph,29.49 in,0.0 in,Partly Cloudy
2007-04-30,12:00 PM,72 °F,57 °F,60 %,ESE,5 mph,0 mph,29.49 in,0.0 in,Partly Cloudy
2007-04-30,12:30 PM,70 °F,57 °F,64 %,SSE,8 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy
2007-04-30,1:00 PM,70 °F,57 °F,64 %,SE,6 mph,0 mph,29.49 in,0.0 in,Partly Cloudy
2007-04-30,1:30 PM,72 °F,57 °F,60 %,E,7 mph,0 mph,29.49 in,0.0 in,Fair
2007-04-30,2:00 PM,72 °F,55 °F,57 %,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2007-04-30,2:30 PM,73 °F,55 °F,53 %,E,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,3:30 PM,73 °F,54 °F,50 %,ENE,14 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,4:00 PM,73 °F,50 °F,44 %,E,14 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,4:30 PM,73 °F,50 °F,44 %,E,15 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,5:00 PM,72 °F,50 °F,46 %,ENE,16 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,5:30 PM,72 °F,50 °F,46 %,ENE,13 mph,0 mph,29.43 in,0.0 in,Fair
2007-04-30,6:00 PM,72 °F,50 °F,46 %,E,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-04-30,6:30 PM,72 °F,52 °F,50 %,E,13 mph,0 mph,29.43 in,0.0 in,Fair
2007-04-30,7:00 PM,70 °F,50 °F,49 %,ENE,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-04-30,7:30 PM,70 °F,50 °F,49 %,E,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,8:00 PM,68 °F,48 °F,49 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,8:30 PM,66 °F,48 °F,52 %,ENE,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,9:00 PM,64 °F,48 °F,56 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,9:30 PM,66 °F,48 °F,52 %,ENE,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,10:00 PM,64 °F,48 °F,56 %,E,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-04-30,10:30 PM,63 °F,46 °F,55 %,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,11:00 PM,63 °F,43 °F,48 %,ENE,12 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,11:30 PM,61 °F,41 °F,48 %,ENE,12 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,12:00 AM,61 °F,37 °F,42 %,ENE,12 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,12:30 AM,61 °F,37 °F,42 %,ENE,12 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,1:00 AM,59 °F,37 °F,45 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,1:30 AM,57 °F,37 °F,48 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,2:00 AM,57 °F,36 °F,44 %,ENE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,2:30 AM,57 °F,37 °F,48 %,NE,6 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,3:00 AM,55 °F,37 °F,51 %,NE,5 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,3:30 AM,54 °F,37 °F,54 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,4:00 AM,52 °F,37 °F,58 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,4:30 AM,54 °F,37 °F,54 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,5:00 AM,54 °F,37 °F,54 %,NE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,5:30 AM,54 °F,37 °F,54 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,6:00 AM,54 °F,37 °F,54 %,E,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,6:30 AM,54 °F,37 °F,54 %,ENE,6 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,7:00 AM,54 °F,37 °F,54 %,E,8 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,7:30 AM,55 °F,37 °F,51 %,ENE,8 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,8:00 AM,55 °F,39 °F,54 %,ENE,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,8:30 AM,59 °F,41 °F,51 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,9:00 AM,61 °F,43 °F,52 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,9:30 AM,61 °F,43 °F,52 %,E,8 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,10:00 AM,63 °F,46 °F,55 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,10:30 AM,63 °F,45 °F,52 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,11:00 AM,64 °F,46 °F,52 %,E,10 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,11:30 AM,66 °F,46 °F,49 %,ENE,8 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,12:00 PM,68 °F,50 °F,52 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-01,12:30 PM,70 °F,48 °F,46 %,E,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,1:00 PM,72 °F,50 °F,46 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,1:30 PM,72 °F,50 °F,46 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,2:00 PM,72 °F,50 °F,46 %,E,13 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,2:30 PM,73 °F,46 °F,38 %,ENE,15 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,3:00 PM,73 °F,45 °F,36 %,E,14 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,3:30 PM,73 °F,43 °F,33 %,E,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,4:00 PM,73 °F,41 °F,31 %,ENE,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,4:30 PM,72 °F,39 °F,31 %,ENE,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,5:00 PM,72 °F,37 °F,29 %,ENE,16 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,5:30 PM,72 °F,39 °F,31 %,ENE,16 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,6:00 PM,72 °F,41 °F,33 %,ENE,16 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,6:30 PM,70 °F,39 °F,33 %,ENE,16 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,7:00 PM,70 °F,37 °F,31 %,E,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,7:30 PM,68 °F,37 °F,33 %,E,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,8:00 PM,68 °F,37 °F,33 %,ENE,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,8:30 PM,66 °F,37 °F,35 %,ENE,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,9:00 PM,64 °F,37 °F,37 %,NE,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,9:30 PM,64 °F,37 °F,37 %,ENE,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-01,10:00 PM,63 °F,37 °F,39 %,NE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-01,10:30 PM,63 °F,39 °F,42 %,ENE,14 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,11:00 PM,63 °F,39 °F,42 %,ENE,15 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,11:30 PM,61 °F,39 °F,45 %,ENE,13 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,12:00 AM,61 °F,39 °F,45 %,ENE,15 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,12:30 AM,59 °F,39 °F,48 %,ENE,14 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-02,1:00 AM,59 °F,39 °F,48 %,ENE,12 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-02,1:30 AM,59 °F,39 °F,48 %,ENE,9 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-02,2:00 AM,57 °F,37 °F,48 %,ENE,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,2:30 AM,57 °F,37 °F,48 %,ENE,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,3:00 AM,55 °F,37 °F,51 %,NE,7 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,3:30 AM,55 °F,37 °F,51 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,4:00 AM,54 °F,37 °F,54 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,4:30 AM,54 °F,37 °F,54 %,NNE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,5:00 AM,54 °F,37 °F,54 %,NE,8 mph,0 mph,29.43 in,0.0 in,Fair
2007-05-02,5:30 AM,52 °F,37 °F,58 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,6:00 AM,52 °F,36 °F,54 %,NNE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,6:30 AM,54 °F,36 °F,51 %,NNE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,7:00 AM,54 °F,36 °F,51 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,7:30 AM,55 °F,36 °F,47 %,NE,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,8:00 AM,57 °F,37 °F,48 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,8:30 AM,59 °F,36 °F,42 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,9:00 AM,59 °F,37 °F,45 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,9:30 AM,61 °F,39 °F,45 %,NE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,10:00 AM,63 °F,39 °F,42 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,10:30 AM,64 °F,41 °F,42 %,NNE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,11:00 AM,64 °F,41 °F,42 %,NE,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,11:30 AM,66 °F,39 °F,37 %,NE,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,12:00 PM,66 °F,41 °F,40 %,NNE,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,12:30 PM,68 °F,43 °F,40 %,NE,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,1:00 PM,66 °F,37 °F,35 %,NE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,1:30 PM,68 °F,39 °F,35 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,2:00 PM,68 °F,39 °F,35 %,E,13 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,2:30 PM,68 °F,39 °F,35 %,E,13 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,3:00 PM,70 °F,43 °F,38 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,3:30 PM,70 °F,39 °F,33 %,E,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,4:00 PM,70 °F,41 °F,35 %,E,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,4:30 PM,70 °F,43 °F,38 %,E,14 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,5:00 PM,70 °F,43 °F,38 %,E,13 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,5:30 PM,70 °F,41 °F,35 %,E,12 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,6:00 PM,68 °F,41 °F,37 %,E,10 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,6:30 PM,68 °F,41 °F,37 %,E,9 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,7:00 PM,68 °F,41 °F,37 %,E,8 mph,0 mph,29.46 in,0.0 in,Fair
2007-05-02,7:30 PM,66 °F,41 °F,40 %,E,7 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-02,8:00 PM,64 °F,41 °F,42 %,E,6 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-02,8:30 PM,63 °F,46 °F,55 %,E,6 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-02,9:00 PM,61 °F,50 °F,68 %,S,7 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-02,9:30 PM,59 °F,50 °F,72 %,VAR,2 mph,0 mph,29.49 in,0.0 in,Fair
2007-05-02,10:00 PM,59 °F,50 °F,72 %,SSE,6 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-02,10:30 PM,59 °F,50 °F,72 %,VAR,1 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,11:00 PM,59 °F,50 °F,72 %,S,5 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,11:30 PM,59 °F,46 °F,63 %,SSE,7 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,12:00 AM,57 °F,46 °F,67 %,SSE,7 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,12:30 AM,55 °F,45 °F,67 %,SSE,7 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,1:00 AM,54 °F,45 °F,72 %,SSE,3 mph,0 mph,29.52 in,0.0 in,Fair
2007-05-03,2:00 AM,50 °F,46 °F,87 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair
