datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max
2007-11-22 12:00:00,407.906,1744.6,0,79,1614,50,55,77,87
2007-11-22 18:00:00,892.332,3759.6,2867,60,2227,46,50,87,93
2007-11-23 00:00:00,231.85399999999998,974.5999999999999,0,79,1076,45,48,87,93
2007-11-23 06:00:00,769.446,3224.3999999999996,485,1873,6276,46,46,87,87
2007-11-23 12:00:00,625.71,2618.8,406,2174,4732,45,48,71,87
2007-11-23 18:00:00,986.426,4124.0,1738,2114,1601,39,43,70,81
2007-11-24 00:00:00,174.724,728.8,0,140,632,34,37,87,87
2007-11-24 06:00:00,744.114,3138.3999999999996,0,3497,5184,34,45,71,93
2007-11-24 12:00:00,590.426,2438.4,1112,375,6397,37,46,57,81
2007-11-24 18:00:00,299.764,1264.6,0,60,1238,34,39,81,87
2007-11-25 00:00:00,137.698,583.6,0,80,533,39,41,76,93
2007-11-25 06:00:00,291.576,1256.2,858,71,1089,41,50,87,93
2007-11-25 12:00:00,359.984,1499.4,329,69,2936,46,50,66,82
2007-11-25 18:00:00,607.148,2550.4,2369,79,1120,39,45,81,93
2007-11-26 00:00:00,152.28199999999998,650.8,0,59,783,41,46,81,93
2007-11-26 06:00:00,573.184,2422.4,0,78,5437,45,48,66,87
2007-11-26 12:00:00,230.768,978.8,0,70,1331,43,50,57,76
2007-11-26 18:00:00,647.032,2709.6,1088,67,1941,36,43,76,93
2007-11-27 00:00:00,194.13400000000001,821.6,0,78,767,34,37,93,100
2007-11-27 06:00:00,1133.242,4789.4,1063,6147,6246,39,48,66,100
2007-11-27 12:00:00,722.8340000000001,3004.2,0,3067,4543,41,50,54,76
2007-11-27 18:00:00,729.332,3043.0,0,1743,3143,32,37,87,93
2007-11-28 00:00:00,167.692,717.2,0,129,143,27,30,93,100
2007-11-28 06:00:00,641.288,2662.0,1182,79,5550,28,34,93,100
2007-11-28 12:00:00,268.12800000000004,1119.8,0,59,272,32,36,93,100
2007-11-28 18:00:00,555.042,2325.6,0,501,1691,30,32,93,100
2007-11-29 00:00:00,143.33,608.2,0,60,663,32,36,93,93
2007-11-29 06:00:00,758.822,3171.4,1080,81,6261,36,41,93,100
2007-11-29 12:00:00,252.612,1055.8,0,61,1029,41,45,93,100
2007-11-29 18:00:00,576.658,2448.2000000000003,951,71,865,41,48,87,93
2007-11-30 00:00:00,274.422,1192.4,0,71,1286,36,41,93,100
2007-11-30 06:00:00,751.414,3111.2,0,1506,6498,37,45,93,100
2007-11-30 12:00:00,895.156,3711.6000000000004,0,6215,4507,46,48,82,87
2007-11-30 18:00:00,407.244,1686.8,0,159,1310,46,46,87,87
2007-12-01 00:00:00,149.034,629.2,0,80,658,46,48,87,93
2007-12-01 06:00:00,872.564,3701.4,3735,84,5581,48,50,71,93
2007-12-01 12:00:00,999.248,4210.0,3355,102,6353,46,52,62,81
2007-12-01 18:00:00,1198.158,5055.0,2266,87,5409,46,48,81,93
2007-12-02 00:00:00,529.46,2245.4,0,81,1666,46,48,87,87
2007-12-02 06:00:00,485.198,2050.6,817,428,2876,50,52,87,88
2007-12-02 12:00:00,1219.854,5093.2,1273,6302,4495,52,52,88,94
2007-12-02 18:00:00,629.934,2682.8,0,105,1445,48,54,76,94
2007-12-03 00:00:00,277.896,1214.4,0,69,1230,46,48,76,87
2007-12-03 06:00:00,575.998,2392.0,1141,71,5854,45,52,76,87
2007-12-03 12:00:00,201.042,862.8,0,79,0,48,52,62,76
2007-12-03 18:00:00,755.354,3151.8,0,77,4322,45,46,81,87
2007-12-04 00:00:00,183.376,781.4000000000001,0,60,498,43,46,87,93
2007-12-04 06:00:00,641.3979999999999,2700.8,1012,2076,3718,43,48,82,93
2007-12-04 12:00:00,462.28200000000004,1931.2,0,1383,2569,50,50,82,87
2007-12-04 18:00:00,734.822,3121.2,0,2295,798,50,52,87,94
2007-12-05 00:00:00,266.248,1163.6,0,75,1136,50,50,94,94
2007-12-05 06:00:00,718.4680000000001,3014.2,2005,78,6306,50,55,77,94
2007-12-05 12:00:00,398.432,1668.4,0,79,1807,52,55,77,94
2007-12-05 18:00:00,768.75,3290.8,1417,78,1670,50,54,82,94
2007-12-06 00:00:00,269.25,1182.8,0,62,1131,48,50,82,87
2007-12-06 06:00:00,727.426,3075.2,1021,96,6252,48,50,87,94
2007-12-06 12:00:00,466.81,1968.6,0,80,2674,52,54,94,100
2007-12-06 18:00:00,1053.548,4451.0,4189,81,1851,54,55,94,100
2007-12-07 00:00:00,168.558,718.6,0,80,691,55,55,94,94
2007-12-07 06:00:00,667.0840000000001,2784.6,0,1057,5973,52,55,72,88
2007-12-07 12:00:00,655.354,2749.0,0,2492,3000,46,54,67,82
2007-12-07 18:00:00,240.468,1019.8000000000001,0,81,599,43,46,81,87
2007-12-08 00:00:00,141.95,607.8000000000001,0,59,616,39,43,87,93
2007-12-08 06:00:00,684.3399999999999,2889.4,1133,78,5486,39,43,87,93
2007-12-08 12:00:00,627.858,2665.6,0,540,1782,43,45,93,100
2007-12-08 18:00:00,761.8,3216.4,0,1678,4399,46,52,87,100
2007-12-09 00:00:00,129.18,550.8,0,82,0,46,50,81,87
2007-12-09 06:00:00,333.22,1419.6000000000001,1066,60,1544,46,48,71,87
2007-12-09 12:00:00,1141.188,4809.0,2148,1002,5170,46,50,66,87
2007-12-09 18:00:00,664.5459999999999,2843.4,962,1283,2014,46,46,87,93
2007-12-10 00:00:00,164.562,685.6,0,62,591,45,46,81,93
2007-12-10 06:00:00,637.578,2679.8,0,77,5721,45,46,76,93
2007-12-10 12:00:00,384.37399999999997,1666.2,0,66,746,45,48,76,93
2007-12-10 18:00:00,571.802,2416.2,1102,69,1223,45,46,81,93
2007-12-11 00:00:00,159.10399999999998,656.6,0,71,634,43,43,81,81
2007-12-11 06:00:00,599.1,2507.6,0,607,5702,41,45,76,87
2007-12-11 12:00:00,877.596,3721.8,0,3067,3433,39,46,66,87
2007-12-11 18:00:00,668.24,2774.6000000000004,1050,56,2971,36,39,87,93
2007-12-12 00:00:00,141.84199999999998,592.0,0,56,274,30,34,93,100
2007-12-12 06:00:00,485.79999999999995,2006.0,0,76,3923,30,39,93,100
2007-12-12 12:00:00,457.504,1901.4,1152,57,1392,39,45,76,87
2007-12-12 18:00:00,506.3,2129.0,0,85,2170,0,37,87,100
2007-12-13 00:00:00,149.166,633.2,0,64,544,0,34,93,100
2007-12-13 06:00:00,637.72,2650.0,1103,62,5639,0,41,81,100
2007-12-13 12:00:00,371.99399999999997,1613.8,0,336,1080,37,43,76,93
2007-12-13 18:00:00,689.3299999999999,2912.4,0,999,1648,36,37,93,100
2007-12-14 00:00:00,177.55,748.6,0,98,870,32,34,100,100
2007-12-14 06:00:00,787.7719999999999,3287.8,541,2009,6318,32,34,93,100
2007-12-14 12:00:00,710.6,2959.6,439,1650,5753,32,36,81,93
2007-12-14 18:00:00,335.702,1447.4,0,61,364,34,36,75,81
2007-12-15 00:00:00,139.516,593.6,0,62,580,32,32,75,75
2007-12-15 06:00:00,799.6600000000001,3349.2,827,2145,5198,28,36,65,80
2007-12-15 12:00:00,980.516,4122.6,879,1397,5808,34,37,56,70
2007-12-15 18:00:00,827.428,3462.8,0,81,2363,28,32,75,80
2007-12-16 00:00:00,443.83799999999997,1815.4,0,78,742,27,28,80,86
2007-12-16 06:00:00,803.21,3389.6,1568,1391,2985,25,32,69,86
2007-12-16 12:00:00,869.092,3603.7999999999997,842,763,6467,32,36,70,80
2007-12-16 18:00:00,596.28,2492.8,1000,73,2735,28,34,75,86
2007-12-17 00:00:00,170.512,696.6,0,49,959,27,30,80,93
2007-12-17 06:00:00,616.9159999999999,2560.4,0,72,6332,30,32,75,80
2007-12-17 12:00:00,321.58000000000004,1331.8000000000002,827,49,1421,30,32,69,80
2007-12-17 18:00:00,709.978,2967.2,809,49,2250,30,32,69,75
2007-12-18 00:00:00,143.002,590.6,0,72,265,25,28,74,86
2007-12-18 06:00:00,886.7080000000001,3702.8,1123,3103,6339,25,30,75,86
2007-12-18 12:00:00,830.066,3468.8,0,2556,2929,30,34,70,80
2007-12-18 18:00:00,792.8,3307.6,0,79,1636,27,30,75,86
2007-12-19 00:00:00,144.296,588.6,0,57,444,23,25,86,93
2007-12-19 06:00:00,683.292,2831.2,0,63,6411,23,28,80,93
2007-12-19 12:00:00,598.6220000000001,2462.4,1233,430,2897,30,34,70,80
2007-12-19 18:00:00,755.948,3189.0,0,2143,1456,27,28,80,86
2007-12-20 00:00:00,154.116,634.0,0,95,793,21,25,93,93
2007-12-20 06:00:00,554.972,2302.8,12,50,5163,19,30,80,100
2007-12-20 12:00:00,688.418,2828.8,1137,48,6052,34,37,65,75
2007-12-20 18:00:00,514.934,2158.2000000000003,710,48,1584,27,32,80,93
2007-12-21 00:00:00,195.906,807.2,0,49,929,23,25,86,93
2007-12-21 06:00:00,661.124,2740.6,1191,48,6363,25,36,70,86
2007-12-21 12:00:00,590.972,2457.2,0,50,3243,32,41,56,80
2007-12-21 18:00:00,533.488,2217.4,0,53,1716,25,34,70,93
2007-12-22 00:00:00,201.11200000000002,822.6,0,54,593,21,25,93,100
2007-12-22 06:00:00,605.386,2524.6,51,488,5385,21,37,70,100
2007-12-22 12:00:00,751.636,3130.0,1217,2436,4504,37,48,50,75
2007-12-22 18:00:00,1087.742,4597.8,2651,1572,2191,30,34,80,87
2007-12-23 00:00:00,256.694,1044.2,0,80,600,30,30,86,86
2007-12-23 06:00:00,523.536,2158.4,0,53,4559,30,30,86,86
2007-12-23 12:00:00,650.06,2733.2,1107,538,1822,30,30,86,86
2007-12-23 18:00:00,1014.4179999999999,4262.8,764,2457,6088,27,30,86,100
2007-12-24 00:00:00,157.57,666.4,0,77,864,25,27,93,100
2007-12-24 06:00:00,787.5699999999999,3315.2,1937,2099,2956,23,36,81,100
2007-12-24 12:00:00,845.386,3520.2000000000003,1048,51,5677,34,43,61,81
2007-12-24 18:00:00,440.406,1825.0,0,52,3746,32,34,81,87
2007-12-25 00:00:00,150.39,629.8,0,80,489,30,32,80,93
2007-12-25 06:00:00,623.26,2604.0,1937,852,2229,32,37,70,80
2007-12-25 12:00:00,875.06,3628.2,881,2398,3698,37,39,70,75
2007-12-25 18:00:00,1073.02,4463.4,1770,65,2978,37,39,75,87
2007-12-26 00:00:00,466.11400000000003,1878.0,0,56,0,36,37,93,100
2007-12-26 06:00:00,786.318,3290.8,0,283,2182,34,37,93,100
2007-12-26 12:00:00,1046.506,4358.0,1109,2351,6420,37,39,93,100
2007-12-26 18:00:00,212.432,888.5999999999999,0,56,568,37,39,93,100
2007-12-27 00:00:00,151.45999999999998,637.2,0,83,669,37,39,93,100
2007-12-27 06:00:00,523.9879999999999,2190.2,0,59,1644,39,41,93,100
2007-12-27 12:00:00,855.3879999999999,3537.8,449,56,3330,41,45,93,100
2007-12-27 18:00:00,1007.454,4315.0,3673,1331,2317,43,43,100,100
2007-12-28 00:00:00,148.778,642.2,0,105,533,41,43,93,100
2007-12-28 06:00:00,499.496,2089.4,0,85,3553,41,41,93,100
2007-12-28 12:00:00,1472.752,6137.599999999999,1162,8158,6451,41,45,87,100
2007-12-28 18:00:00,1205.406,5004.6,818,181,6369,41,43,93,93
2007-12-29 00:00:00,682.028,2779.4,0,96,3173,41,43,93,93
2007-12-29 06:00:00,701.664,2950.2,227,2178,2577,43,46,93,93
2007-12-29 12:00:00,828.712,3461.6,1928,89,4890,46,48,81,93
2007-12-29 18:00:00,881.4639999999999,3735.2,2681,81,3183,41,43,81,87
2007-12-30 00:00:00,174.638,725.0,0,62,513,37,41,87,93
2007-12-30 06:00:00,410.338,1718.0,0,878,2644,36,46,87,100
2007-12-30 12:00:00,1176.608,4941.8,2167,2575,6077,45,48,82,93
2007-12-30 18:00:00,785.14,3315.7999999999997,1428,83,4251,41,43,93,93
2007-12-31 00:00:00,129.022,551.2,0,55,355,39,41,93,100
2007-12-31 06:00:00,684.1179999999999,2893.0,0,3188,2075,39,41,93,100
2007-12-31 12:00:00,792.332,3298.2,0,133,6401,43,43,93,93
2007-12-31 18:00:00,687.266,2863.8,0,56,6314,41,41,100,100
2008-01-01 00:00:00,805.5260000000001,3312.2,0,83,5704,41,41,93,100
2008-01-01 06:00:00,543.37,2261.4,1124,484,1380,39,41,93,100
2008-01-01 12:00:00,696.572,2916.6,0,2116,1811,37,43,81,100
2008-01-01 18:00:00,641.156,2702.2,1337,84,2386,0,36,93,100
2008-01-02 00:00:00,204.722,868.8,0,55,521,32,34,87,100
2008-01-02 06:00:00,588.538,2441.8,0,56,5947,32,34,80,87
2008-01-02 12:00:00,292.778,1228.8,0,63,1690,32,36,75,80
2008-01-02 18:00:00,561.9259999999999,2345.6,0,2923,829,28,30,80,86
2008-01-03 00:00:00,202.432,863.4,0,150,760,28,30,80,93
2008-01-03 06:00:00,441.81,1844.2,0,86,2687,30,36,93,100
2008-01-03 12:00:00,420.18600000000004,1751.2,0,58,1840,37,39,93,93
2008-01-03 18:00:00,469.366,1972.8000000000002,1130,521,1934,37,39,87,93
2008-01-04 00:00:00,163.638,694.8,0,60,263,39,43,93,93
2008-01-04 06:00:00,701.996,2963.2,0,1681,4863,43,48,76,93
2008-01-04 12:00:00,833.16,3518.0,0,3486,4983,48,50,71,82
2008-01-04 18:00:00,564.572,2379.4,1241,126,1093,48,48,87,93
2008-01-05 00:00:00,136.054,574.0,0,59,494,43,48,87,93
2008-01-05 06:00:00,551.97,2357.0,0,69,4219,43,48,87,100
2008-01-05 12:00:00,800.4780000000001,3410.4,1105,74,4680,48,48,82,93
2008-01-05 18:00:00,760.374,3206.4,1008,57,6271,46,48,87,93
2008-01-06 00:00:00,136.782,585.6,0,85,481,41,46,93,93
2008-01-06 06:00:00,334.55,1420.8,0,609,1668,39,48,82,100
2008-01-06 12:00:00,640.03,2708.4,1182,1652,2734,45,48,76,93
2008-01-06 18:00:00,645.8,2772.4,784,127,1868,45,48,93,100
2008-01-07 00:00:00,170.344,710.0,0,57,572,48,54,82,100
2008-01-07 06:00:00,690.698,2863.4,1288,85,6386,46,50,71,93
2008-01-07 12:00:00,167.186,704.6,0,56,213,46,52,62,76
2008-01-07 18:00:00,726.874,3042.0,0,84,4118,45,46,76,87
2008-01-08 00:00:00,211.752,903.4,0,57,646,39,45,81,93
2008-01-08 06:00:00,477.778,2030.4,562,1236,1878,41,43,93,100
2008-01-08 12:00:00,670.108,2801.4,463,2133,4829,41,43,93,100
2008-01-08 18:00:00,636.246,2698.6,1172,57,1445,41,43,87,93
2008-01-09 00:00:00,199.29000000000002,855.4,0,85,821,43,45,81,93
2008-01-09 06:00:00,625.95,2599.8,0,57,6134,45,46,87,100
2008-01-09 12:00:00,302.828,1287.2,1162,86,311,45,50,71,76
2008-01-09 18:00:00,657.0840000000001,2784.2,0,56,1697,41,43,81,93
2008-01-10 00:00:00,231.03199999999998,1018.4,0,86,656,37,41,87,100
2008-01-10 06:00:00,655.902,2754.0,0,56,6047,39,48,93,100
2008-01-10 12:00:00,381.618,1607.8000000000002,0,83,2055,48,52,82,93
2008-01-10 18:00:00,614.126,2623.4,1307,60,1234,50,52,82,87
2008-01-11 00:00:00,170.05599999999998,724.0,0,86,733,48,50,82,87
2008-01-11 06:00:00,598.0740000000001,2498.8,0,58,5281,50,52,67,76
2008-01-11 12:00:00,341.426,1410.8,0,88,802,46,50,87,93
2008-01-11 18:00:00,618.726,2611.6,1262,58,1181,45,46,81,87
2008-01-12 00:00:00,169.852,774.6,0,85,0,43,45,76,81
2008-01-12 06:00:00,699.602,2964.4,2135,524,3559,39,46,66,87
2008-01-12 12:00:00,826.958,3559.4,2203,1944,2413,43,48,62,81
2008-01-12 18:00:00,1416.442,5982.0,2017,68,6190,41,45,76,81
2008-01-13 00:00:00,846.0120000000001,3480.2,900,103,3919,41,43,87,93
2008-01-13 06:00:00,514.63,2191.8,2546,88,866,41,45,81,93
2008-01-13 12:00:00,652.424,2804.3999999999996,1776,71,1821,43,48,66,71
2008-01-13 18:00:00,606.1220000000001,2585.2,521,78,1710,41,43,66,70
2008-01-14 00:00:00,160.3,679.6,0,91,583,41,43,66,87
2008-01-14 06:00:00,665.914,2800.0,0,97,6266,43,48,76,87
2008-01-14 12:00:00,296.752,1290.0,0,62,1350,46,50,76,93
2008-01-14 18:00:00,928.116,4001.2,5918,89,1879,46,48,82,87
2008-01-15 00:00:00,194.11599999999999,884.0,0,96,226,46,48,82,87
2008-01-15 06:00:00,934.9739999999999,3933.4,782,3575,6316,46,48,82,87
2008-01-15 12:00:00,941.84,3946.4,0,3128,5518,46,48,82,87
2008-01-15 18:00:00,601.75,2545.0,0,135,2112,46,48,82,87
2008-01-16 00:00:00,204.38600000000002,913.2,0,58,246,43,48,82,93
2008-01-16 06:00:00,681.082,2864.7999999999997,0,476,6286,43,46,81,93
2008-01-16 12:00:00,620.422,2636.0,1162,2793,1597,45,48,76,93
2008-01-16 18:00:00,625.3639999999999,2663.4,0,106,1262,41,45,93,93
2008-01-17 00:00:00,206.59,893.2,0,51,782,43,45,87,93
2008-01-17 06:00:00,619.652,2596.4,1007,86,5394,43,45,87,93
2008-01-17 12:00:00,257.03,1108.2,0,107,904,48,50,87,94
2008-01-17 18:00:00,490.366,2098.2,0,104,1577,50,52,88,100
2008-01-18 00:00:00,218.156,959.0,0,55,688,46,50,82,87
2008-01-18 06:00:00,720.268,3031.7999999999997,1034,89,5888,45,48,87,93
2008-01-18 12:00:00,591.706,2466.8,0,86,5928,50,54,94,100
2008-01-18 18:00:00,646.396,2757.2,0,564,2479,54,55,88,94
2008-01-19 00:00:00,149.22,632.0,0,90,527,54,54,88,88
2008-01-19 06:00:00,640.4259999999999,2725.6,963,5022,1249,52,57,77,94
2008-01-19 12:00:00,666.09,2824.6,1558,893,3410,55,59,72,77
2008-01-19 18:00:00,559.346,2357.0,0,101,2829,54,55,77,82
2008-01-20 00:00:00,148.954,628.0,0,81,612,52,54,72,82
2008-01-20 06:00:00,306.938,1333.4,762,107,1339,52,55,67,82
2008-01-20 12:00:00,667.908,2821.8,0,97,2251,54,55,67,72
2008-01-20 18:00:00,592.05,2533.6,1013,87,738,50,54,67,82
2008-01-21 00:00:00,227.92600000000002,1014.8,0,106,1031,50,50,76,76
2008-01-21 06:00:00,622.306,2626.0,0,85,6255,48,52,67,76
2008-01-21 12:00:00,349.11,1496.8000000000002,0,88,2103,50,52,67,87
2008-01-21 18:00:00,660.0600000000001,2811.0,0,107,1058,50,54,82,88
2008-01-22 00:00:00,223.82999999999998,966.4000000000001,0,90,726,48,52,66,94
2008-01-22 06:00:00,547.562,2344.0,1824,381,2436,46,46,66,76
2008-01-22 12:00:00,841.606,3594.0,1034,4503,3768,41,48,57,70
2008-01-22 18:00:00,710.44,3069.0,1812,2624,622,34,37,87,93
2008-01-23 00:00:00,200.576,910.0,0,122,431,34,37,87,93
2008-01-23 06:00:00,661.188,2757.6,0,81,6363,39,45,76,87
2008-01-23 12:00:00,562.686,2333.6,1116,82,4640,46,52,71,82
2008-01-23 18:00:00,449.104,1902.0,0,90,1925,45,48,81,87
2008-01-24 00:00:00,164.93,714.2,0,80,646,43,45,76,87
2008-01-24 06:00:00,489.81399999999996,2077.6,0,80,3877,43,46,71,76
2008-01-24 12:00:00,314.48,1390.0,0,82,680,48,50,76,87
2008-01-24 18:00:00,736.162,3104.4,1107,78,732,43,48,76,87
2008-01-25 00:00:00,279.006,1189.4,0,75,829,30,39,93,100
2008-01-25 06:00:00,639.006,2687.4,0,506,5477,30,46,76,100
2008-01-25 12:00:00,631.914,2654.6,0,1765,4527,41,50,58,76
2008-01-25 18:00:00,651.112,2738.8,0,75,576,34,39,81,93
2008-01-26 00:00:00,188.86,828.6,0,74,470,28,32,93,100
2008-01-26 06:00:00,631.348,2654.8,1105,77,5096,28,41,93,100
2008-01-26 12:00:00,759.5740000000001,3221.0,698,79,5415,39,48,62,81
2008-01-26 18:00:00,1333.754,5657.2,3122,81,5113,30,41,76,93
2008-01-27 00:00:00,188.444,787.2,0,72,342,28,30,93,93
2008-01-27 06:00:00,433.84000000000003,1828.8,0,512,2373,25,41,70,100
2008-01-27 12:00:00,765.49,3231.4,1388,2810,2598,43,52,38,57
2008-01-27 18:00:00,936.694,3978.0,2337,442,1566,30,39,56,93
2008-01-28 00:00:00,262.776,1128.6,0,75,534,27,34,86,93
2008-01-28 06:00:00,853.078,3603.4,0,38,5926,36,41,87,100
2008-01-28 12:00:00,415.17,1745.8,0,75,3612,39,46,71,87
2008-01-28 18:00:00,823.538,3460.2000000000003,1142,74,3504,32,36,93,100
2008-01-29 00:00:00,323.76800000000003,1362.8,0,74,972,34,36,93,100
2008-01-29 06:00:00,750.932,3164.2,878,908,4360,34,37,87,93
2008-01-29 12:00:00,842.424,3578.2,576,5141,4341,39,41,81,87
2008-01-29 18:00:00,740.628,3112.4,33,99,620,36,39,87,93
2008-01-30 00:00:00,445.336,1875.0,0,53,1156,36,36,87,93
2008-01-30 06:00:00,531.548,2237.2,0,75,4730,36,37,93,100
2008-01-30 12:00:00,227.17399999999998,988.6,0,74,0,39,41,87,100
2008-01-30 18:00:00,395.308,1688.4,0,36,1656,30,36,93,100
2008-01-31 00:00:00,196.25,868.4,0,74,491,28,30,93,100
2008-01-31 06:00:00,465.66,1983.2,0,76,3898,32,37,81,93
2008-01-31 12:00:00,304.626,1337.6,0,38,678,39,43,76,81
2008-01-31 18:00:00,1070.176,4486.2,1165,79,5165,43,45,81,93
2008-02-01 00:00:00,225.548,984.0,0,82,304,45,46,93,100
2008-02-01 06:00:00,418.966,1821.8,0,48,1604,43,45,93,93
2008-02-01 12:00:00,439.606,1824.8,0,70,3726,37,41,87,93
2008-02-01 18:00:00,372.112,1550.6,585,80,816,37,39,93,100
2008-02-02 00:00:00,137.962,581.0,562,76,0,30,37,93,93
2008-02-02 06:00:00,573.54,2396.2,0,38,4937,28,41,76,93
2008-02-02 12:00:00,832.97,3531.4,2128,661,4839,39,45,57,70
2008-02-02 18:00:00,1508.81,6428.0,3834,2030,6185,32,39,70,93
2008-02-03 00:00:00,275.642,1150.0,623,44,2205,28,32,93,100
2008-02-03 06:00:00,386.844,1656.4,0,1419,1456,28,37,70,93
2008-02-03 12:00:00,645.102,2725.6,1170,2849,2108,41,46,57,66
2008-02-03 18:00:00,625.6,2675.8,0,82,1625,45,48,57,81
2008-02-04 00:00:00,192.488,816.8,0,85,630,45,46,87,93
2008-02-04 06:00:00,664.462,2806.7999999999997,1161,51,5895,43,45,81,87
2008-02-04 12:00:00,252.78199999999998,1057.4,0,78,1647,43,46,76,87
2008-02-04 18:00:00,521.302,2209.0,0,77,1359,39,41,81,87
2008-02-05 00:00:00,215.11200000000002,911.0,0,39,1023,39,43,81,93
2008-02-05 06:00:00,704.254,2943.8,1098,1687,5115,43,48,82,93
2008-02-05 12:00:00,899.0039999999999,3757.2,0,2657,6382,52,52,82,94
2008-02-05 18:00:00,654.592,2774.2,0,3422,1197,52,52,88,94
2008-02-06 00:00:00,161.852,690.0,0,120,568,46,52,82,93
2008-02-06 06:00:00,563.1320000000001,2433.4,1090,64,4683,50,52,67,82
2008-02-06 12:00:00,221.35000000000002,940.0,0,64,718,48,55,51,66
2008-02-06 18:00:00,720.648,3028.4,1024,82,2459,36,46,76,93
2008-02-07 00:00:00,185.002,787.2,0,58,483,30,36,93,100
2008-02-07 06:00:00,537.752,2230.0,0,73,5995,30,48,76,100
2008-02-07 12:00:00,151.61599999999999,663.0,0,76,0,48,54,54,71
2008-02-07 18:00:00,664.3199999999999,2797.0,0,73,1611,39,46,76,87
2008-02-08 00:00:00,164.128,695.2,0,72,694,34,39,87,93
2008-02-08 06:00:00,640.004,2722.6,0,1381,4462,34,48,57,93
2008-02-08 12:00:00,583.0219999999999,2479.6,940,426,3838,50,54,44,54
2008-02-08 18:00:00,577.066,2433.6,0,49,610,39,45,66,81
2008-02-09 00:00:00,101.862,418.6,0,66,0,32,37,75,87
2008-02-09 06:00:00,666.922,2793.8,757,710,4330,34,48,46,81
2008-02-09 12:00:00,517.568,2132.4,79,78,4274,50,55,41,54
2008-02-09 18:00:00,797.486,3347.0,1214,2011,1648,41,46,61,65
2008-02-10 00:00:00,136.958,586.0,0,54,579,30,39,65,86
2008-02-10 06:00:00,432.342,1817.0,0,2048,1333,30,46,53,86
2008-02-10 12:00:00,729.808,3083.2,1787,741,2964,48,54,44,57
2008-02-10 18:00:00,882.096,3719.6,775,78,5308,41,46,62,76
2008-02-11 00:00:00,182.154,773.4,0,73,473,36,39,75,87
2008-02-11 06:00:00,652.656,2706.4,1018,73,6350,36,48,62,87
2008-02-11 12:00:00,213.964,913.4,0,76,347,50,54,41,58
2008-02-11 18:00:00,630.778,2652.2,0,75,1704,43,46,66,76
2008-02-12 00:00:00,187.468,793.8,0,73,638,34,43,66,81
2008-02-12 06:00:00,759.584,3231.8,1036,72,5583,32,48,57,93
2008-02-12 12:00:00,705.204,2976.8,973,1673,5045,48,54,44,62
2008-02-12 18:00:00,343.358,1455.6,0,68,872,39,46,62,93
2008-02-13 00:00:00,194.858,814.6,0,46,885,36,39,87,93
2008-02-13 06:00:00,557.506,2335.0,1393,603,4466,34,48,71,93
2008-02-13 12:00:00,451.486,1928.4,1137,2833,449,48,52,54,62
2008-02-13 18:00:00,692.706,2937.6,0,140,1768,37,45,66,87
2008-02-14 00:00:00,205.21800000000002,863.1999999999999,0,57,831,32,37,81,93
2008-02-14 06:00:00,679.904,2848.8,1300,52,6268,32,41,76,93
2008-02-14 12:00:00,227.768,972.0,0,73,994,37,45,71,87
2008-02-14 18:00:00,534.432,2225.8,0,72,1993,34,36,93,100
2008-02-15 00:00:00,134.946,556.8,0,74,143,32,32,93,100
2008-02-15 06:00:00,702.974,2915.4,0,36,6354,32,34,93,100
2008-02-15 12:00:00,548.162,2259.4,0,1537,4909,36,36,81,87
2008-02-15 18:00:00,589.682,2477.2,1109,76,1224,30,34,81,87
2008-02-16 00:00:00,158.326,683.4,0,74,690,28,32,80,86
2008-02-16 06:00:00,478.898,2025.6000000000001,0,663,3428,27,37,56,86
2008-02-16 12:00:00,761.862,3216.2,1076,1559,2977,41,45,39,45
2008-02-16 18:00:00,972.27,4103.4,0,64,4504,34,39,44,52
2008-02-17 00:00:00,185.126,754.0,0,72,0,28,32,55,64
2008-02-17 06:00:00,488.432,2059.4,1089,542,2467,28,39,48,64
2008-02-17 12:00:00,554.106,2341.6,1019,1597,2318,43,46,42,57
2008-02-17 18:00:00,665.572,2822.0,1074,46,1264,32,39,65,70
2008-02-18 00:00:00,204.698,858.8,0,71,877,25,32,64,93
2008-02-18 06:00:00,567.86,2337.8,0,37,6378,30,45,66,86
2008-02-18 12:00:00,203.69799999999998,849.0,0,73,1448,46,52,50,62
2008-02-18 18:00:00,540.13,2266.6,0,73,1642,39,48,54,75
2008-02-19 00:00:00,186.084,777.2,0,36,719,34,37,65,75
2008-02-19 06:00:00,985.058,4173.4,1881,4292,5533,32,46,53,69
2008-02-19 12:00:00,457.776,1900.6,0,291,3539,48,52,50,62
2008-02-19 18:00:00,495.154,2091.4,0,89,1409,39,46,66,87
2008-02-20 00:00:00,197.18200000000002,828.2,0,77,774,43,43,81,100
2008-02-20 06:00:00,565.652,2356.7999999999997,1020,78,4287,45,46,93,100
2008-02-20 12:00:00,537.462,2286.3999999999996,0,3511,479,48,48,93,93
2008-02-20 18:00:00,966.498,4100.2,2635,1850,2164,48,48,93,93
2008-02-21 00:00:00,184.248,785.8,0,78,577,46,48,87,93
2008-02-21 06:00:00,629.796,2631.2,0,76,6197,41,46,87,93
2008-02-21 12:00:00,220.85,961.4,0,77,0,48,50,76,87
