date,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max
2008-02-17,1933.368,8142.4,3182,2257,6049,28,46,42,70
2008-02-18,1514.404,6301.8,0,251,10345,25,52,50,93
2008-02-19,2126.916,8956.4,1881,4711,11200,32,52,50,87
2008-02-20,2253.79,9516.0,3655,5516,7704,43,48,81,100
2008-02-21,1633.85,6895.400000000001,0,307,8523,41,50,76,93
2008-02-22,1732.564,7279.6,1167,1985,10101,45,55,67,100
2008-02-23,1833.97,7781.8,1684,2250,10040,39,55,67,100
2008-02-24,1263.008,5240.0,754,332,11447,34,63,55,100
2008-02-25,504.488,2096.0,0,321,1856,48,54,82,100
2008-02-26,507.12,2101.0,0,295,2013,45,52,81,100
2008-02-27,566.72,2353.2,0,326,2969,37,52,62,93
2008-02-28,509.184,2112.4,0,281,2028,45,55,87,100
2008-02-29,1333.348,5576.6,0,3773,8062,48,54,77,94
2008-03-01,1141.876,4719.8,0,1287,2724,48,57,48,88
2008-03-02,1162.2259999999999,4932.0,0,5244,2565,48,57,71,100
2008-03-03,1040.55,4287.6,0,2207,1755,41,52,40,94
2008-03-04,1668.99,7009.4,1249,2443,9415,37,45,57,87
2008-03-05,2037.2079999999999,8598.0,1145,9797,5529,32,45,53,87
2008-03-06,2503.208,10389.0,1082,372,6965,28,48,71,93
2008-03-07,1862.9560000000001,7836.0,1235,3471,9033,43,50,62,93
2008-03-08,2248.66,9487.2,6286,346,8435,34,52,54,93
2008-03-09,1560.458,6611.2,2607,333,4155,41,50,71,93
2008-03-10,1618.686,6786.0,2009,368,8660,39,50,71,93
2008-03-11,2200.042,9312.4,1271,3901,12936,43,57,66,100
2008-03-12,1774.232,7448.0,1120,2374,11042,43,55,44,94
2008-03-13,1675.514,7116.0,3263,3590,5464,43,54,62,93
2008-03-14,2210.22,9282.6,980,3881,14476,50,59,67,94
2008-03-15,1576.3,6697.0,2550,502,5910,45,63,59,100
2008-03-16,1801.96,7629.6,2394,566,11286,46,57,67,94
2008-03-17,1706.918,7210.0,236,6651,9346,41,48,57,100
2008-03-18,1917.566,8023.599999999999,1156,4019,12544,34,45,53,93
2008-03-19,1308.448,5508.8,2110,411,6154,36,48,54,87
2008-03-20,1253.2740000000001,5269.8,1107,478,6670,30,48,54,100
2008-03-21,2066.442,8695.0,2171,4778,13275,39,48,46,93
2008-03-22,2053.516,8669.2,3322,588,12405,36,48,66,93
2008-03-23,2325.9900000000002,9778.4,6279,2112,13878,30,45,43,93
2008-03-24,1974.668,8285.6,1131,5988,7008,34,43,65,93
2008-03-25,2015.856,8453.6,2246,3677,13494,32,46,53,93
2008-03-26,1633.472,6858.8,2547,3831,7547,39,50,71,93
2008-03-27,1370.822,5703.6,0,356,9022,36,52,54,100
2008-03-28,1885.424,7889.8,2325,3605,11581,32,50,76,94
2008-03-29,2471.15,10381.4,5153,375,17240,39,57,48,93
2008-03-30,2146.392,9039.6,5045,1315,9769,45,52,54,94
2008-03-31,1377.5700000000002,5768.599999999999,1091,411,9387,41,57,55,100
2008-04-01,2129.052,8931.6,1079,6657,14515,39,57,72,100
2008-04-02,1691.672,7211.0,1106,3674,7989,45,57,63,94
2008-04-03,1128.756,4724.4,0,422,6901,46,59,48,100
2008-04-04,1631.9180000000001,6806.0,2133,775,13246,37,61,42,93
2008-04-05,1970.762,8330.2,2929,874,13644,43,54,57,100
2008-04-06,1696.318,7122.8,1124,2615,7552,34,46,57,93
2008-04-07,1538.838,6457.2,2420,672,9466,32,48,50,100
2008-04-08,2657.516,11087.2,2752,10713,17519,30,48,50,100
2008-04-09,1218.8519999999999,5073.0,0,376,9003,41,46,61,81
2008-04-10,1477.746,6199.8,3261,457,6527,37,55,36,81
2008-04-11,1877.664,7851.8,1802,491,14522,41,57,36,76
2008-04-12,2800.014,11834.2,7076,2499,15225,39,57,51,93
2008-04-13,2232.986,9434.6,2554,5942,13007,45,54,67,93
2008-04-14,1589.582,6630.2,0,425,11197,43,52,57,100
2008-04-15,1670.406,7069.8,1174,3998,9874,37,54,41,93
2008-04-16,1489.064,6215.2,838,403,11322,30,55,33,93
2008-04-17,1395.862,5910.2,1719,417,8638,37,54,43,75
2008-04-18,1862.3899999999999,7859.0,2174,3832,10921,45,59,59,100
2008-04-19,2253.71,9556.0,4319,2457,14722,50,61,51,100
2008-04-20,1791.4180000000001,7575.2,1030,4544,10401,46,61,67,94
2008-04-21,1164.156,4902.0,0,2673,6788,52,59,63,100
2008-04-22,1627.676,6872.400000000001,971,5093,10603,45,66,56,100
2008-04-23,1357.328,5713.2,1380,492,8406,45,63,48,100
2008-04-24,1043.772,4403.6,1263,522,5296,39,64,39,100
2008-04-25,1267.734,5328.0,824,2004,9400,45,66,37,94
2008-04-26,903.166,3793.0,0,634,3586,43,70,37,93
2008-04-27,1008.24,4267.8,693,588,5488,48,77,36,87
2008-04-28,659.052,2809.0,0,621,2786,48,63,52,94
2008-04-29,1972.616,8309.8,1402,5411,10481,43,54,82,100
2008-04-30,1101.726,4634.8,1057,590,6653,46,57,58,93
2008-05-01,576.014,2451.4,0,530,2586,43,59,55,93
2008-05-02,1497.768,6304.0,3114,584,8687,45,66,45,100
2008-05-03,1289.6,5473.4,996,541,6535,50,73,41,87
2008-05-04,1470.97,6282.0,2196,2872,5464,54,75,41,82
2008-05-05,1366.932,5756.8,1008,378,10197,55,72,31,72
2008-05-06,1789.98,7554.2,1354,5410,12200,54,73,38,72
2008-05-07,1176.264,4978.8,1030,423,6649,50,77,36,94
2008-05-08,2116.698,8897.0,3667,702,12717,55,79,36,72
2008-05-09,1747.272,7396.0,2229,423,11904,55,75,33,88
2008-05-10,1909.128,8116.4,6950,612,11714,57,79,28,77
2008-05-11,1610.92,6918.0,563,1340,6930,57,77,32,63
2008-05-12,1524.204,6508.0,2082,1085,11959,54,77,36,77
2008-05-13,1476.894,6324.2,823,4089,8370,54,79,28,77
2008-05-14,1584.262,6787.2,2467,3436,9716,57,79,41,94
2008-05-15,1162.768,5071.8,868,570,6820,57,66,63,100
2008-05-16,1648.03,7078.2,2228,2565,8955,54,72,56,94
2008-05-17,1657.454,7130.2,2158,935,12472,52,66,56,100
2008-05-18,1803.958,7789.6,1775,5355,8626,48,63,72,100
2008-05-19,1030.262,4420.0,1014,558,7503,48,61,55,82
2008-05-20,1581.334,6742.4,1352,2431,11977,48,66,40,71
2008-05-21,1324.112,5640.0,1989,474,9251,46,68,37,82
2008-05-22,976.8679999999999,4256.6,996,440,6475,57,66,43,72
2008-05-23,1484.916,6276.4,0,1390,14734,52,72,43,82
2008-05-24,1580.176,6723.4,1027,569,12833,61,72,53,94
2008-05-25,2048.504,8836.6,4307,8811,6016,55,72,46,94
2008-05-26,1289.71,5658.8,985,666,9284,57,66,68,100
2008-05-27,1708.7,7354.6,0,5352,11478,54,64,88,100
2008-05-28,1114.372,4824.8,3138,512,6709,57,72,56,100
2008-05-29,1135.076,5005.0,1004,507,8703,55,70,64,100
2008-05-30,1397.2440000000001,6052.2,0,3019,11298,57,72,57,100
2008-05-31,1641.47,7089.2,1764,2328,11858,57,68,64,94
2008-06-01,1848.876,7809.4,1906,545,11307,55,72,57,100
2008-06-02,1074.012,4634.0,960,558,6341,61,70,68,94
2008-06-03,1597.816,6975.6,2897,2608,9265,55,64,73,94
2008-06-04,1588.912,6952.0,1550,7682,6508,54,66,56,94
2008-06-05,1120.078,4892.6,1747,506,8781,57,68,43,82
2008-06-06,1217.714,5287.8,1009,506,7871,55,64,55,82
2008-06-07,1882.484,7966.0,2379,2611,14593,50,66,55,94
2008-06-08,1542.3220000000001,6618.4,2536,3161,9732,50,70,52,94
2008-06-09,1325.698,5817.2,1967,2085,7921,59,81,34,94
2008-06-10,1067.09,4615.0,907,585,8992,61,81,36,88
2008-06-11,1123.2060000000001,4879.4,977,842,7566,57,73,50,78
2008-06-12,1259.332,5471.0,1951,567,7246,50,63,55,94
2008-06-13,1874.28,8067.0,2809,7358,10531,45,63,45,100
2008-06-14,1384.92,6059.2,1862,1011,10681,50,68,40,94
2008-06-15,2289.102,9754.0,6471,6802,11589,48,64,55,93
2008-06-16,1303.044,5622.8,1980,464,10012,54,66,49,94
2008-06-17,1145.084,4945.8,1080,432,10094,48,73,31,87
2008-06-18,1893.608,8224.4,7549,3040,12687,52,72,41,88
2008-06-19,1588.082,6822.6,3411,1514,10911,55,70,63,94
2008-06-20,1676.104,7211.8,2948,2935,12417,57,73,57,100
2008-06-21,1734.254,7393.2,940,5823,12828,57,82,48,100
2008-06-22,1566.416,6730.599999999999,4705,1175,10652,63,82,57,100
2008-06-23,1251.796,5460.4,2600,581,10124,55,73,38,77
2008-06-24,1754.452,7577.6,2779,3489,14271,59,84,50,82
2008-06-25,1261.77,5631.8,2773,569,9402,68,79,42,94
2008-06-26,1056.02,4624.0,921,572,8971,57,77,41,72
2008-06-27,1755.152,7540.8,4159,2372,10163,55,72,57,82
2008-06-28,1208.8,5307.8,0,2000,7932,63,79,51,82
2008-06-29,749.352,3356.8,955,535,3896,64,79,47,83
2008-06-30,804.196,3570.0,0,521,6819,57,79,32,82
2008-07-01,1215.24,5385.6,3465,587,8390,59,90,33,77
2008-07-02,1147.202,5140.2,962,650,7002,63,77,61,94
2008-07-03,1098.3600000000001,4814.2,958,2569,7410,55,73,38,94
2008-07-04,942.02,4072.8,0,589,8302,48,75,36,100
2008-07-05,1469.088,6316.6,1875,6754,8365,63,73,52,94
2008-07-06,1805.064,7717.599999999999,4258,5230,7536,54,73,36,82
2008-07-07,983.39,4274.8,2171,592,7149,55,68,56,94
2008-07-08,1126.214,4854.8,991,503,7592,55,68,56,94
2008-07-09,919.318,3996.4,951,499,7352,54,77,47,94
2008-07-10,1251.276,5390.6,982,552,8186,59,81,42,88
2008-07-11,1254.2160000000001,5446.4,724,558,9251,61,73,44,94
2008-07-12,1328.8519999999999,5832.599999999999,4436,2617,7231,55,68,43,94
2008-07-13,1253.754,5420.0,1671,3164,7056,55,68,40,77
2008-07-14,1137.926,4941.6,2564,1995,6436,57,57,67,67
2008-07-15,1155.86,4947.4,968,552,8585,52,82,37,94
2008-07-16,1077.062,4661.0,1537,2799,4978,59,72,52,94
2008-07-17,1319.122,5798.4,1122,723,8280,57,73,38,82
2008-07-18,1261.584,5381.2,1143,552,9260,59,72,49,73
2008-07-19,1344.0140000000001,5788.4,2941,3146,7676,63,75,50,83
2008-07-20,941.534,4084.4,1943,1076,5457,52,72,35,94
2008-07-21,1156.478,5014.2,1698,431,9189,50,70,35,88
2008-07-22,740.242,3272.6,0,430,4886,48,79,26,87
2008-07-23,942.63,4103.2,1233,454,6325,57,81,34,77
2008-07-24,1093.45,4639.0,837,476,8344,61,84,25,68
2008-07-25,865.534,3770.4,1168,492,6731,63,82,42,78
2008-07-26,815.684,3592.0,0,948,6243,61,77,57,100
2008-07-27,1147.396,5058.0,1063,858,8385,66,84,42,73
2008-07-28,825.804,3707.0,0,509,5963,66,88,35,94
2008-07-29,1166.558,5242.8,1571,530,5802,63,81,42,94
2008-07-30,1299.908,5853.8,2548,773,6278,59,88,37,94
2008-07-31,1392.638,6093.8,1533,2808,7588,66,93,32,88
2008-08-01,739.576,3352.2,586,1150,5091,61,75,41,88
2008-08-02,505.776,2286.6,0,504,3803,59,77,61,88
2008-08-03,504.782,2270.4,0,499,3926,63,77,61,94
2008-08-04,1125.92,4917.4,596,4677,4410,63,75,41,100
2008-08-05,827.1179999999999,3608.6,635,509,7118,61,82,42,82
2008-08-06,326.112,1570.2,0,513,2215,61,90,33,100
2008-08-07,334.884,1613.8,0,526,2357,64,77,54,100
2008-08-08,302.2,1448.0,0,481,1980,61,72,60,100
2008-08-09,358.924,1670.8,0,489,1902,54,77,44,94
2008-08-10,352.032,1616.4,0,464,1905,61,72,64,88
2008-08-11,371.916,1685.8,0,489,1880,55,73,46,94
2008-08-12,288.984,1373.0,0,462,1844,61,75,38,94
2008-08-13,282.584,1341.4,0,451,1789,59,72,41,82
2008-08-14,270.258,1274.4,0,441,1641,52,72,43,88
2008-08-15,273.654,1290.2,0,439,1691,57,73,36,94
2008-08-16,274.814,1295.2,0,442,1688,54,73,41,82
2008-08-17,274.796,1292.8,0,445,1710,61,72,43,82
2008-08-18,273.758,1287.8,0,440,1719,57,77,53,88
2008-08-19,274.692,1300.8,0,442,1697,59,73,50,88
2008-08-20,268.472,1272.0,0,437,1626,59,72,46,88
2008-08-21,261.298,1223.6,0,432,1577,55,75,53,88
2008-08-22,267.124,1255.8,0,438,1614,59,64,88,100
2008-08-23,254.642,1196.4,0,419,1485,52,70,43,100
2008-08-24,254.716,1190.0,0,404,1523,52,66,60,94
2008-08-25,250.298,1164.0,0,422,1436,55,73,50,100
2008-08-26,257.564,1205.6,0,420,1533,57,75,57,94
2008-08-27,258.114,1199.8,0,399,1539,54,73,57,100
2008-08-28,268.246,1260.0,0,432,1631,59,68,64,88
2008-08-29,267.588,1260.0,0,430,1599,63,72,60,82
2008-08-30,270.424,1276.2,0,435,1619,57,84,45,94
2008-08-31,1500.614,6404.0,2056,3733,12117,61,81,54,94
2008-09-01,1247.51,5374.8,950,521,10183,59,72,53,88
2008-09-02,1384.154,5963.8,4273,1206,6648,55,72,64,94
2008-09-03,1388.486,5930.8,1326,1902,10213,52,61,77,94
2008-09-04,1225.22,5262.8,2225,404,9408,50,66,59,94
2008-09-05,873.96,3752.0,379,431,6943,57,68,68,94
2008-09-06,1868.574,7955.2,2948,6500,13400,59,70,43,88
2008-09-07,1372.656,5876.4,3612,1707,5976,57,66,64,94
2008-09-08,1309.324,5548.8,747,2293,9559,54,70,43,100
2008-09-09,1159.654,4988.8,236,453,7728,52,81,42,88
2008-09-10,1300.7640000000001,5554.8,1009,399,10281,61,77,50,100
2008-09-11,1028.714,4435.6,1005,417,7644,59,81,57,100
2008-09-12,1392.762,5968.2,1867,402,8738,52,66,56,94
2008-09-13,1631.4360000000001,6941.0,930,5433,11807,46,64,56,100
2008-09-14,1576.326,6818.4,4673,445,6538,54,66,37,88
2008-09-15,1697.708,7303.4,960,364,10322,45,64,45,93
2008-09-16,1221.862,5211.8,0,368,8249,46,64,42,87
2008-09-17,1519.21,6465.2,1910,3727,9371,46,61,42,87
2008-09-18,1505.29,6404.2,4202,357,7991,45,61,51,82
2008-09-19,1518.846,6449.4,1569,351,12367,43,66,34,93
2008-09-20,1304.6,5480.0,0,370,12477,45,66,35,87
2008-09-21,1533.07,6566.8,4010,2381,8347,45,64,37,81
2008-09-22,1358.564,5778.2,1014,2448,10227,46,64,48,87
2008-09-23,1232.788,5305.2,0,2168,7920,46,63,55,93
2008-09-24,1718.35,7245.6,2019,4730,10548,52,64,52,100
2008-09-25,1131.22,4815.0,1012,751,8485,52,66,46,88
2008-09-26,1431.45,6105.0,1221,370,10890,46,66,35,87
2008-09-27,2127.446,9012.4,4347,2584,12688,46,68,28,81
2008-09-28,1731.104,7314.599999999999,1920,385,11242,45,68,37,87
2008-09-29,1501.738,6349.6,1014,363,10677,41,64,49,100
2008-09-30,1375.006,5795.6,998,360,7415,46,57,76,94
2008-10-01,1872.364,7894.2,2249,5800,10808,50,64,59,82
2008-10-02,1345.342,5686.0,0,367,9060,43,61,44,87
2008-10-03,1612.58,6833.8,4801,349,9432,43,52,71,93
2008-10-04,2100.496,8848.6,3462,629,12573,37,59,42,100
2008-10-05,1549.95,6529.2,990,3257,6071,50,61,62,88
2008-10-06,1423.782,6071.6,990,286,9562,57,64,64,88
2008-10-07,1726.568,7439.2,1016,419,9476,57,72,53,100
2008-10-08,1860.576,7821.0,1044,5126,11650,52,61,59,94
2008-10-09,1983.682,8369.8,1032,3064,11652,46,61,52,100
2008-10-10,1518.338,6389.0,0,389,12046,41,68,56,100
2008-10-11,1669.386,7064.6,2144,2335,11373,45,66,68,100
2008-10-12,1907.94,8085.8,2561,5822,7171,45,72,53,100
2008-10-13,1461.976,6126.2,1037,535,9483,54,77,50,100
2008-10-14,1609.056,6811.4,1177,442,9939,55,64,59,94
2008-10-15,2156.896,9112.6,1998,7042,9984,55,63,77,94
2008-10-16,1583.68,6712.2,951,429,8438,43,57,51,88
2008-10-17,1866.886,7885.2,2036,3187,9639,39,59,42,100
2008-10-18,2239.19,9427.8,799,1655,12146,36,61,42,100
2008-10-19,1971.934,8359.6,698,8010,4600,36,61,42,100
2008-10-20,1667.554,6998.8,844,2648,10475,41,68,52,100
2008-10-21,2063.716,8756.4,857,2663,11331,48,61,77,94
2008-10-22,1646.01,6965.2,662,2542,8487,41,57,51,100
2008-10-23,1830.494,7739.4,815,1435,10587,36,57,51,100
2008-10-24,2133.226,9024.4,7893,2277,10284,41,55,63,87
2008-10-25,1523.156,6363.0,737,394,13433,45,54,82,100
2008-10-26,539.944,2226.0,0,369,2013,41,59,67,100
2008-10-27,523.892,2173.2,0,402,1967,43,57,63,100
2008-10-28,1327.29,5548.6,2263,362,5090,37,52,58,93
2008-10-29,1612.576,6630.2,1037,345,4015,0,39,93,100
2008-10-30,1098.6,4713.6,0,345,2619,36,43,76,100
2008-10-31,1285.832,5423.6,0,312,10483,0,46,0,100
2008-11-01,830.498,3781.0,0,344,1939,0,52,0,100
2008-11-02,910.614,4124.2,0,346,2824,43,54,67,93
2008-11-03,847.6,3837.6,963,347,1892,45,63,59,100
2008-11-04,1562.316,6699.4,0,6214,4106,37,63,55,100
2008-11-05,3134.93,13304.4,7597,10409,8362,46,54,72,93
2008-11-06,1588.438,6806.4,1033,430,6734,46,50,93,100
2008-11-07,1619.184,6846.6,1032,389,10421,43,54,87,100
2008-11-08,1733.138,7350.8,1114,3271,6069,39,54,77,100
2008-11-09,2578.538,10974.2,6301,661,14348,50,54,72,94
2008-11-10,2091.88,8858.6,1023,355,10285,54,59,72,88
2008-11-11,2455.95,10344.0,2475,2288,14651,46,57,67,93
2008-11-12,2186.494,9129.4,1066,2712,9430,39,50,76,100
2008-11-13,1238.46,5223.2,0,338,6315,36,54,58,100
2008-11-14,1621.738,6848.0,2092,325,9929,41,50,87,100
2008-11-15,3031.628,12907.0,3952,3799,15635,50,52,94,100
2008-11-16,2365.432,9963.4,4791,1829,8945,52,54,82,94
2008-11-17,1523.636,6353.4,0,378,10590,41,52,58,94
2008-11-18,1749.05,7404.2,1079,369,11204,43,52,81,100
2008-11-19,1840.238,7794.6,1737,3026,8704,39,52,76,100
2008-11-20,1692.336,7177.6,1034,347,7732,46,54,87,94
2008-11-21,1673.93,7123.0,1039,348,10396,41,52,53,94
2008-11-22,1711.368,7271.4,1093,882,8320,34,45,46,93
2008-11-23,3405.324,14463.6,3631,8823,10272,25,45,70,100
2008-11-24,3212.998,13371.0,1063,510,13378,34,46,71,93
2008-11-25,2702.85,11266.4,3010,345,10471,28,45,71,93
2008-11-26,1515.954,6273.2,909,304,10002,34,45,81,100
2008-11-27,2362.218,9851.2,2491,330,12440,0,39,81,100
2008-11-28,1885.964,7789.8,1113,295,11361,32,37,87,100
2008-11-29,2434.668,10157.2,5268,2392,12386,34,43,76,100
2008-11-30,2401.388,10016.0,1161,3481,11474,32,43,87,100
2008-12-01,1616.538,6852.2,1085,309,9013,37,43,81,100
2008-12-02,1793.444,7509.8,0,304,11343,30,45,70,100
2008-12-03,1755.164,7300.2,1137,302,9664,30,46,81,100
2008-12-04,1738.638,7234.2,1085,281,11314,28,50,87,100
2008-12-05,2058.618,8593.4,831,310,9852,41,46,81,93
2008-12-06,2523.836,10596.0,4005,5749,9048,41,46,76,93
2008-12-07,2466.7400000000002,10306.6,3294,310,13627,34,41,93,100
2008-12-08,1868.636,7751.8,1117,296,13256,34,36,87,100
2008-12-09,2003.144,8291.0,1985,2553,12886,0,37,87,100
2008-12-10,2111.02,8726.2,1128,4144,10889,28,39,81,100
2008-12-11,1432.522,5935.599999999999,1160,273,7979,0,41,75,100
2008-12-12,1815.534,7519.2,1157,255,12154,28,32,87,100
2008-12-13,1825.574,7663.4,2186,261,9271,27,37,70,100
2008-12-14,2002.1200000000001,8469.4,3742,2497,5415,37,41,81,100
2008-12-15,1795.45,7475.0,1178,252,9668,34,37,87,100
2008-12-16,1797.09,7477.4,0,253,11334,0,34,93,100
2008-12-17,2098.786,8755.6,4251,284,10813,30,43,87,100
2008-12-18,1736.94,7184.6,1125,258,11293,32,46,93,100
2008-12-19,1882.1119999999999,7891.4,1538,296,11773,39,48,71,93
2008-12-20,2242.502,9353.2,1132,6479,12819,41,50,82,94
2008-12-21,2643.61,11034.2,1099,9189,14816,48,50,82,93
2008-12-22,2015.808,8434.2,2157,391,10433,46,50,82,93
2008-12-23,1798.088,7561.0,2666,2115,8326,39,50,76,100
2008-12-24,1269.638,5232.4,0,364,9981,32,45,76,100
2008-12-25,1061.118,4375.6,0,285,3598,39,45,70,87
2008-12-26,1223.732,5041.0,1121,279,7796,32,39,49,87
2008-12-27,2972.1639999999998,12141.8,0,244,12209,28,36,64,80
2008-12-28,1570.642,6364.8,1953,217,5291,25,34,60,86
2008-12-29,555.278,2273.6,0,218,2480,25,36,65,86
2008-12-30,1195.238,4898.6,0,245,7145,28,34,75,93
2008-12-31,1964.1879999999999,8190.2,2975,246,11860,32,37,81,93
2009-01-01,1406.692,5975.8,765,3845,2803,28,36,87,100
2009-01-02,2327.51,9702.4,2417,6018,11841,27,36,75,100
2009-01-03,1913.496,7964.4,6440,328,10439,25,36,65,93
2009-01-04,1939.9940000000001,8111.8,1457,5251,3245,19,32,64,100
2009-01-05,1604.0,6676.2,1247,322,8650,28,32,74,100
2009-01-06,1689.862,6961.0,0,254,12462,16,30,73,93
2009-01-07,2080.272,8563.4,2687,3820,9979,10,32,43,93
2009-01-08,1633.27,6797.8,2773,299,10075,25,34,65,100
2009-01-09,1788.702,7462.2,1802,272,9285,18,30,64,86
2009-01-10,2102.948,8768.0,2828,4288,12539,14,34,60,100
2009-01-11,1975.988,8301.2,4521,5301,5887,16,37,60,100
2009-01-12,1589.278,6500.0,0,261,12147,27,41,75,93
2009-01-13,2182.6,9006.2,1140,329,16194,37,43,66,93
2009-01-14,1776.282,7339.2,2277,332,10301,37,39,87,100
2009-01-15,1564.068,6509.6,2731,390,9561,30,43,66,93
2009-01-16,2766.554,11578.4,5811,3158,15220,30,43,81,100
2009-01-17,3317.82,13793.6,2477,3154,15322,41,46,87,100
2009-01-18,3154.194,13201.4,5649,6701,12727,39,46,66,93
2009-01-19,1699.866,7091.2,1118,376,10279,41,54,62,100
2009-01-20,1738.028,7170.8,0,282,13727,34,43,75,100
2009-01-21,1739.434,7189.8,1148,2159,9830,34,37,87,100
2009-01-22,1237.356,5169.6,0,341,8246,36,46,87,100
2009-01-23,1910.536,7964.4,2078,295,12146,37,54,70,100
2009-01-24,2200.77,9203.2,5096,4492,8322,34,45,66,93
2009-01-25,2843.664,11738.0,3971,5960,11213,34,45,66,100
2009-01-26,1674.472,6961.6,1121,348,9821,37,41,87,100
2009-01-27,1425.03,6001.8,896,278,6608,34,43,81,100
2009-01-28,2721.734,11276.6,2301,6949,14285,30,39,70,100
2009-01-29,1573.698,6527.0,0,294,8996,0,39,70,100
2009-01-30,2059.038,8521.8,1622,280,12147,27,39,70,100
2009-01-31,3312.852,13871.8,8278,6575,15309,30,39,65,87
2009-02-01,1807.46,7564.799999999999,3330,622,7494,25,36,56,86
2009-02-02,1603.3,6596.8,1159,232,10915,28,41,69,100
2009-02-03,1868.39,7695.2,703,878,14984,25,37,60,100
2009-02-04,2460.924,10139.6,871,6961,15960,19,37,87,100
2009-02-05,1649.088,6858.0,1104,264,12987,37,50,71,100
2009-02-06,2048.3959999999997,8527.2,1165,273,11716,36,52,62,100
2009-02-07,3131.536,13076.6,6822,4483,17873,32,39,75,100
2009-02-08,2182.866,9114.6,5341,259,15174,28,45,61,100
2009-02-09,1706.638,7150.4,1063,228,9375,34,52,88,100
2009-02-10,1943.8220000000001,8041.2,1128,263,12339,36,52,71,93
2009-02-11,2639.39,11133.0,2985,10477,12195,28,45,66,100
2009-02-12,1968.66,8183.0,1109,299,17724,34,41,61,87
2009-02-13,1690.022,7044.2,1100,254,11554,32,37,87,100
2009-02-14,2332.594,9677.0,2280,3256,18509,30,39,60,100
2009-02-15,1586.032,6482.0,2465,226,5234,25,43,46,100
2009-02-16,1318.994,5512.599999999999,0,261,7037,37,48,70,93
2009-02-17,781.698,3255.2,0,266,3925,41,50,71,100
2009-02-18,826.45,3392.4,0,297,5471,36,46,70,100
2009-02-19,737.268,3040.6,1046,262,1796,25,46,37,100
2009-02-20,1880.736,7970.4,2897,293,8768,41,50,66,87
2009-02-21,1316.184,5481.6,2111,262,3983,39,48,66,93
2009-02-22,2238.478,9410.0,3816,8576,7133,37,48,76,93
2009-02-23,2733.656,11337.2,1212,3744,12471,43,46,76,100
2009-02-24,1783.144,7441.4,0,1602,14512,41,45,66,100
2009-02-25,1169.844,4914.0,1092,274,7359,30,52,47,100
2009-02-26,1156.852,4842.8,0,268,6841,32,48,71,100
2009-02-27,2028.9180000000001,8501.0,1154,246,14831,34,46,81,100
2009-02-28,1630.75,6961.4,1145,5358,8006,34,57,63,100
2009-03-01,2467.626,10392.0,11178,2740,8834,39,55,63,100
2009-03-02,1477.442,6337.6,1560,310,6684,36,54,41,100
2009-03-03,1848.952,7699.8,1159,268,13024,32,54,50,100
2009-03-04,1842.1299999999999,7772.0,2214,2570,8393,34,45,61,100
2009-03-05,1441.8120000000001,6124.8,0,271,9094,30,43,70,100
2009-03-06,1783.474,7579.6,1144,265,12056,34,50,40,87
2009-03-07,1696.466,7107.8,1055,811,12113,30,52,67,100
2009-03-08,2357.166,9909.800000000001,7253,5260,12691,41,50,54,100
2009-03-09,1685.556,7062.400000000001,2001,369,10336,37,50,50,87
2009-03-10,1836.21,7690.6,0,281,11610,41,54,58,100
2009-03-11,2405.904,10119.8,3476,7288,10737,34,54,44,100
2009-03-12,1887.26,7859.4,0,364,13655,41,55,70,100
2009-03-13,1445.52,6006.8,1082,311,10466,43,55,54,87
2009-03-14,2149.0280000000002,8908.0,2196,280,18036,39,55,54,93
2009-03-15,1942.0620000000001,8202.6,3478,5152,8353,37,57,48,93
2009-03-16,1334.732,5537.4,0,306,9273,39,59,51,93
2009-03-17,1931.91,8135.0,1110,3952,12320,37,61,45,100
2009-03-18,1450.68,6020.8,1123,375,12101,43,63,30,81
2009-03-19,1191.532,4931.8,0,314,9458,39,61,20,66
2009-03-20,1463.906,6073.599999999999,1083,308,10618,37,54,30,70
2009-03-21,1930.022,8167.4,5420,682,10266,28,54,24,70
2009-03-22,1689.17,7128.8,2017,3778,9015,32,50,60,87
2009-03-23,1296.45,5456.8,1078,310,5999,36,59,39,93
2009-03-24,1661.712,7047.8,1710,352,10149,37,50,43,87
2009-03-25,1838.7740000000001,7708.4,2780,3315,10287,37,54,54,93
2009-03-26,1211.004,5042.4,0,312,8596,43,50,71,87
2009-03-27,1713.926,7221.8,1103,526,9947,43,52,54,93
2009-03-28,2260.976,9508.8,4527,327,12225,39,52,58,93
2009-03-29,2216.65,9242.4,1611,4024,9502,36,50,47,93
2009-03-30,1477.452,6198.8,1085,295,9901,36,54,35,81
2009-03-31,1823.482,7645.0,2202,2711,12958,37,57,33,75
2009-04-01,1641.14,6923.4,2807,2364,7309,41,63,31,76
2009-04-02,1644.334,6856.4,1128,324,13500,45,64,49,76
2009-04-03,1363.26,5735.400000000001,0,326,8556,45,64,56,93
2009-04-04,2191.232,9211.0,2699,4172,16251,45,57,55,87
2009-04-05,1375.716,5921.4,3832,357,6503,46,61,48,93
2009-04-06,1452.634,6084.8,799,333,10141,50,50,82,82
2009-04-07,1440.092,6093.0,1103,338,9121,50,59,42,100
2009-04-08,1534.6,6520.2,2131,2827,7968,45,55,66,94
