datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max,Temp_Avg,Temp_Range,Humidity_Avg,Humidity_Range
2007-08-08 12:00:00,446.314,1941.6,1055,960,3176,55,59,88,94,57.0,4,91.0,6
2007-08-08 18:00:00,278.226,1187.4,0,91,3237,59,63,82,94,61.0,4,88.0,12
2007-08-09 00:00:00,87.196,388.0,0,60,0,57,63,72,88,60.0,6,80.0,16
2007-08-09 06:00:00,267.496,1173.4,0,1072,963,54,59,72,88,56.5,5,80.0,16
2007-08-09 12:00:00,511.892,2244.0,182,2889,3480,54,61,68,88,57.5,7,78.0,20
2007-08-09 18:00:00,234.224,1021.6,0,554,2203,63,64,56,63,63.5,1,59.5,7
2007-08-10 00:00:00,58.068,273.2,0,0,0,59,63,59,77,61.0,4,68.0,18
2007-08-10 06:00:00,135.288,593.6,0,0,913,57,61,72,88,59.0,4,80.0,16
2007-08-10 12:00:00,481.096,2104.2,336,2309,3753,57,61,88,94,59.0,4,91.0,6
2007-08-10 18:00:00,281.988,1215.4,0,180,3543,61,64,77,88,62.5,3,82.5,11
2007-08-11 00:00:00,129.638,593.6,0,162,78,59,64,77,88,61.5,5,82.5,11
2007-08-11 06:00:00,138.754,629.1999999999999,0,162,983,61,63,82,88,62.0,2,85.0,6
2007-08-11 12:00:00,443.894,1924.2,1180,715,3661,61,64,82,88,62.5,3,85.0,6
2007-08-11 18:00:00,404.04,1709.4,0,33,5695,66,70,68,78,68.0,4,73.0,10
2007-08-12 00:00:00,104.962,468.6,0,0,0,61,70,73,88,65.5,9,80.5,15
2007-08-12 06:00:00,154.488,669.8,0,0,860,55,59,94,100,57.0,4,97.0,6
2007-08-12 12:00:00,389.478,1694.6,462,344,3731,59,70,78,100,64.5,11,89.0,22
2007-08-12 18:00:00,162.364,705.8,0,0,1687,73,77,54,69,75.0,4,61.5,15
2007-08-13 00:00:00,535.5740000000001,2319.4,661,812,2304,61,66,83,88,63.5,5,85.5,5
2007-08-13 06:00:00,266.458,1165.8,0,412,2428,55,59,88,94,57.0,4,91.0,6
2007-08-13 12:00:00,367.508,1584.2,93,64,3967,55,66,56,94,60.5,11,75.0,38
2007-08-13 18:00:00,315.136,1335.2,0,0,4248,70,73,44,53,71.5,3,48.5,9
2007-08-14 00:00:00,203.91,881.0,0,0,458,59,70,53,82,64.5,11,67.5,29
2007-08-14 06:00:00,107.61,481.2,0,0,667,54,57,82,94,55.5,3,88.0,12
2007-08-14 12:00:00,415.586,1779.4,951,366,3785,55,72,57,88,63.5,17,72.5,31
2007-08-14 18:00:00,183.628,813.0,0,0,1804,72,75,50,57,73.5,3,53.5,7
2007-08-15 00:00:00,234.366,1036.4,0,319,0,59,66,82,94,62.5,7,88.0,12
2007-08-15 06:00:00,295.144,1277.6,0,193,2456,68,68,88,88,68.0,0,88.0,0
2007-08-15 12:00:00,443.032,1902.8,338,287,3195,68,70,83,88,69.0,2,85.5,5
2007-08-15 18:00:00,324.368,1354.4,0,28,4136,66,66,88,94,66.0,0,91.0,6
2007-08-16 00:00:00,129.316,565.8,0,0,0,64,64,88,94,64.0,0,91.0,6
2007-08-16 06:00:00,181.458,776.0,0,0,947,59,63,82,88,61.0,4,85.0,6
2007-08-16 12:00:00,470.352,1994.6,962,0,4473,57,66,64,88,61.5,9,76.0,24
2007-08-16 18:00:00,156.588,674.4,0,0,1441,63,68,52,68,65.5,5,60.0,16
2007-08-17 00:00:00,150.098,650.2,0,0,615,55,63,72,94,59.0,8,83.0,22
2007-08-17 06:00:00,312.976,1318.0,0,0,2666,54,55,82,94,54.5,1,88.0,12
2007-08-17 12:00:00,527.348,2212.0,244,0,4291,55,66,60,82,60.5,11,71.0,22
2007-08-17 18:00:00,60.098,281.8,0,0,0,66,68,49,60,67.0,2,54.5,11
2007-08-18 00:00:00,109.47,481.6,0,0,812,55,64,56,94,59.5,9,75.0,38
2007-08-18 06:00:00,59.52,275.0,0,0,0,50,54,88,94,52.0,4,91.0,6
2007-08-18 12:00:00,112.676,494.2,0,0,894,52,66,60,94,59.0,14,77.0,34
2007-08-18 18:00:00,60.154,282.4,0,0,0,66,70,49,60,68.0,4,54.5,11
2007-08-19 00:00:00,115.61,502.0,0,0,936,55,68,52,82,61.5,13,67.0,30
2007-08-19 06:00:00,60.2,282.4,0,0,0,57,63,68,94,60.0,6,81.0,26
2007-08-19 12:00:00,118.508,518.0,0,0,988,57,63,88,100,60.0,6,94.0,12
2007-08-19 18:00:00,553.25,2398.4,1025,4599,1299,64,68,77,88,66.0,4,82.5,11
2007-08-20 00:00:00,690.336,2938.4,0,4313,3702,59,64,64,82,61.5,5,73.0,18
2007-08-20 06:00:00,65.266,317.4,0,44,0,55,57,88,94,56.0,2,91.0,6
2007-08-20 12:00:00,344.338,1458.0,0,260,3610,55,57,82,94,56.0,2,88.0,12
2007-08-20 18:00:00,555.73,2343.6,1032,3223,3075,57,64,64,88,60.5,7,76.0,24
2007-08-21 00:00:00,373.508,1588.2,0,3438,698,59,63,72,82,61.0,4,77.0,10
2007-08-21 06:00:00,71.876,352.0,0,38,0,54,57,88,94,55.5,3,91.0,6
2007-08-21 12:00:00,207.062,887.2,0,0,1850,52,66,60,94,59.0,14,77.0,34
2007-08-21 18:00:00,73.452,333.6,0,0,176,66,70,53,73,68.0,4,63.0,20
2007-08-22 00:00:00,290.166,1251.2,0,0,1270,59,68,64,77,63.5,9,70.5,13
2007-08-22 06:00:00,102.982,458.6,0,0,610,61,63,88,94,62.0,2,91.0,6
2007-08-22 12:00:00,306.464,1299.8,976,0,2564,61,64,88,94,62.5,3,91.0,6
2007-08-22 18:00:00,62.006,281.6,0,0,0,61,66,88,94,63.5,5,91.0,6
2007-08-23 00:00:00,738.356,3102.6,2072,1836,4067,61,63,88,94,62.0,2,91.0,6
2007-08-23 06:00:00,108.782,487.8,0,86,703,61,61,94,100,61.0,0,97.0,6
2007-08-23 12:00:00,358.166,1542.0,1027,8,1801,61,63,94,94,62.0,2,94.0,0
2007-08-23 18:00:00,299.132,1282.4,1016,0,2056,63,66,88,100,64.5,3,94.0,12
2007-08-24 00:00:00,346.232,1483.4,459,165,782,61,64,88,94,62.5,3,91.0,6
2007-08-24 06:00:00,154.306,707.2,488,305,579,61,63,94,94,62.0,2,94.0,0
2007-08-24 12:00:00,320.47,1386.4,0,575,2682,61,66,83,94,63.5,5,88.5,11
2007-08-24 18:00:00,421.378,1782.6,0,1484,3688,68,72,69,83,70.0,4,76.0,14
2007-08-25 00:00:00,760.06,3230.4,1403,1418,2995,59,70,78,94,64.5,11,86.0,16
2007-08-25 06:00:00,307.19800000000004,1349.6,930,1485,1029,55,59,94,100,57.0,4,97.0,6
2007-08-25 12:00:00,139.73,646.8,0,175,518,55,68,83,94,61.5,13,88.5,11
2007-08-25 18:00:00,470.2,2050.0,2273,191,3430,70,77,54,78,73.5,7,66.0,24
2007-08-26 00:00:00,233.752,1071.0,946,340,701,59,75,57,94,67.0,16,75.5,37
2007-08-26 06:00:00,127.566,578.0,0,149,577,57,63,94,100,60.0,6,97.0,6
2007-08-26 12:00:00,275.796,1209.1999999999998,0,583,2000,57,73,69,94,65.0,16,81.5,25
2007-08-26 18:00:00,562.8,2439.4,1541,2510,2236,73,77,54,69,75.0,4,61.5,15
2007-08-27 00:00:00,348.744,1551.6,0,403,845,64,75,61,88,69.5,11,74.5,27
2007-08-27 06:00:00,92.512,486.4,0,392,0,59,64,88,94,61.5,5,91.0,6
2007-08-27 12:00:00,481.604,2043.8,943,387,5143,57,68,60,94,62.5,11,77.0,34
2007-08-27 18:00:00,96.848,493.2,0,386,113,70,72,46,56,71.0,2,51.0,10
2007-08-28 00:00:00,540.766,2292.0,1362,64,1088,61,70,53,83,65.5,9,68.0,30
2007-08-28 06:00:00,216.868,935.8,496,71,981,54,57,77,88,55.5,3,82.5,11
2007-08-28 12:00:00,340.914,1451.2,0,87,3374,54,64,64,88,59.0,10,76.0,24
2007-08-28 18:00:00,153.2,695.0,542,98,636,66,70,49,56,68.0,4,52.5,7
2007-08-29 00:00:00,286.022,1232.4,0,2212,492,59,66,59,72,62.5,7,65.5,13
2007-08-29 06:00:00,111.512,511.0,0,202,550,54,59,72,77,56.5,5,74.5,5
2007-08-29 12:00:00,341.224,1456.0,957,119,2662,54,63,55,77,58.5,9,66.0,22
2007-08-29 18:00:00,76.674,368.4,0,136,0,64,68,37,52,66.0,4,44.5,15
2007-08-30 00:00:00,218.582,947.2,0,105,1720,59,66,46,77,62.5,7,61.5,31
2007-08-30 06:00:00,104.776,474.2,0,105,587,50,57,59,82,53.5,7,70.5,23
2007-08-30 12:00:00,245.974,1084.4,901,131,1305,50,64,56,82,57.0,14,69.0,26
2007-08-30 18:00:00,147.568,646.8,0,110,1060,66,70,46,52,68.0,4,49.0,6
2007-08-31 00:00:00,704.14,2984.8,2921,2234,1269,57,68,52,72,62.5,11,62.0,20
2007-08-31 06:00:00,140.544,606.0,0,235,0,61,63,72,88,62.0,2,80.0,16
2007-08-31 12:00:00,479.012,1997.2,0,106,5393,59,68,60,88,63.5,9,74.0,28
2007-08-31 18:00:00,99.754,453.0,0,117,307,68,70,53,60,69.0,2,56.5,7
2007-09-01 00:00:00,560.512,2399.2000000000003,1200,208,3038,63,66,64,72,64.5,3,68.0,8
2007-09-01 06:00:00,80.662,389.8,0,133,0,59,61,77,88,60.0,2,82.5,11
2007-09-01 12:00:00,308.282,1336.6,0,118,2607,59,64,82,94,61.5,5,88.0,12
2007-09-01 18:00:00,556.844,2386.2,1085,143,4556,66,70,64,78,68.0,4,71.0,14
2007-09-02 00:00:00,755.698,3181.6,1412,175,2570,59,70,64,88,64.5,11,76.0,24
2007-09-02 06:00:00,181.904,815.8,892,252,496,55,59,88,94,57.0,4,91.0,6
2007-09-02 12:00:00,186.852,819.0,0,120,722,57,68,68,94,62.5,11,81.0,26
2007-09-02 18:00:00,688.5840000000001,2959.2,905,771,5583,66,70,56,68,68.0,4,62.0,12
2007-09-03 00:00:00,605.1279999999999,2630.8,1816,474,2005,57,66,60,88,61.5,9,74.0,28
2007-09-03 06:00:00,105.336,478.0,0,160,189,55,59,82,94,57.0,4,88.0,12
2007-09-03 12:00:00,530.92,2247.6,0,2019,4023,59,63,77,94,61.0,4,85.5,17
2007-09-03 18:00:00,81.764,403.6,0,228,0,63,64,52,68,63.5,1,60.0,16
2007-09-04 00:00:00,320.90200000000004,1379.0,621,108,1111,55,63,52,88,59.0,8,70.0,36
2007-09-04 06:00:00,96.004,452.2,0,143,346,50,54,76,82,52.0,4,79.0,6
2007-09-04 12:00:00,401.496,1716.8,1037,143,3417,50,61,55,82,55.5,11,68.5,27
2007-09-04 18:00:00,477.784,2081.6,978,1601,2809,63,64,42,48,63.5,1,45.0,6
2007-09-05 00:00:00,609.66,2598.0,913,1614,3249,55,63,45,77,59.0,8,61.0,32
2007-09-05 06:00:00,118.504,530.2,0,208,596,46,52,76,87,49.0,6,81.5,11
2007-09-05 12:00:00,479.6,2046.8,0,2721,2944,45,59,59,93,52.0,14,76.0,34
2007-09-05 18:00:00,84.352,399.4,0,152,148,63,68,40,52,65.5,5,46.0,12
2007-09-06 00:00:00,554.116,2348.2,0,1063,3017,54,64,59,67,59.0,10,63.0,8
2007-09-06 06:00:00,136.882,628.0,0,1245,0,59,61,77,88,60.0,2,82.5,11
2007-09-06 12:00:00,305.164,1305.2,0,159,2875,61,66,78,94,63.5,5,86.0,16
2007-09-06 18:00:00,87.24600000000001,418.4,0,180,177,66,70,68,78,68.0,4,73.0,10
2007-09-07 00:00:00,372.182,1611.6,0,2304,409,61,68,77,88,64.5,7,82.5,11
2007-09-07 06:00:00,109.744,500.0,0,125,685,61,63,82,88,62.0,2,85.0,6
2007-09-07 12:00:00,565.488,2389.8,1034,169,5841,61,66,64,88,63.5,5,76.0,24
2007-09-07 18:00:00,125.606,569.6,0,117,835,66,70,56,64,68.0,4,60.0,8
2007-09-08 00:00:00,535.658,2311.0,2598,140,2027,61,66,64,72,63.5,5,68.0,8
2007-09-08 06:00:00,79.912,387.4,0,152,0,57,61,72,88,59.0,4,80.0,16
2007-09-08 12:00:00,326.842,1392.0,0,693,2886,55,66,68,94,60.5,11,81.0,26
2007-09-08 18:00:00,497.336,2152.6,2462,842,2508,70,73,50,60,71.5,3,55.0,10
2007-09-09 00:00:00,565.662,2392.4,877,114,3770,59,72,50,82,65.5,13,66.0,32
2007-09-09 06:00:00,84.516,400.2,0,180,0,57,61,88,94,59.0,4,91.0,6
2007-09-09 12:00:00,263.63800000000003,1159.2,881,495,785,57,64,73,94,60.5,7,83.5,21
2007-09-09 18:00:00,599.58,2608.2,1303,1994,3401,66,68,52,64,67.0,2,58.0,12
2007-09-10 00:00:00,731.768,3110.2,0,1769,5047,57,66,52,82,61.5,9,67.0,30
2007-09-10 06:00:00,158.856,688.4,0,167,1427,48,57,77,93,52.5,9,85.0,16
2007-09-10 12:00:00,251.872,1104.6,0,129,1541,48,66,56,94,57.0,18,75.0,38
2007-09-10 18:00:00,110.62,506.0,0,134,570,66,70,53,64,68.0,4,58.5,11
2007-09-11 00:00:00,596.028,2544.8,935,165,2075,55,66,64,88,60.5,11,76.0,24
2007-09-11 06:00:00,70.822,340.0,0,116,0,48,59,77,93,53.5,11,85.0,16
2007-09-11 12:00:00,171.05,750.2,0,166,604,46,63,59,93,54.5,17,76.0,34
2007-09-11 18:00:00,219.808,955.8,0,109,2100,63,64,52,56,63.5,1,54.0,4
2007-09-12 00:00:00,521.892,2205.0,943,159,3088,57,64,56,77,60.5,7,66.5,21
2007-09-12 06:00:00,264.648,1113.2,0,123,3161,48,55,82,94,51.5,7,88.0,12
2007-09-12 12:00:00,257.552,1122.2,0,547,811,50,63,68,94,56.5,13,81.0,26
2007-09-12 18:00:00,144.304,662.0,0,147,734,66,68,49,60,67.0,2,54.5,11
2007-09-13 00:00:00,621.26,2661.0,0,2400,3049,55,66,52,82,60.5,11,67.0,30
2007-09-13 06:00:00,75.618,368.0,0,260,0,52,55,77,82,53.5,3,79.5,5
2007-09-13 12:00:00,283.51,1218.0,0,438,2258,50,64,64,87,57.0,14,75.5,23
2007-09-13 18:00:00,251.384,1080.2,0,162,676,68,72,46,56,70.0,4,51.0,10
2007-09-14 00:00:00,535.87,2322.6000000000004,1175,1663,919,55,70,46,77,62.5,15,61.5,31
2007-09-14 06:00:00,168.018,793.2,0,165,615,48,54,82,93,51.0,6,87.5,11
2007-09-14 12:00:00,455.3,1934.6,0,134,4354,46,70,53,100,58.0,24,76.5,47
2007-09-14 18:00:00,75.016,364.8,0,115,0,70,73,47,53,71.5,3,50.0,6
2007-09-15 00:00:00,437.136,1867.8,901,262,835,59,70,52,72,64.5,11,62.0,20
2007-09-15 06:00:00,144.402,658.4,0,149,719,57,61,72,88,59.0,4,80.0,16
2007-09-15 12:00:00,428.134,1805.0,0,138,4041,59,66,73,88,62.5,7,80.5,15
2007-09-15 18:00:00,223.352,991.2,0,1018,1043,68,72,53,64,70.0,4,58.5,11
2007-09-16 00:00:00,299.424,1266.0,0,144,661,57,70,56,88,63.5,13,72.0,32
2007-09-16 06:00:00,120.516,532.6,0,127,631,50,55,94,100,52.5,5,97.0,6
2007-09-16 12:00:00,260.702,1130.4,1074,120,1584,52,72,53,94,62.0,20,73.5,41
2007-09-16 18:00:00,389.074,1691.0,1,159,2959,75,79,39,50,77.0,4,44.5,11
2007-09-17 00:00:00,881.932,3797.4,2043,2658,4136,55,77,36,88,66.0,22,62.0,52
2007-09-17 06:00:00,91.232,429.2,0,200,222,55,61,63,88,58.0,6,75.5,25
2007-09-17 12:00:00,329.886,1414.6,896,144,2439,57,68,64,88,62.5,11,76.0,24
2007-09-17 18:00:00,73.738,356.6,0,150,0,64,70,64,73,67.0,6,68.5,9
2007-09-18 00:00:00,966.33,4155.0,5755,432,3618,54,63,63,88,58.5,9,75.5,25
2007-09-18 06:00:00,70.834,338.6,0,150,0,52,54,88,94,53.0,2,91.0,6
2007-09-18 12:00:00,387.06,1656.6,969,117,2665,52,55,67,88,53.5,3,77.5,21
2007-09-18 18:00:00,119.566,546.8,0,406,559,57,61,52,63,59.0,4,57.5,11
2007-09-19 00:00:00,590.0600000000001,2516.4,919,1356,2201,48,55,67,88,51.5,7,77.5,21
2007-09-19 06:00:00,70.548,341.4,0,109,0,41,43,93,93,42.0,2,93.0,0
2007-09-19 12:00:00,348.608,1471.2,0,113,3708,39,55,63,100,47.0,16,81.5,37
2007-09-19 18:00:00,484.0,2086.6000000000004,0,1868,3156,55,63,48,58,59.0,8,53.0,10
2007-09-20 00:00:00,395.528,1692.8,0,653,1073,45,61,48,87,53.0,16,67.5,39
2007-09-20 06:00:00,98.752,455.0,0,131,508,45,48,82,93,46.5,3,87.5,11
2007-09-20 12:00:00,503.272,2126.4,1056,131,4707,46,63,55,81,54.5,17,68.0,26
2007-09-20 18:00:00,68.314,324.4,0,116,0,64,70,33,45,67.0,6,39.0,12
2007-09-21 00:00:00,585.194,2452.4,0,111,4781,46,66,37,87,56.0,20,62.0,50
2007-09-21 06:00:00,88.54,414.0,0,114,358,45,48,87,93,46.5,3,90.0,6
2007-09-21 12:00:00,397.304,1675.2,0,139,4211,45,61,68,93,53.0,16,80.5,25
2007-09-21 18:00:00,68.902,338.8,0,136,0,66,72,41,52,69.0,6,46.5,11
2007-09-22 00:00:00,684.034,2947.0,3130,2356,1747,50,68,49,82,59.0,18,65.5,33
2007-09-22 06:00:00,71.862,344.8,0,183,0,46,54,87,93,50.0,8,90.0,6
2007-09-22 12:00:00,371.156,1580.0,0,159,3838,46,61,77,94,53.5,15,85.5,17
2007-09-22 18:00:00,367.086,1566.0,944,571,2937,61,70,56,77,65.5,9,66.5,21
2007-09-23 00:00:00,366.068,1571.0,0,398,913,54,68,60,88,61.0,14,74.0,28
2007-09-23 06:00:00,117.704,549.6,0,395,539,52,57,88,100,54.5,5,94.0,12
2007-09-23 12:00:00,293.414,1275.4,944,1059,624,55,68,68,94,61.5,13,81.0,26
2007-09-23 18:00:00,311.784,1376.8,0,399,2280,66,72,53,73,69.0,6,63.0,20
2007-09-24 00:00:00,695.068,2961.4,1887,76,3939,57,68,56,88,62.5,11,72.0,32
2007-09-24 06:00:00,64.068,312.20000000000005,0,48,0,55,61,77,94,58.0,6,85.5,17
2007-09-24 12:00:00,381.498,1633.0,0,396,3625,55,63,77,94,59.0,8,85.5,17
2007-09-24 18:00:00,414.326,1784.8,0,2631,2694,57,64,68,94,60.5,7,81.0,26
2007-09-25 00:00:00,494.638,2143.4,929,860,1636,50,63,59,82,56.5,13,70.5,23
2007-09-25 06:00:00,96.138,442.0,0,83,504,48,52,76,87,50.0,4,81.5,11
2007-09-25 12:00:00,710.234,3017.2,0,1901,5235,46,59,67,93,52.5,13,80.0,26
2007-09-25 18:00:00,330.68,1387.0,0,179,848,59,63,52,67,61.0,4,59.5,15
2007-09-26 00:00:00,627.29,2651.0,916,90,3233,50,57,72,94,53.5,7,83.0,22
2007-09-26 06:00:00,103.996,439.0,0,132,0,45,48,93,100,46.5,3,96.5,7
2007-09-26 12:00:00,603.9,2539.4,1058,2138,3729,48,57,72,100,52.5,9,86.0,28
2007-09-26 18:00:00,416.212,1792.4,0,4503,551,50,61,63,87,55.5,11,75.0,24
2007-09-27 00:00:00,698.1560000000001,2961.4,0,2642,1381,48,50,82,100,49.0,2,91.0,18
2007-09-27 06:00:00,124.868,538.2,0,215,289,48,48,82,87,48.0,0,84.5,5
2007-09-27 12:00:00,607.21,2550.6,1066,160,4747,48,54,77,87,51.0,6,82.0,10
2007-09-27 18:00:00,149.95,635.0,0,152,773,55,61,59,77,58.0,6,68.0,18
2007-09-28 00:00:00,510.572,2148.2,0,116,1515,48,59,59,88,53.5,11,73.5,29
2007-09-28 06:00:00,138.828,579.6,0,116,578,54,54,82,88,54.0,0,85.0,6
2007-09-28 12:00:00,913.602,3888.4,996,3184,5888,54,57,82,88,55.5,3,85.0,6
2007-09-28 18:00:00,280.38,1197.6,0,268,2343,55,57,88,94,56.0,2,91.0,6
2007-09-29 00:00:00,347.688,1526.0,0,154,1143,54,55,82,88,54.5,1,85.0,6
2007-09-29 06:00:00,107.282,470.2,0,113,0,52,54,88,88,53.0,2,88.0,0
2007-09-29 12:00:00,514.45,2161.8,0,1555,3944,52,55,88,94,53.5,3,91.0,6
2007-09-29 18:00:00,808.192,3441.4,1953,5662,2591,59,63,72,82,61.0,4,77.0,10
2007-09-30 00:00:00,866.598,3708.8,2132,127,1655,52,63,72,88,57.5,11,80.0,16
2007-09-30 06:00:00,109.296,481.6,0,147,0,43,48,87,93,45.5,5,90.0,6
2007-09-30 12:00:00,500.938,2120.6,1405,143,3549,39,61,68,100,50.0,22,84.0,32
2007-09-30 18:00:00,282.726,1194.6,0,148,2487,64,66,52,59,65.0,2,55.5,7
2007-10-01 00:00:00,623.33,2614.8,0,144,4189,50,63,59,82,56.5,13,70.5,23
2007-10-01 06:00:00,113.422,481.0,0,151,210,57,59,77,94,58.0,2,85.5,17
2007-10-01 12:00:00,693.192,2967.8,1081,4226,2412,57,63,82,94,60.0,6,88.0,12
2007-10-01 18:00:00,232.66,1011.0,0,2064,114,64,72,73,88,68.0,8,80.5,15
2007-10-02 00:00:00,681.648,2846.4,426,181,3224,59,68,77,94,63.5,9,85.5,17
2007-10-02 06:00:00,223.968,954.4,508,161,1215,61,63,94,100,62.0,2,97.0,6
2007-10-02 12:00:00,611.5640000000001,2586.6,0,1809,4510,61,64,94,100,62.5,3,97.0,6
2007-10-02 18:00:00,746.982,3177.2,0,4163,5554,68,70,78,88,69.0,2,83.0,10
2007-10-03 00:00:00,616.35,2604.4,0,1889,1536,63,68,88,94,65.5,5,91.0,6
2007-10-03 06:00:00,137.24800000000002,585.6,0,178,493,59,61,94,100,60.0,2,97.0,6
2007-10-03 12:00:00,443.9380000000001,1884.4,979,160,2637,61,64,88,100,62.5,3,94.0,12
2007-10-03 18:00:00,284.154,1228.8,0,2906,0,66,70,78,88,68.0,4,83.0,10
2007-10-04 00:00:00,415.114,1773.1999999999998,0,1780,562,59,66,83,100,62.5,7,91.5,17
2007-10-04 06:00:00,150.596,639.4,0,158,701,59,59,94,100,59.0,0,97.0,6
2007-10-04 12:00:00,544.616,2282.4,0,103,5607,59,61,88,94,60.0,2,91.0,6
2007-10-04 18:00:00,173.146,727.6,0,83,1076,61,63,77,88,62.0,2,82.5,11
2007-10-05 00:00:00,650.1,2765.2,2400,100,2326,52,61,77,94,56.5,9,85.5,17
2007-10-05 06:00:00,137.736,576.0,0,79,576,52,55,94,94,53.5,3,94.0,0
2007-10-05 12:00:00,558.67,2372.4,0,97,4553,52,57,88,94,54.5,5,91.0,6
2007-10-05 18:00:00,283.786,1192.0,0,82,2757,59,64,73,88,61.5,5,80.5,15
2007-10-06 00:00:00,413.9,1748.8,0,93,1539,54,63,72,94,58.5,9,83.0,22
2007-10-06 06:00:00,149.902,627.0,0,91,637,50,55,82,94,52.5,5,88.0,12
2007-10-06 12:00:00,478.016,2020.8,1307,82,3871,48,59,72,93,53.5,11,82.5,21
2007-10-06 18:00:00,406.522,1725.2,1800,97,2113,61,68,56,68,64.5,7,62.0,12
2007-10-07 00:00:00,721.8,3068.4,1733,77,3045,55,63,68,82,59.0,8,75.0,14
2007-10-07 06:00:00,173.892,747.6,0,95,451,45,54,77,93,49.5,9,85.0,16
2007-10-07 12:00:00,297.582,1269.6,163,525,1669,43,59,72,100,51.0,16,86.0,28
2007-10-07 18:00:00,752.704,3172.0,1436,4058,4299,63,68,49,63,65.5,5,56.0,14
2007-10-08 00:00:00,881.9359999999999,3750.2,899,3577,4467,52,63,59,88,57.5,11,73.5,29
2007-10-08 06:00:00,116.058,506.2000000000001,0,151,0,54,54,82,82,54.0,0,82.0,0
2007-10-08 12:00:00,264.312,1121.6,0,94,1256,54,54,82,82,54.0,0,82.0,0
2007-10-08 18:00:00,161.546,700.0,0,80,373,54,54,82,82,54.0,0,82.0,0
2007-10-09 00:00:00,553.326,2325.0,0,95,3453,54,54,82,82,54.0,0,82.0,0
2007-10-09 06:00:00,107.1,472.2000000000001,0,93,0,46,54,87,94,50.0,8,90.5,7
2007-10-09 12:00:00,469.364,1989.2,0,75,4128,52,61,68,94,56.5,9,81.0,26
2007-10-09 18:00:00,516.108,2182.0,752,1883,2920,63,64,56,63,63.5,1,59.5,7
2007-10-10 00:00:00,595.286,2531.2,1282,96,2242,55,63,68,94,59.0,8,81.0,26
2007-10-10 06:00:00,110.38,491.0,0,95,0,46,54,88,94,50.0,8,91.0,6
2007-10-10 12:00:00,315.884,1352.6,943,84,1216,52,57,82,100,54.5,5,91.0,18
2007-10-10 18:00:00,158.79,694.6,0,84,579,59,61,63,77,60.0,2,70.0,14
2007-10-11 00:00:00,581.918,2485.4,920,1854,1550,54,57,77,88,55.5,3,82.5,11
2007-10-11 06:00:00,148.686,641.2,0,150,564,50,55,88,100,52.5,5,94.0,12
2007-10-11 12:00:00,521.462,2194.4,0,95,5204,52,55,82,94,53.5,3,88.0,12
2007-10-11 18:00:00,138.852,601.6,0,75,244,57,61,72,82,59.0,4,77.0,10
2007-10-12 00:00:00,923.446,3919.8,2630,94,1794,50,57,82,88,53.5,7,85.0,6
2007-10-12 06:00:00,149.182,630.8,0,79,511,45,46,93,93,45.5,1,93.0,0
2007-10-12 12:00:00,727.098,3083.2,1020,1386,5454,43,57,82,100,50.0,14,91.0,18
2007-10-12 18:00:00,464.838,2001.0,0,3434,2117,59,63,68,77,61.0,4,72.5,9
2007-10-13 00:00:00,573.386,2445.6,0,129,3577,48,61,77,93,54.5,13,85.0,16
2007-10-13 06:00:00,105.502,473.2,0,77,0,57,57,94,94,57.0,0,94.0,0
2007-10-13 12:00:00,445.026,1882.2,0,95,3981,54,59,77,94,56.5,5,85.5,17
2007-10-13 18:00:00,289.88,1231.8,969,604,671,57,61,72,82,59.0,4,77.0,10
2007-10-14 00:00:00,1086.32,4621.8,0,3023,3811,54,59,72,94,56.5,5,83.0,22
2007-10-14 06:00:00,250.82,1061.4,0,85,656,46,52,87,93,49.0,6,90.0,6
2007-10-14 12:00:00,330.016,1407.4,713,86,2327,46,57,77,93,51.5,11,85.0,16
2007-10-14 18:00:00,827.548,3521.4,2217,5458,2833,61,66,60,68,63.5,5,64.0,8
2007-10-15 00:00:00,652.8679999999999,2763.2,0,1865,1310,54,61,77,94,57.5,7,85.5,17
2007-10-15 06:00:00,134.912,577.4000000000001,0,77,495,46,48,93,100,47.0,2,96.5,7
2007-10-15 12:00:00,533.748,2247.8,0,93,5389,48,59,88,100,53.5,11,94.0,12
2007-10-15 18:00:00,132.986,579.4,0,87,422,57,59,72,88,58.0,2,80.0,16
2007-10-16 00:00:00,464.684,1955.0,1061,82,1348,48,55,77,94,51.5,7,85.5,17
2007-10-16 06:00:00,144.678,625.4,0,77,682,45,46,93,93,45.5,1,93.0,0
2007-10-16 12:00:00,442.87,1869.6,0,645,3705,45,61,77,100,53.0,16,88.5,23
2007-10-16 18:00:00,761.168,3272.4,0,4940,4694,64,70,56,73,67.0,6,64.5,17
2007-10-17 00:00:00,615.726,2618.0,0,2209,795,46,64,64,93,55.0,18,78.5,29
2007-10-17 06:00:00,109.244,477.4,0,191,0,54,55,82,94,54.5,1,88.0,12
2007-10-17 12:00:00,632.158,2668.0,1065,83,5525,55,61,77,94,58.0,6,85.5,17
2007-10-17 18:00:00,254.852,1078.8,0,88,2220,55,61,77,82,58.0,6,79.5,5
2007-10-18 00:00:00,580.676,2453.0,0,91,1223,46,57,76,87,51.5,11,81.5,11
2007-10-18 06:00:00,120.76,509.4,0,72,0,45,50,76,93,47.5,5,84.5,17
