month,day,hour,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Max,Temp_Min,Humidity_Max,Humidity_Min
10,4,5,127.424,552,845,22,726,59,37,100,42
10,4,6,80.178,344.2,436,22,408,59,37,100,42
10,4,7,32.822,135.8,72,0,90,59,37,100,42
10,4,8,67.772,285,508,22,41,59,37,100,42
10,4,9,85.13,357.2,0,22,702,59,37,100,42
10,4,10,94.376,400.8,0,275,313,59,37,100,42
10,4,11,107.842,453.4,0,32,1122,59,37,100,42
10,4,12,118.672,505.8,0,25,1044,59,37,100,42
10,4,13,143.66,610,0,23,1102,59,37,100,42
10,4,14,149.73,632.4,0,2,1063,59,37,100,42
10,4,15,132.048,547.6,0,24,1147,59,37,100,42
10,4,16,101.52,420.6,0,24,347,59,37,100,42
10,4,17,74.378,309.4,0,0,92,59,37,100,42
10,4,18,84.574,353,0,24,47,59,37,100,42
10,4,19,89.604,374.2,0,23,86,59,37,100,42
10,4,20,44.574,184.4,0,0,81,59,37,100,42
10,4,21,20.276,84.8,0,24,50,59,37,100,42
10,4,22,22.74,95,0,23,94,59,37,100,42
10,4,23,18.336,74.8,0,0,39,59,37,100,42
10,5,0,39.396,164.4,0,24,366,61,50,88,62
10,5,1,86.928,368.6,0,22,603,61,50,88,62
10,5,2,34.826,148.8,0,1,91,61,50,88,62
10,5,3,69.892,298.8,0,836,38,61,50,88,62
10,5,4,67.318,291.4,184,492,93,61,50,88,62
10,5,5,40.042,168.4,322,63,39,61,50,88,62
10,5,6,51.684,219.4,484,24,94,61,50,88,62
10,5,7,18.922,78,0,16,41,61,50,88,62
10,5,8,22.576,93.4,0,8,91,61,50,88,62
10,5,9,89.93,377.2,0,688,311,61,50,88,62
10,5,10,154.508,646,0,845,677,61,50,88,62
10,5,11,120.886,504.6,0,5,93,61,50,88,62
10,5,12,100.33,428.4,0,25,53,61,50,88,62
10,5,13,179.236,754.4,0,32,1126,61,50,88,62
10,5,14,149.464,622.4,0,15,991,61,50,88,62
10,5,15,85.666,356,0,16,93,61,50,88,62
10,5,16,73.628,302.4,0,29,690,61,50,88,62
10,5,17,27.856,120.6,0,2,94,61,50,88,62
10,5,18,25.666,112.6,0,28,94,61,50,88,62
10,5,19,19.598,84.4,0,29,39,61,50,88,62
10,5,20,21.84,91.2,0,0,93,61,50,88,62
10,5,21,19.804,85.8,0,29,39,61,50,88,62
10,5,22,23.326,100,0,12,93,61,50,88,62
10,5,23,26.628,112,0,16,129,61,50,88,62
10,6,0,130.542,551,0,28,1143,64,57,88,59
10,6,1,135.428,573.6,453,0,1109,64,57,88,59
10,6,2,103.392,435.2,301,29,1125,64,57,88,59
10,6,3,96.368,407,236,14,1069,64,57,88,59
10,6,4,85.64,356.6,0,14,1140,64,57,88,59
10,6,5,68.578,289.2,0,28,858,64,57,88,59
10,6,6,18.132,75.8,0,0,39,64,57,88,59
10,6,7,23.576,102,0,28,93,64,57,88,59
10,6,8,19.552,82.8,0,12,39,64,57,88,59
10,6,9,22.472,94.8,0,17,94,64,57,88,59
10,6,10,21.58,95.4,0,0,57,64,57,88,59
10,6,11,21.6,96,0,0,60,64,57,88,59
10,6,12,21.6,96,0,0,60,64,57,88,59
10,6,13,21.6,96,0,0,60,64,57,88,59
10,6,14,21.6,96,0,0,60,64,57,88,59
10,6,15,21.6,96,0,0,60,64,57,88,59
10,6,16,20.866,91.6,0,0,56,64,57,88,59
10,6,17,30.576,137,0,28,66,64,57,88,59
10,6,18,31.556,141.8,0,9,64,64,57,88,59
10,6,19,72.66,318.2,0,19,93,64,57,88,59
10,6,20,138.418,586,0,28,740,64,57,88,59
10,6,21,113.604,481.8,0,0,476,64,57,88,59
10,6,22,108.808,456.6,0,28,334,64,57,88,59
10,6,23,74.034,315.2,0,4,667,64,57,88,59
10,7,0,34.342,156,0,24,94,72,57,100,53
10,7,1,29.604,134.2,0,28,40,72,57,100,53
10,7,2,32.458,146,0,0,93,72,57,100,53
10,7,3,30.106,136,0,28,40,72,57,100,53
10,7,4,31.784,143,0,0,93,72,57,100,53
10,7,5,34.284,155.2,0,28,94,72,57,100,53
10,7,6,56.148,250.2,0,20,165,72,57,100,53
10,7,7,173.71,745.2,0,8,1102,72,57,100,53
10,7,8,98.552,419,0,28,1121,72,57,100,53
10,7,9,92.952,396,0,0,1110,72,57,100,53
10,7,10,105.938,459.2,0,28,1051,72,57,100,53
10,7,11,118.38,512.2,0,13,1111,72,57,100,53
10,7,12,95.55,407.2,0,15,1116,72,57,100,53
10,7,13,51.594,227.2,0,28,378,72,57,100,53
10,7,14,33.458,149.8,0,0,97,72,57,100,53
10,7,15,29.908,132.8,0,29,75,72,57,100,53
10,7,16,33.128,149.6,0,7,60,72,57,100,53
10,7,17,30.56,128.2,0,22,96,72,57,100,53
10,7,18,40.042,167.4,0,29,38,72,57,100,53
10,7,19,48.432,210,0,0,97,72,57,100,53
10,7,20,139.936,595,3,28,340,72,57,100,53
10,7,21,196.956,829.8,487,2,873,72,57,100,53
10,7,22,142.826,599.2,526,27,95,72,57,100,53
10,7,23,45.92,190.8,0,27,97,72,57,100,53
10,8,0,22.776,95.6,0,2,40,61,52,100,59
10,8,1,23.888,103.6,0,29,96,61,52,100,59
10,8,2,19.812,81.8,0,0,47,61,52,100,59
10,8,3,22.7,95.6,0,28,87,61,52,100,59
10,8,4,23.024,97.6,0,20,96,61,52,100,59
10,8,5,19.4,81.2,0,8,39,61,52,100,59
10,8,6,105.67,442.8,0,29,943,61,52,100,59
10,8,7,135.398,570.6,0,0,1124,61,52,100,59
10,8,8,101.092,422.8,0,27,1142,61,52,100,59
10,8,9,85.54,353.2,0,10,1147,61,52,100,59
10,8,10,85.196,355.4,0,18,1084,61,52,100,59
10,8,11,90.63,380.8,0,47,1133,61,52,100,59
10,8,12,103.772,435.2,0,327,1079,61,52,100,59
10,8,13,68.224,285.2,0,111,692,61,52,100,59
10,8,14,156.904,665,0,2279,40,61,52,100,59
10,8,15,52.024,227.2,0,505,93,61,52,100,59
10,8,16,63.502,269.4,0,611,94,61,52,100,59
10,8,17,81.358,353.6,0,918,39,61,52,100,59
10,8,18,31.788,136.8,0,38,91,61,52,100,59
10,8,19,88.768,372.2,0,39,47,61,52,100,59
10,8,20,132.9,554.2,0,29,743,61,52,100,59
10,8,21,162.828,679.8,402,0,716,61,52,100,59
10,8,22,127.136,526.4,119,30,948,61,52,100,59
10,8,23,56.246,235,523,21,90,61,52,100,59
10,9,0,22.528,94,0,8,92,61,46,100,52
10,9,1,22.002,92.2,0,29,40,61,46,100,52
10,9,2,21.416,89.6,0,1,89,61,46,100,52
10,9,3,20.504,88,0,27,40,61,46,100,52
10,9,4,23.102,99.4,0,28,91,61,46,100,52
10,9,5,18.074,74.4,0,0,40,61,46,100,52
10,9,6,62.02,259,0,28,694,61,46,100,52
10,9,7,198.432,845.8,0,7,1123,61,46,100,52
10,9,8,175.716,748.2,0,396,1108,61,46,100,52
10,9,9,182.882,781.2,0,1001,1118,61,46,100,52
10,9,10,186.902,802,0,1254,1063,61,46,100,52
10,9,11,104.676,437,0,41,1132,61,46,100,52
10,9,12,108.31,454.6,0,56,1079,61,46,100,52
10,9,13,112.91,466.2,0,0,1146,61,46,100,52
10,9,14,68.778,287.2,0,29,310,61,46,100,52
10,9,15,59.498,248.8,0,28,93,61,46,100,52
10,9,16,40.33,168.8,0,0,40,61,46,100,52
10,9,17,46.904,196.8,0,29,90,61,46,100,52
10,9,18,29.378,123.2,0,12,93,61,46,100,52
10,9,19,74.774,317.4,0,16,39,61,46,100,52
10,9,20,145.314,611.4,21,27,1011,61,46,100,52
10,9,21,147.09,613.4,494,0,992,61,46,100,52
10,9,22,92.072,385,517,28,89,61,46,100,52
10,9,23,20.07,86.2,0,19,40,61,46,100,52
10,10,0,23.012,99.8,0,8,91,68,41,100,56
10,10,1,19.132,83.8,0,27,39,68,41,100,56
10,10,2,21.208,90.2,0,0,90,68,41,100,56
10,10,3,21.784,94.8,0,27,40,68,41,100,56
10,10,4,21.562,92,0,20,76,68,41,100,56
10,10,5,43.316,181.2,0,7,451,68,41,100,56
10,10,6,34.784,146.6,0,27,301,68,41,100,56
10,10,7,128.598,541.4,0,0,1077,68,41,100,56
10,10,8,109.538,454.4,0,26,1148,68,41,100,56
10,10,9,109.468,456,0,14,1139,68,41,100,56
10,10,10,125.844,539.2,0,13,1068,68,41,100,56
10,10,11,110.736,471.4,0,27,1135,68,41,100,56
10,10,12,84.804,350,0,0,1150,68,41,100,56
10,10,13,81.844,343.4,0,27,1080,68,41,100,56
10,10,14,86.116,358.4,0,10,1144,68,41,100,56
10,10,15,58.492,248.8,0,18,650,68,41,100,56
10,10,16,22.614,97.6,0,28,91,68,41,100,56
10,10,17,19.996,85.6,0,0,39,68,41,100,56
10,10,18,38.98,174.4,0,27,93,68,41,100,56
10,10,19,64.276,270.2,0,9,39,68,41,100,56
10,10,20,106.236,440.2,0,19,882,68,41,100,56
10,10,21,53.896,223,0,27,42,68,41,100,56
10,10,22,57.79,239.2,0,0,91,68,41,100,56
10,10,23,74.312,307.4,0,28,90,68,41,100,56
10,11,0,24.376,99.8,0,10,40,66,43,100,68
10,11,1,22.356,96.6,0,17,90,66,43,100,68
10,11,2,20.164,88.8,0,27,40,66,43,100,68
10,11,3,19.944,84.4,0,0,90,66,43,100,68
10,11,4,18.948,83.4,0,27,40,66,43,100,68
10,11,5,70.284,294,0,9,885,66,43,100,68
10,11,6,23.46,99.4,0,18,100,66,43,100,68
10,11,7,109.142,456,0,27,1132,66,43,100,68
10,11,8,117.484,495.8,0,0,1125,66,43,100,68
10,11,9,110.362,467.8,0,434,1056,66,43,100,68
10,11,10,73.85,317.2,564,0,248,66,43,100,68
10,11,11,62.698,275.4,82,35,425,66,43,100,68
10,11,12,65.526,275.8,130,0,619,66,43,100,68
10,11,13,69.488,298.2,355,35,292,66,43,100,68
10,11,14,105.29,446.8,494,368,534,66,43,100,68
10,11,15,79.17,341.6,512,359,39,66,43,100,68
10,11,16,70.248,298.2,0,747,93,66,43,100,68
10,11,17,34.852,150.6,0,57,93,66,43,100,68
10,11,18,46.578,197.4,0,41,313,66,43,100,68
10,11,19,151.86,643,7,15,1119,66,43,100,68
10,11,20,127.178,536.6,0,46,1129,66,43,100,68
10,11,21,100.036,416.2,0,10,1088,66,43,100,68
10,11,22,88.326,365.2,0,46,691,66,43,100,68
10,11,23,57.766,236.4,0,7,92,66,43,100,68
10,12,0,32.53,136.2,0,36,41,72,45,100,53
10,12,1,50.102,208.4,0,0,537,72,45,100,53
10,12,2,28.128,120.4,0,35,174,72,45,100,53
10,12,3,21.468,89.6,0,0,93,72,45,100,53
10,12,4,22.822,98,0,35,66,72,45,100,53
10,12,5,19.954,82.6,0,0,65,72,45,100,53
10,12,6,23.178,98,0,34,91,72,45,100,53
10,12,7,72.348,307,0,6,39,72,45,100,53
10,12,8,125.456,527.8,458,29,815,72,45,100,53
10,12,9,42.24,175.6,95,10,39,72,45,100,53
10,12,10,68.042,288.2,463,24,94,72,45,100,53
10,12,11,40.35,167.4,0,15,40,72,45,100,53
10,12,12,38.358,160.2,0,20,153,72,45,100,53
10,12,13,103.892,426.6,0,20,1168,72,45,100,53
10,12,14,85.26,348.6,0,16,1115,72,45,100,53
10,12,15,47.066,199.8,0,25,489,72,45,100,53
10,12,16,20.88,87.2,0,10,92,72,45,100,53
10,12,17,22.614,94.6,0,30,39,72,45,100,53
10,12,18,147.05,636.8,751,476,221,72,45,100,53
10,12,19,294.464,1268.4,794,1642,694,72,45,100,53
10,12,20,294.818,1262.2,0,1871,875,72,45,100,53
10,12,21,147.728,625.4,0,319,39,72,45,100,53
10,12,22,132.568,563,0,1110,96,72,45,100,53
10,12,23,26.624,113.8,0,59,96,72,45,100,53
10,13,0,21.972,95.4,0,48,41,77,54,100,50
10,13,1,22.132,92.4,0,10,93,77,54,100,50
10,13,2,23.256,99.4,0,48,93,77,54,100,50
10,13,3,45.552,186.8,0,10,487,77,54,100,50
10,13,4,29.182,123.2,0,48,184,77,54,100,50
10,13,5,21.79,91,0,9,91,77,54,100,50
10,13,6,96.604,405.6,0,36,619,77,54,100,50
10,13,7,166.178,696.8,5,3,1167,77,54,100,50
10,13,8,113.296,473,489,33,1091,77,54,100,50
10,13,9,118.036,489.8,543,12,1144,77,54,100,50
10,13,10,87.616,358.6,0,24,1166,77,54,100,50
10,13,11,83.552,342,0,19,1109,77,54,100,50
10,13,12,46.528,191.6,0,16,499,77,54,100,50
10,13,13,19.69,83.4,0,28,40,77,54,100,50
10,13,14,22.846,96.8,0,9,95,77,54,100,50
10,13,15,36.044,154.4,0,35,94,77,54,100,50
10,13,16,29.976,132,0,2,40,77,54,100,50
10,13,17,29.22,130.2,0,36,96,77,54,100,50
10,13,18,23.956,100.4,0,0,96,77,54,100,50
10,13,19,89.298,380.8,0,36,38,77,54,100,50
10,13,20,115.322,482.8,0,0,250,77,54,100,50
10,13,21,136.314,570,0,36,782,77,54,100,50
10,13,22,59.004,243.2,0,0,73,77,54,100,50
10,13,23,24.612,106.6,0,37,95,77,54,100,50
10,14,0,21.638,89.8,0,0,96,64,55,94,56
10,14,1,38.546,162.4,0,36,337,64,55,94,56
10,14,2,48.012,197.8,0,4,533,64,55,94,56
10,14,3,23.068,99.6,0,32,91,64,55,94,56
10,14,4,19.66,83.8,0,13,43,64,55,94,56
10,14,5,22.1,93.4,0,23,95,64,55,94,56
10,14,6,53.756,229.4,0,20,278,64,55,94,56
10,14,7,133.254,559.8,0,16,1170,64,55,94,56
10,14,8,87.814,367.2,0,26,1090,64,55,94,56
10,14,9,89.664,376.4,0,9,1132,64,55,94,56
10,14,10,141.844,602,0,34,1136,64,55,94,56
10,14,11,104.182,452,0,1,1061,64,55,94,56
10,14,12,92.24,393.2,0,36,1133,64,55,94,56
10,14,13,35.36,149.2,0,0,325,64,55,94,56
10,14,14,28.396,119.8,0,35,39,64,55,94,56
10,14,15,38.794,165.2,0,0,98,64,55,94,56
10,14,16,46.11,195.4,0,36,97,64,55,94,56
10,14,17,26.68,112.2,0,0,40,64,55,94,56
10,14,18,42.604,183.4,0,39,96,64,55,94,56
10,14,19,118.958,509.2,157,0,570,64,55,94,56
10,14,20,120.904,513.8,11,36,253,64,55,94,56
10,14,21,135.408,566.6,487,2,93,64,55,94,56
10,14,22,111.572,468.4,522,33,40,64,55,94,56
10,14,23,28.492,121.4,0,11,93,64,55,94,56
10,15,0,64.45,266,0,25,739,63,55,100,77
10,15,1,22.572,95.4,0,19,40,63,55,100,77
10,15,2,24.996,105.8,0,17,95,63,55,100,77
10,15,3,25.574,109.2,0,26,92,63,55,100,77
10,15,4,21.632,92.2,0,10,39,63,55,100,77
10,15,5,25.996,111.6,0,32,92,63,55,100,77
10,15,6,110.524,463,0,3,871,63,55,100,77
10,15,7,178.872,756.2,0,36,1132,63,55,100,77
10,15,8,94.196,392.2,0,0,1147,63,55,100,77
10,15,9,85.8,359.4,0,35,1080,63,55,100,77
10,15,10,122.306,515.6,521,0,1130,63,55,100,77
10,15,11,126.398,539.2,446,330,1004,63,55,100,77
10,15,12,76.254,327,0,772,40,63,55,100,77
10,15,13,122.712,519.2,0,1508,96,63,55,100,77
10,15,14,49.224,206.8,0,52,96,63,55,100,77
10,15,15,137.106,583.2,0,1539,39,63,55,100,77
10,15,16,111.726,481.4,0,1142,94,63,55,100,77
10,15,17,99.786,421.6,0,726,97,63,55,100,77
10,15,18,123.994,524,0,661,38,63,55,100,77
10,15,19,131.562,552.8,0,2,667,63,55,100,77
10,15,20,116.86,494,0,37,370,63,55,100,77
10,15,21,104.856,442.2,469,19,39,63,55,100,77
10,15,22,92.468,389.2,331,18,208,63,55,100,77
10,15,23,87.032,365.4,231,33,739,63,55,100,77
10,16,0,23.49,99,0,5,65,59,43,94,51
10,16,1,24.538,107.2,0,36,65,59,43,94,51
10,16,2,24.67,104.2,0,0,92,59,43,94,51
10,16,3,22.824,99.4,0,36,40,59,43,94,51
10,16,4,23.756,100.8,0,0,91,59,43,94,51
10,16,5,27.09,119.6,0,36,91,59,43,94,51
10,16,6,46.274,198.6,0,0,126,59,43,94,51
10,16,7,128.424,539,0,35,1146,59,43,94,51
10,16,8,97.35,413.8,0,1,1085,59,43,94,51
10,16,9,110.414,467,0,35,1112,59,43,94,51
10,16,10,110.03,462.8,0,8,1112,59,43,94,51
10,16,11,148.256,621.4,632,27,1079,59,43,94,51
10,16,12,77.94,331.2,319,16,211,59,43,94,51
10,16,13,47.014,199.6,0,20,40,59,43,94,51
10,16,14,60.35,259.8,0,23,87,59,43,94,51
10,16,15,62.148,268.2,0,13,88,59,43,94,51
10,16,16,40.048,174.6,0,29,39,59,43,94,51
10,16,17,25.052,108.4,0,6,89,59,43,94,51
10,16,18,26.904,115,0,35,39,59,43,94,51
10,16,19,74.658,314.8,0,0,90,59,43,94,51
10,16,20,151.478,638.4,0,34,705,59,43,94,51
10,16,21,124.234,519.6,0,0,819,59,43,94,51
10,16,22,62.382,263.6,0,34,88,59,43,94,51
10,16,23,44.356,186.2,0,0,39,59,43,94,51
10,17,0,27.466,119.2,0,35,89,59,37,100,42
10,17,1,21.42,89.6,0,0,39,59,37,100,42
10,17,2,25.732,112.2,0,34,86,59,37,100,42
10,17,3,21.524,89.8,0,0,40,59,37,100,42
10,17,4,25.892,111.8,0,34,87,59,37,100,42
10,17,5,27.13,113,0,0,145,59,37,100,42
10,17,6,134.694,563.6,0,33,1106,59,37,100,42
10,17,7,170.654,713.6,2,0,1137,59,37,100,42
10,17,8,120,502.6,502,32,1131,59,37,100,42
10,17,9,115.454,487.4,536,0,1070,59,37,100,42
10,17,10,85.272,355.4,0,33,1078,59,37,100,42
10,17,11,86.016,359.8,0,0,1126,59,37,100,42
10,17,12,23.084,100.6,0,33,40,59,37,100,42
10,17,13,24.284,103.6,0,0,88,59,37,100,42
10,17,14,24.532,107.8,0,34,40,59,37,100,42
10,17,15,29.118,122.6,0,0,89,59,37,100,42
10,17,16,23.364,100.4,0,34,39,59,37,100,42
10,17,17,33.116,141.4,0,2,91,59,37,100,42
10,17,18,86.906,373.2,0,496,39,59,37,100,42
10,17,19,139.176,589.2,0,20,701,59,37,100,42
10,17,20,298.746,1269,23,1890,1058,59,37,100,42
10,17,21,181.154,767.4,455,442,191,59,37,100,42
10,17,22,117.63,487,518,0,40,59,37,100,42
10,17,23,24.522,105,0,35,89,59,37,100,42
10,18,0,19.298,80.2,0,11,40,61,36,100,42
10,18,1,22.448,96.4,0,24,89,61,36,100,42
10,18,2,19.022,80.4,0,18,40,61,36,100,42
10,18,3,22.398,94,0,15,90,61,36,100,42
10,18,4,18.984,82,0,23,40,61,36,100,42
10,18,5,61,251.6,0,10,756,61,36,100,42
10,18,6,79.966,340.4,0,511,114,61,36,100,42
10,18,7,191.9,809,0,764,1134,61,36,100,42
10,18,8,96.292,399.6,0,35,1149,61,36,100,42
10,18,9,90.216,373.8,0,0,1104,61,36,100,42
10,18,10,97.41,404.8,0,33,1125,61,36,100,42
10,18,11,98.344,408,0,0,1095,61,36,100,42
10,18,12,51.036,219.4,0,34,184,61,36,100,42
10,18,13,29.376,128.4,0,0,40,61,36,100,42
10,18,14,34.608,145,0,34,87,61,36,100,42
10,18,15,43.576,182.6,0,0,39,61,36,100,42
10,18,16,43.362,183.2,0,34,88,61,36,100,42
10,18,17,58.388,243.2,0,0,437,61,36,100,42
10,18,18,110.662,463.8,0,34,1080,61,36,100,42
10,18,19,162.386,695.6,0,0,1089,61,36,100,42
10,18,20,237.928,1007,0,33,1104,61,36,100,42
10,18,21,182.126,769.2,0,3,63,61,36,100,42
10,18,22,167.974,703.6,0,31,92,61,36,100,42
10,18,23,300.49,1266.6,799,8,1067,61,36,100,42
10,19,0,309.33,1308.8,0,1384,484,61,36,100,42
10,19,1,345.544,1482.8,698,1472,907,61,36,100,42
10,19,2,71.762,299,0,59,89,61,36,100,42
10,19,3,27.196,115.2,0,35,40,61,36,100,42
10,19,4,18.716,76,0,0,40,61,36,100,42
10,19,5,23.382,98.6,0,35,89,61,36,100,42
10,19,6,18.506,74.2,0,0,40,61,36,100,42
10,19,7,21.172,87.8,0,33,40,61,36,100,42
10,19,8,33.856,139.8,0,0,88,61,36,100,42
10,19,9,169.94,717,0,1502,570,61,36,100,42
10,19,10,137.066,590.6,0,1332,343,61,36,100,42
10,19,11,66.188,280,0,280,484,61,36,100,42
10,19,12,21.304,88.4,0,42,40,61,36,100,42
10,19,13,24.682,106.6,0,41,90,61,36,100,42
10,19,14,96.992,410.8,0,1259,40,61,36,100,42
10,19,15,44.394,189.6,0,304,89,61,36,100,42
10,19,16,28.728,125.6,0,71,71,61,36,100,42
10,19,17,23.95,104.2,0,11,59,61,36,100,42
10,19,18,37.262,162.2,0,46,45,61,36,100,42
10,19,19,127.696,544.2,0,9,642,61,36,100,42
10,19,20,117.796,493.8,0,45,93,61,36,100,42
10,19,21,102.27,429.2,0,10,88,61,36,100,42
10,19,22,64.372,271.8,0,40,40,61,36,100,42
10,19,23,39.83,163.4,0,0,89,61,36,100,42
10,20,0,20.654,87.8,0,33,39,68,41,100,52
10,20,1,56.326,232.6,0,0,671,68,41,100,52
10,20,2,24.406,105,0,34,119,68,41,100,52
10,20,3,21.164,87.6,0,0,88,68,41,100,52
10,20,4,20.276,85.6,0,33,40,68,41,100,52
10,20,5,18.03,73.8,0,0,39,68,41,100,52
10,20,6,87.11,366.8,0,33,561,68,41,100,52
10,20,7,185.284,775.4,844,0,1141,68,41,100,52
10,20,8,95.286,390.4,0,33,1169,68,41,100,52
10,20,9,83.198,342.2,0,0,1109,68,41,100,52
10,20,10,88.182,364.2,0,34,1158,68,41,100,52
10,20,11,81.112,336.4,0,0,1093,68,41,100,52
10,20,12,86.706,359.2,0,34,1155,68,41,100,52
10,20,13,40.282,164.6,0,0,415,68,41,100,52
10,20,14,27.958,118.8,0,35,90,68,41,100,52
10,20,15,26.616,109.6,0,0,41,68,41,100,52
10,20,16,59.336,257,0,35,90,68,41,100,52
10,20,17,37.522,162.2,0,0,39,68,41,100,52
10,20,18,66.42,281.2,0,35,93,68,41,100,52
10,20,19,101.076,425,0,68,91,68,41,100,52
10,20,20,191.038,805.8,0,504,1004,68,41,100,52
10,20,21,173.996,740.6,0,1635,97,68,41,100,52
10,20,22,45.612,195.4,0,43,40,68,41,100,52
10,20,23,29.964,131.6,0,59,93,68,41,100,52
10,21,0,27.212,118.8,0,26,94,61,48,94,77
10,21,1,25.148,111.6,0,39,40,61,48,94,77
10,21,2,27.204,119,0,19,95,61,48,94,77
10,21,3,26.43,116,0,46,62,61,48,94,77
10,21,4,39.702,169.8,0,11,309,61,48,94,77
10,21,5,61.264,257.4,0,37,639,61,48,94,77
10,21,6,67.506,291.2,0,0,238,61,48,94,77
10,21,7,151.392,643.6,0,35,862,61,48,94,77
10,21,8,191.266,808.2,0,464,1125,61,48,94,77
10,21,9,134.68,572.8,0,36,1130,61,48,94,77
10,21,10,97.152,409.2,0,0,1130,61,48,94,77
10,21,11,127.992,548.4,0,35,1071,61,48,94,77
10,21,12,94.184,393,0,0,1154,61,48,94,77
10,21,13,91.46,382,0,35,1144,61,48,94,77
10,21,14,37.162,155.4,0,0,270,61,48,94,77
10,21,15,37.472,159.6,0,35,94,61,48,94,77
10,21,16,31.232,131.2,0,0,40,61,48,94,77
10,21,17,29.616,130.4,0,35,92,61,48,94,77
10,21,18,103.654,444.6,0,703,38,61,48,94,77
10,21,19,184.856,785.4,0,1030,90,61,48,94,77
10,21,20,207.364,877.4,803,6,692,61,48,94,77
10,21,21,156.102,660,54,36,790,61,48,94,77
10,21,22,71.59,299.6,0,6,92,61,48,94,77
10,21,23,42.076,171.8,0,29,40,61,48,94,77
10,22,0,21.552,90.4,0,13,90,57,41,100,51
10,22,1,19.69,82.6,0,22,40,57,41,100,51
10,22,2,21.878,89.8,0,18,89,57,41,100,51
10,22,3,19.126,81,0,17,40,57,41,100,51
10,22,4,23.228,100.4,0,21,89,57,41,100,51
10,22,5,60.836,248.4,0,13,740,57,41,100,51
10,22,6,75.102,316,0,23,455,57,41,100,51
10,22,7,122.452,511.8,0,11,1140,57,41,100,51
10,22,8,102.834,428,0,25,1105,57,41,100,51
10,22,9,89.498,372.4,0,8,1146,57,41,100,51
10,22,10,51.682,220,0,27,487,57,41,100,51
10,22,11,28.12,124.8,0,7,91,57,41,100,51
10,22,12,31.702,142,0,28,40,57,41,100,51
10,22,13,61.764,268,0,303,89,57,41,100,51
10,22,14,57.312,247.4,0,66,41,57,41,100,51
10,22,15,95.194,402.4,0,2,747,57,41,100,51
10,22,16,117.878,506.8,0,1026,39,57,41,100,51
10,22,17,102.442,445,0,773,91,57,41,100,51
10,22,18,47.254,204.2,0,72,38,57,41,100,51
10,22,19,83.358,347.6,0,1,89,57,41,100,51
10,22,20,153.522,650.4,662,33,594,57,41,100,51
10,22,21,147.448,616.8,0,0,520,57,41,100,51
10,22,22,91.394,381.4,0,33,647,57,41,100,51
10,22,23,20.744,87.6,0,0,40,57,41,100,51
10,23,0,25.588,109.4,0,32,90,57,34,100,51
10,23,1,18,74.6,0,0,39,57,34,100,51
10,23,2,22.568,94.8,0,32,88,57,34,100,51
10,23,3,17.124,71.2,0,0,40,57,34,100,51
10,23,4,19.478,86.6,0,32,40,57,34,100,51
10,23,5,48.138,201.6,0,0,531,57,34,100,51
10,23,6,92.374,388.2,0,32,519,57,34,100,51
10,23,7,242.468,1019.6,0,294,1138,57,34,100,51
10,23,8,212.268,887.6,712,62,1151,57,34,100,51
10,23,9,90.632,374.4,103,0,1152,57,34,100,51
10,23,10,84.666,349,0,33,1100,57,34,100,51
10,23,11,84.094,349.8,0,0,1141,57,34,100,51
10,23,12,112.882,471.2,0,33,1092,57,34,100,51
10,23,13,84.344,351.4,0,0,854,57,34,100,51
10,23,14,40.466,180,0,34,88,57,34,100,51
10,23,15,36.67,169,0,0,40,57,34,100,51
10,23,16,44.414,204.2,0,34,91,57,34,100,51
10,23,17,27.686,124.8,0,0,39,57,34,100,51
10,23,18,29.146,126,0,33,90,57,34,100,51
10,23,19,93.752,397,0,0,39,57,34,100,51
10,23,20,221.804,953.2,0,695,791,57,34,100,51
10,23,21,92.868,389.4,0,35,304,57,34,100,51
10,23,22,51.84,214.8,0,44,89,57,34,100,51
10,23,23,37.224,151.6,0,10,41,57,34,100,51
10,24,0,23.874,101,0,44,88,55,41,93,58
10,24,1,17.964,76.4,0,10,40,55,41,93,58
10,24,2,37.788,159.2,0,43,334,55,41,93,58
10,24,3,48.08,198.2,0,7,543,55,41,93,58
10,24,4,19.594,82.8,0,32,40,55,41,93,58
10,24,5,20.6,84,0,0,88,55,41,93,58
10,24,6,44.218,190.8,0,33,120,55,41,93,58
10,24,7,166.35,691.6,273,97,1155,55,41,93,58
10,24,8,132.314,551.2,512,123,1150,55,41,93,58
10,24,9,79.08,329.2,0,0,1071,55,41,93,58
10,24,10,84.192,353,0,32,1121,55,41,93,58
10,24,11,89.652,374.6,48,0,1086,55,41,93,58
10,24,12,117.304,489.6,210,33,1136,55,41,93,58
10,24,13,48.33,203.6,0,0,428,55,41,93,58
10,24,14,20.468,85.6,0,34,41,55,41,93,58
10,24,15,21.08,88.4,0,0,89,55,41,93,58
10,24,16,21.306,93.2,0,33,40,55,41,93,58
10,24,17,24.876,105.4,0,0,90,55,41,93,58
10,24,18,105.454,450.6,610,34,35,55,41,93,58
10,24,19,237.946,1027.4,1207,668,0,55,41,93,58
10,24,20,284.342,1214.2,1328,1021,678,55,41,93,58
10,24,21,321.412,1372.2,2671,0,911,55,41,93,58
10,24,22,124.686,528.6,1029,33,0,55,41,93,58
10,24,23,42.316,173.6,5,0,0,55,41,93,58
