datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,year,month,day,Temp_Max,Temp_Min,Humidity_Max,Humidity_Min
2008-10-06 20:00,138.418,5.854,14194.53,586,0,28,740,2008,10,6,64,57,88,59
2008-10-06 21:00,113.604,2.428,14202.61,481.8,0,0,476,2008,10,6,64,57,88,59
2008-10-06 22:00,108.808,6.346,14337.63,456.6,0,28,334,2008,10,6,64,57,88,59
2008-10-06 23:00,74.034,4.466,14444.77,315.2,0,4,667,2008,10,6,64,57,88,59
2008-10-07 0:00,34.342,7.062,14411.13,156,0,24,94,2008,10,7,72,57,100,53
2008-10-07 1:00,29.604,4.742,14503.01,134.2,0,28,40,2008,10,7,72,57,100,53
2008-10-07 2:00,32.458,4.666,14641.87,146,0,0,93,2008,10,7,72,57,100,53
2008-10-07 3:00,30.106,5.26,14512.52,136,0,28,40,2008,10,7,72,57,100,53
2008-10-07 4:00,31.784,3.666,14472.3,143,0,0,93,2008,10,7,72,57,100,53
2008-10-07 5:00,34.284,6.986,14479.99,155.2,0,28,94,2008,10,7,72,57,100,53
2008-10-07 6:00,56.148,3.748,14335.18,250.2,0,20,165,2008,10,7,72,57,100,53
2008-10-07 7:00,173.71,5.62,14024.79,745.2,0,8,1102,2008,10,7,72,57,100,53
2008-10-07 8:00,98.552,6.592,14136.88,419,0,28,1121,2008,10,7,72,57,100,53
2008-10-07 9:00,92.952,2.77,14093.61,396,0,0,1110,2008,10,7,72,57,100,53
2008-10-07 10:00,105.938,15.162,14089.23,459.2,0,28,1051,2008,10,7,72,57,100,53
2008-10-07 11:00,118.38,11.094,14091.76,512.2,0,13,1111,2008,10,7,72,57,100,53
2008-10-07 12:00,95.55,5.414,14134.55,407.2,0,15,1116,2008,10,7,72,57,100,53
2008-10-07 13:00,51.594,6.502,14198.05,227.2,0,28,378,2008,10,7,72,57,100,53
2008-10-07 14:00,33.458,3.378,14423.53,149.8,0,0,97,2008,10,7,72,57,100,53
2008-10-07 15:00,29.908,6.516,14415.06,132.8,0,29,75,2008,10,7,72,57,100,53
2008-10-07 16:00,33.128,3.806,14417.98,149.6,0,7,60,2008,10,7,72,57,100,53
2008-10-07 17:00,30.56,5.116,14406.84,128.2,0,22,96,2008,10,7,72,57,100,53
2008-10-07 18:00,40.042,6.094,14316.52,167.4,0,29,38,2008,10,7,72,57,100,53
2008-10-07 19:00,48.432,13.044,14258.28,210,0,0,97,2008,10,7,72,57,100,53
2008-10-07 20:00,139.936,20.76,14229.75,595,3,28,340,2008,10,7,72,57,100,53
2008-10-07 21:00,196.956,15.514,14259.27,829.8,487,2,873,2008,10,7,72,57,100,53
2008-10-07 22:00,142.826,14.102,14401.79,599.2,526,27,95,2008,10,7,72,57,100,53
2008-10-07 23:00,45.92,9.62,14694.24,190.8,0,27,97,2008,10,7,72,57,100,53
2008-10-08 0:00,22.776,4,14599.48,95.6,0,2,40,2008,10,8,61,52,100,59
2008-10-08 1:00,23.888,6.836,14508.1,103.6,0,29,96,2008,10,8,61,52,100,59
2008-10-08 2:00,19.812,4.546,14540.08,81.8,0,0,47,2008,10,8,61,52,100,59
2008-10-08 3:00,22.7,5.92,14397.5,95.6,0,28,87,2008,10,8,61,52,100,59
2008-10-08 4:00,23.024,5.468,14380.41,97.6,0,20,96,2008,10,8,61,52,100,59
2008-10-08 5:00,19.4,4.722,14390.61,81.2,0,8,39,2008,10,8,61,52,100,59
2008-10-08 6:00,105.67,5.218,14304.7,442.8,0,29,943,2008,10,8,61,52,100,59
2008-10-08 7:00,135.398,3.374,14169.98,570.6,0,0,1124,2008,10,8,61,52,100,59
2008-10-08 8:00,101.092,7.014,14309.74,422.8,0,27,1142,2008,10,8,61,52,100,59
2008-10-08 9:00,85.54,3.782,14345.61,353.2,0,10,1147,2008,10,8,61,52,100,59
2008-10-08 10:00,85.196,4.738,14308.86,355.4,0,18,1084,2008,10,8,61,52,100,59
2008-10-08 11:00,90.63,8.586,14281.14,380.8,0,47,1133,2008,10,8,61,52,100,59
2008-10-08 12:00,103.772,3.578,14278.92,435.2,0,327,1079,2008,10,8,61,52,100,59
2008-10-08 13:00,68.224,6.468,14400.32,285.2,0,111,692,2008,10,8,61,52,100,59
2008-10-08 14:00,156.904,7.944,14403.96,665,0,2279,40,2008,10,8,61,52,100,59
2008-10-08 15:00,52.024,5.956,14519.13,227.2,0,505,93,2008,10,8,61,52,100,59
2008-10-08 16:00,63.502,8.636,14563.29,269.4,0,611,94,2008,10,8,61,52,100,59
2008-10-08 17:00,81.358,7.154,14395.81,353.6,0,918,39,2008,10,8,61,52,100,59
2008-10-08 18:00,31.788,3.604,14298.45,136.8,0,38,91,2008,10,8,61,52,100,59
2008-10-08 19:00,88.768,8.752,14371.7,372.2,0,39,47,2008,10,8,61,52,100,59
2008-10-08 20:00,132.9,10.302,14339.48,554.2,0,29,743,2008,10,8,61,52,100,59
2008-10-08 21:00,162.828,7.784,14419.39,679.8,402,0,716,2008,10,8,61,52,100,59
2008-10-08 22:00,127.136,10.996,14474.57,526.4,119,30,948,2008,10,8,61,52,100,59
2008-10-08 23:00,56.246,7.032,14669.35,235,523,21,90,2008,10,8,61,52,100,59
2008-10-09 0:00,22.528,5.092,14603.78,94,0,8,92,2008,10,9,61,46,100,52
2008-10-09 1:00,22.002,6.054,14455.81,92.2,0,29,40,2008,10,9,61,46,100,52
2008-10-09 2:00,21.416,3.896,14444.69,89.6,0,1,89,2008,10,9,61,46,100,52
2008-10-09 3:00,20.504,6.078,14452.98,88,0,27,40,2008,10,9,61,46,100,52
2008-10-09 4:00,23.102,5.962,14423.32,99.4,0,28,91,2008,10,9,61,46,100,52
2008-10-09 5:00,18.074,2.994,14404.33,74.4,0,0,40,2008,10,9,61,46,100,52
2008-10-09 6:00,62.02,6.804,14354.58,259,0,28,694,2008,10,9,61,46,100,52
2008-10-09 7:00,198.432,20.616,14195.62,845.8,0,7,1123,2008,10,9,61,46,100,52
2008-10-09 8:00,175.716,10.808,14112.69,748.2,0,396,1108,2008,10,9,61,46,100,52
2008-10-09 9:00,182.882,14.018,14159.29,781.2,0,1001,1118,2008,10,9,61,46,100,52
2008-10-09 10:00,186.902,13.126,14167.98,802,0,1254,1063,2008,10,9,61,46,100,52
2008-10-09 11:00,104.676,7.02,14274.09,437,0,41,1132,2008,10,9,61,46,100,52
2008-10-09 12:00,108.31,9.094,14280.38,454.6,0,56,1079,2008,10,9,61,46,100,52
2008-10-09 13:00,112.91,3.616,14392.33,466.2,0,0,1146,2008,10,9,61,46,100,52
2008-10-09 14:00,68.778,6.748,14438.68,287.2,0,29,310,2008,10,9,61,46,100,52
2008-10-09 15:00,59.498,7.772,14498.97,248.8,0,28,93,2008,10,9,61,46,100,52
2008-10-09 16:00,40.33,5.068,14454.68,168.8,0,0,40,2008,10,9,61,46,100,52
2008-10-09 17:00,46.904,8.148,14360.81,196.8,0,29,90,2008,10,9,61,46,100,52
2008-10-09 18:00,29.378,5.482,14319.03,123.2,0,12,93,2008,10,9,61,46,100,52
2008-10-09 19:00,74.774,9.53,14235.62,317.4,0,16,39,2008,10,9,61,46,100,52
2008-10-09 20:00,145.314,7.838,14227.87,611.4,21,27,1011,2008,10,9,61,46,100,52
2008-10-09 21:00,147.09,3.404,14348.83,613.4,494,0,992,2008,10,9,61,46,100,52
2008-10-09 22:00,92.072,6.472,14394.53,385,517,28,89,2008,10,9,61,46,100,52
2008-10-09 23:00,20.07,6.26,14555.72,86.2,0,19,40,2008,10,9,61,46,100,52
2008-10-10 0:00,23.012,7.418,14513.02,99.8,0,8,91,2008,10,10,68,41,100,56
2008-10-10 1:00,19.132,5.65,14428.01,83.8,0,27,39,2008,10,10,68,41,100,56
2008-10-10 2:00,21.208,4.806,14480.28,90.2,0,0,90,2008,10,10,68,41,100,56
2008-10-10 3:00,21.784,6.844,14416.73,94.8,0,27,40,2008,10,10,68,41,100,56
2008-10-10 4:00,21.562,5.952,14420.85,92,0,20,76,2008,10,10,68,41,100,56
2008-10-10 5:00,43.316,4.314,14350.86,181.2,0,7,451,2008,10,10,68,41,100,56
2008-10-10 6:00,34.784,5.232,14372.59,146.6,0,27,301,2008,10,10,68,41,100,56
2008-10-10 7:00,128.598,5.328,14318.77,541.4,0,0,1077,2008,10,10,68,41,100,56
2008-10-10 8:00,109.538,6.66,14368.09,454.4,0,26,1148,2008,10,10,68,41,100,56
2008-10-10 9:00,109.468,4.954,14316.93,456,0,14,1139,2008,10,10,68,41,100,56
2008-10-10 10:00,125.844,8.11,14201.44,539.2,0,13,1068,2008,10,10,68,41,100,56
2008-10-10 11:00,110.736,11.564,14297.95,471.4,0,27,1135,2008,10,10,68,41,100,56
2008-10-10 12:00,84.804,4.078,14398.13,350,0,0,1150,2008,10,10,68,41,100,56
2008-10-10 13:00,81.844,5.544,14282.36,343.4,0,27,1080,2008,10,10,68,41,100,56
2008-10-10 14:00,86.116,6.086,14359.13,358.4,0,10,1144,2008,10,10,68,41,100,56
2008-10-10 15:00,58.492,7.032,14422.59,248.8,0,18,650,2008,10,10,68,41,100,56
2008-10-10 16:00,22.614,6.796,14536.38,97.6,0,28,91,2008,10,10,68,41,100,56
2008-10-10 17:00,19.996,3.326,14352.12,85.6,0,0,39,2008,10,10,68,41,100,56
2008-10-10 18:00,38.98,9.976,14327.86,174.4,0,27,93,2008,10,10,68,41,100,56
2008-10-10 19:00,64.276,6.25,14270.82,270.2,0,9,39,2008,10,10,68,41,100,56
2008-10-10 20:00,106.236,4.84,14369.42,440.2,0,19,882,2008,10,10,68,41,100,56
2008-10-10 21:00,53.896,4.53,14345.76,223,0,27,42,2008,10,10,68,41,100,56
2008-10-10 22:00,57.79,5.162,14392.31,239.2,0,0,91,2008,10,10,68,41,100,56
2008-10-10 23:00,74.312,7.592,14531.79,307.4,0,28,90,2008,10,10,68,41,100,56
2008-10-11 0:00,24.376,4.054,14498.58,99.8,0,10,40,2008,10,11,66,43,100,68
2008-10-11 1:00,22.356,5.64,14294.11,96.6,0,17,90,2008,10,11,66,43,100,68
2008-10-11 2:00,20.164,7.068,14454.11,88.8,0,27,40,2008,10,11,66,43,100,68
2008-10-11 3:00,19.944,3.404,14439.23,84.4,0,0,90,2008,10,11,66,43,100,68
2008-10-11 4:00,18.948,5.464,14451.44,83.4,0,27,40,2008,10,11,66,43,100,68
2008-10-11 5:00,70.284,5.868,14401.37,294,0,9,885,2008,10,11,66,43,100,68
2008-10-11 6:00,23.46,4.452,14395.98,99.4,0,18,100,2008,10,11,66,43,100,68
2008-10-11 7:00,109.142,4.106,14255.87,456,0,27,1132,2008,10,11,66,43,100,68
2008-10-11 8:00,117.484,4.818,14235.7,495.8,0,0,1125,2008,10,11,66,43,100,68
2008-10-11 9:00,110.362,7.506,14124.03,467.8,0,434,1056,2008,10,11,66,43,100,68
2008-10-11 10:00,73.85,8.664,14250.18,317.2,564,0,248,2008,10,11,66,43,100,68
2008-10-11 11:00,62.698,13.038,14241.2,275.4,82,35,425,2008,10,11,66,43,100,68
2008-10-11 12:00,65.526,2.616,14299,275.8,130,0,619,2008,10,11,66,43,100,68
2008-10-11 13:00,69.488,9.49,14349.55,298.2,355,35,292,2008,10,11,66,43,100,68
2008-10-11 14:00,105.29,4.622,14342.65,446.8,494,368,534,2008,10,11,66,43,100,68
2008-10-11 15:00,79.17,7.264,14335.44,341.6,512,359,39,2008,10,11,66,43,100,68
2008-10-11 16:00,70.248,6.588,14432.9,298.2,0,747,93,2008,10,11,66,43,100,68
2008-10-11 17:00,34.852,6.624,14463.94,150.6,0,57,93,2008,10,11,66,43,100,68
2008-10-11 18:00,46.578,3.97,14380.05,197.4,0,41,313,2008,10,11,66,43,100,68
2008-10-11 19:00,151.86,12.636,14173.28,643,7,15,1119,2008,10,11,66,43,100,68
2008-10-11 20:00,127.178,9.982,14209.53,536.6,0,46,1129,2008,10,11,66,43,100,68
2008-10-11 21:00,100.036,4.344,14304.88,416.2,0,10,1088,2008,10,11,66,43,100,68
2008-10-11 22:00,88.326,7.05,14474.17,365.2,0,46,691,2008,10,11,66,43,100,68
2008-10-11 23:00,57.766,5.58,14615.78,236.4,0,7,92,2008,10,11,66,43,100,68
2008-10-12 0:00,32.53,7.524,14604.58,136.2,0,36,41,2008,10,12,72,45,100,53
2008-10-12 1:00,50.102,6.474,14526.81,208.4,0,0,537,2008,10,12,72,45,100,53
2008-10-12 2:00,28.128,6.35,14568.83,120.4,0,35,174,2008,10,12,72,45,100,53
2008-10-12 3:00,21.468,4.232,14514.66,89.6,0,0,93,2008,10,12,72,45,100,53
2008-10-12 4:00,22.822,7.27,14530.12,98,0,35,66,2008,10,12,72,45,100,53
2008-10-12 5:00,19.954,3.746,14515.07,82.6,0,0,65,2008,10,12,72,45,100,53
2008-10-12 6:00,23.178,6.008,14515.76,98,0,34,91,2008,10,12,72,45,100,53
2008-10-12 7:00,72.348,3.952,14406.71,307,0,6,39,2008,10,12,72,45,100,53
2008-10-12 8:00,125.456,7.488,14307.59,527.8,458,29,815,2008,10,12,72,45,100,53
2008-10-12 9:00,42.24,4.498,14339.13,175.6,95,10,39,2008,10,12,72,45,100,53
2008-10-12 10:00,68.042,5.674,14308.55,288.2,463,24,94,2008,10,12,72,45,100,53
2008-10-12 11:00,40.35,5.948,14519.48,167.4,0,15,40,2008,10,12,72,45,100,53
2008-10-12 12:00,38.358,6.852,14544.02,160.2,0,20,153,2008,10,12,72,45,100,53
2008-10-12 13:00,103.892,3.294,14513.48,426.6,0,20,1168,2008,10,12,72,45,100,53
2008-10-12 14:00,85.26,4.054,14518,348.6,0,16,1115,2008,10,12,72,45,100,53
2008-10-12 15:00,47.066,7.244,14466.25,199.8,0,25,489,2008,10,12,72,45,100,53
2008-10-12 16:00,20.88,4.294,14466.57,87.2,0,10,92,2008,10,12,72,45,100,53
2008-10-12 17:00,22.614,3.532,14343.86,94.6,0,30,39,2008,10,12,72,45,100,53
2008-10-12 18:00,147.05,12.036,14094.02,636.8,751,476,221,2008,10,12,72,45,100,53
2008-10-12 19:00,294.464,18.424,14004.57,1268.4,794,1642,694,2008,10,12,72,45,100,53
2008-10-12 20:00,294.818,6.91,14083.63,1262.2,0,1871,875,2008,10,12,72,45,100,53
2008-10-12 21:00,147.728,10.302,14208.31,625.4,0,319,39,2008,10,12,72,45,100,53
2008-10-12 22:00,132.568,8.992,14343.77,563,0,1110,96,2008,10,12,72,45,100,53
2008-10-12 23:00,26.624,6.708,14574.45,113.8,0,59,96,2008,10,12,72,45,100,53
2008-10-13 0:00,21.972,7.184,14534.24,95.4,0,48,41,2008,10,13,77,54,100,50
2008-10-13 1:00,22.132,4.872,14544.64,92.4,0,10,93,2008,10,13,77,54,100,50
2008-10-13 2:00,23.256,6.946,14595.14,99.4,0,48,93,2008,10,13,77,54,100,50
2008-10-13 3:00,45.552,3.52,14584.69,186.8,0,10,487,2008,10,13,77,54,100,50
2008-10-13 4:00,29.182,7.108,14585.89,123.2,0,48,184,2008,10,13,77,54,100,50
2008-10-13 5:00,21.79,4.6,14577.84,91,0,9,91,2008,10,13,77,54,100,50
2008-10-13 6:00,96.604,6.918,14489.74,405.6,0,36,619,2008,10,13,77,54,100,50
2008-10-13 7:00,166.178,7.008,14251.94,696.8,5,3,1167,2008,10,13,77,54,100,50
2008-10-13 8:00,113.296,6.172,14347.4,473,489,33,1091,2008,10,13,77,54,100,50
2008-10-13 9:00,118.036,5.16,14346.48,489.8,543,12,1144,2008,10,13,77,54,100,50
2008-10-13 10:00,87.616,5.994,14507.99,358.6,0,24,1166,2008,10,13,77,54,100,50
2008-10-13 11:00,83.552,4.512,14483.62,342,0,19,1109,2008,10,13,77,54,100,50
2008-10-13 12:00,46.528,5.38,14473.59,191.6,0,16,499,2008,10,13,77,54,100,50
2008-10-13 13:00,19.69,5.698,14451.45,83.4,0,28,40,2008,10,13,77,54,100,50
2008-10-13 14:00,22.846,5.41,14389.29,96.8,0,9,95,2008,10,13,77,54,100,50
2008-10-13 15:00,36.044,7.272,14550.09,154.4,0,35,94,2008,10,13,77,54,100,50
2008-10-13 16:00,29.976,3.11,14504.74,132,0,2,40,2008,10,13,77,54,100,50
2008-10-13 17:00,29.22,7.62,14363.14,130.2,0,36,96,2008,10,13,77,54,100,50
2008-10-13 18:00,23.956,4.14,14289.39,100.4,0,0,96,2008,10,13,77,54,100,50
2008-10-13 19:00,89.298,10.29,14186.2,380.8,0,36,38,2008,10,13,77,54,100,50
2008-10-13 20:00,115.322,7.592,14292.15,482.8,0,0,250,2008,10,13,77,54,100,50
2008-10-13 21:00,136.314,7.844,14280.12,570,0,36,782,2008,10,13,77,54,100,50
2008-10-13 22:00,59.004,5.608,14557.88,243.2,0,0,73,2008,10,13,77,54,100,50
2008-10-13 23:00,24.612,7.936,14577.92,106.6,0,37,95,2008,10,13,77,54,100,50
2008-10-14 0:00,21.638,4.116,14496.62,89.8,0,0,96,2008,10,14,64,55,94,56
2008-10-14 1:00,38.546,6.68,14515.37,162.4,0,36,337,2008,10,14,64,55,94,56
2008-10-14 2:00,48.012,4.086,14503.03,197.8,0,4,533,2008,10,14,64,55,94,56
2008-10-14 3:00,23.068,6.576,14482.03,99.6,0,32,91,2008,10,14,64,55,94,56
2008-10-14 4:00,19.66,5.134,14492.16,83.8,0,13,43,2008,10,14,64,55,94,56
2008-10-14 5:00,22.1,5.096,14459.17,93.4,0,23,95,2008,10,14,64,55,94,56
2008-10-14 6:00,53.756,5.146,14313.67,229.4,0,20,278,2008,10,14,64,55,94,56
2008-10-14 7:00,133.254,7.334,14283.38,559.8,0,16,1170,2008,10,14,64,55,94,56
2008-10-14 8:00,87.814,6.292,14266.75,367.2,0,26,1090,2008,10,14,64,55,94,56
2008-10-14 9:00,89.664,5.648,14249.93,376.4,0,9,1132,2008,10,14,64,55,94,56
2008-10-14 10:00,141.844,18.54,14280.51,602,0,34,1136,2008,10,14,64,55,94,56
2008-10-14 11:00,104.182,18.95,14164.79,452,0,1,1061,2008,10,14,64,55,94,56
2008-10-14 12:00,92.24,7.074,14253.34,393.2,0,36,1133,2008,10,14,64,55,94,56
2008-10-14 13:00,35.36,3.386,14301.65,149.2,0,0,325,2008,10,14,64,55,94,56
2008-10-14 14:00,28.396,2.442,14339.65,119.8,0,35,39,2008,10,14,64,55,94,56
2008-10-14 15:00,38.794,2.748,14354.59,165.2,0,0,98,2008,10,14,64,55,94,56
2008-10-14 16:00,46.11,7.634,14397.76,195.4,0,36,97,2008,10,14,64,55,94,56
2008-10-14 17:00,26.68,4.216,14492.9,112.2,0,0,40,2008,10,14,64,55,94,56
2008-10-14 18:00,42.604,6.64,14291.69,183.4,0,39,96,2008,10,14,64,55,94,56
2008-10-14 19:00,118.958,7.3,14106.07,509.2,157,0,570,2008,10,14,64,55,94,56
2008-10-14 20:00,120.904,9.942,14137.72,513.8,11,36,253,2008,10,14,64,55,94,56
2008-10-14 21:00,135.408,4.37,14328.82,566.6,487,2,93,2008,10,14,64,55,94,56
2008-10-14 22:00,111.572,9.374,14400.04,468.4,522,33,40,2008,10,14,64,55,94,56
2008-10-14 23:00,28.492,5.562,14559.01,121.4,0,11,93,2008,10,14,64,55,94,56
2008-10-15 0:00,64.45,4.976,14526.65,266,0,25,739,2008,10,15,63,55,100,77
2008-10-15 1:00,22.572,4.982,14490.26,95.4,0,19,40,2008,10,15,63,55,100,77
2008-10-15 2:00,24.996,4.846,14508.68,105.8,0,17,95,2008,10,15,63,55,100,77
2008-10-15 3:00,25.574,5.364,14440.94,109.2,0,26,92,2008,10,15,63,55,100,77
2008-10-15 4:00,21.632,4.126,14394.16,92.2,0,10,39,2008,10,15,63,55,100,77
2008-10-15 5:00,25.996,5.616,14378.22,111.6,0,32,92,2008,10,15,63,55,100,77
2008-10-15 6:00,110.524,4.44,14324.33,463,0,3,871,2008,10,15,63,55,100,77
2008-10-15 7:00,178.872,9.468,14223.62,756.2,0,36,1132,2008,10,15,63,55,100,77
2008-10-15 8:00,94.196,5.328,14370.72,392.2,0,0,1147,2008,10,15,63,55,100,77
2008-10-15 9:00,85.8,5.974,14286.51,359.4,0,35,1080,2008,10,15,63,55,100,77
2008-10-15 10:00,122.306,4.22,14241.51,515.6,521,0,1130,2008,10,15,63,55,100,77
2008-10-15 11:00,126.398,7.566,14264.8,539.2,446,330,1004,2008,10,15,63,55,100,77
2008-10-15 12:00,76.254,6.048,14461.06,327,0,772,40,2008,10,15,63,55,100,77
2008-10-15 13:00,122.712,12.132,14429.38,519.2,0,1508,96,2008,10,15,63,55,100,77
2008-10-15 14:00,49.224,6.492,14538.43,206.8,0,52,96,2008,10,15,63,55,100,77
2008-10-15 15:00,137.106,8.884,14385.16,583.2,0,1539,39,2008,10,15,63,55,100,77
2008-10-15 16:00,111.726,10.242,14314.14,481.4,0,1142,94,2008,10,15,63,55,100,77
2008-10-15 17:00,99.786,5.11,14371.45,421.6,0,726,97,2008,10,15,63,55,100,77
2008-10-15 18:00,123.994,9.882,14302.14,524,0,661,38,2008,10,15,63,55,100,77
2008-10-15 19:00,131.562,11.854,14250.84,552.8,0,2,667,2008,10,15,63,55,100,77
2008-10-15 20:00,116.86,10.026,14196.28,494,0,37,370,2008,10,15,63,55,100,77
2008-10-15 21:00,104.856,6.332,14300.3,442.2,469,19,39,2008,10,15,63,55,100,77
2008-10-15 22:00,92.468,6.45,14402.89,389.2,331,18,208,2008,10,15,63,55,100,77
2008-10-15 23:00,87.032,8.104,14487.31,365.4,231,33,739,2008,10,15,63,55,100,77
2008-10-16 0:00,23.49,4.382,14577.69,99,0,5,65,2008,10,16,59,43,94,51
2008-10-16 1:00,24.538,6.072,14473.44,107.2,0,36,65,2008,10,16,59,43,94,51
2008-10-16 2:00,24.67,4.092,14459.3,104.2,0,0,92,2008,10,16,59,43,94,51
2008-10-16 3:00,22.824,6.024,14419,99.4,0,36,40,2008,10,16,59,43,94,51
2008-10-16 4:00,23.756,3.284,14414.19,100.8,0,0,91,2008,10,16,59,43,94,51
2008-10-16 5:00,27.09,7.03,14414.78,119.6,0,36,91,2008,10,16,59,43,94,51
2008-10-16 6:00,46.274,5.746,14473.83,198.6,0,0,126,2008,10,16,59,43,94,51
2008-10-16 7:00,128.424,7.89,14237.41,539,0,35,1146,2008,10,16,59,43,94,51
2008-10-16 8:00,97.35,3.904,14075.73,413.8,0,1,1085,2008,10,16,59,43,94,51
2008-10-16 9:00,110.414,5.612,14136.38,467,0,35,1112,2008,10,16,59,43,94,51
2008-10-16 10:00,110.03,4.398,14157.11,462.8,0,8,1112,2008,10,16,59,43,94,51
2008-10-16 11:00,148.256,7.734,14281.65,621.4,632,27,1079,2008,10,16,59,43,94,51
2008-10-16 12:00,77.94,7.278,14413.3,331.2,319,16,211,2008,10,16,59,43,94,51
2008-10-16 13:00,47.014,6.124,14468.13,199.6,0,20,40,2008,10,16,59,43,94,51
2008-10-16 14:00,60.35,6.972,14488.27,259.8,0,23,87,2008,10,16,59,43,94,51
2008-10-16 15:00,62.148,5.42,14499.63,268.2,0,13,88,2008,10,16,59,43,94,51
2008-10-16 16:00,40.048,5.776,14378.11,174.6,0,29,39,2008,10,16,59,43,94,51
2008-10-16 17:00,25.052,4.956,14355.08,108.4,0,6,89,2008,10,16,59,43,94,51
2008-10-16 18:00,26.904,5.606,14304.98,115,0,35,39,2008,10,16,59,43,94,51
2008-10-16 19:00,74.658,4.624,14284.2,314.8,0,0,90,2008,10,16,59,43,94,51
2008-10-16 20:00,151.478,8.546,14268.33,638.4,0,34,705,2008,10,16,59,43,94,51
2008-10-16 21:00,124.234,4.198,14261.39,519.6,0,0,819,2008,10,16,59,43,94,51
2008-10-16 22:00,62.382,7.318,14246.3,263.6,0,34,88,2008,10,16,59,43,94,51
2008-10-16 23:00,44.356,3.854,14450.27,186.2,0,0,39,2008,10,16,59,43,94,51
2008-10-17 0:00,27.466,7.698,14536.27,119.2,0,35,89,2008,10,17,59,37,100,42
2008-10-17 1:00,21.42,3.518,14498.47,89.6,0,0,39,2008,10,17,59,37,100,42
2008-10-17 2:00,25.732,8.226,14550.47,112.2,0,34,86,2008,10,17,59,37,100,42
2008-10-17 3:00,21.524,4.102,14534.61,89.8,0,0,40,2008,10,17,59,37,100,42
2008-10-17 4:00,25.892,7.088,14534.72,111.8,0,34,87,2008,10,17,59,37,100,42
2008-10-17 5:00,27.13,4.78,14457.08,113,0,0,145,2008,10,17,59,37,100,42
2008-10-17 6:00,134.694,7.474,14387.02,563.6,0,33,1106,2008,10,17,59,37,100,42
2008-10-17 7:00,170.654,4.978,14322.52,713.6,2,0,1137,2008,10,17,59,37,100,42
2008-10-17 8:00,120,6.232,14285.87,502.6,502,32,1131,2008,10,17,59,37,100,42
2008-10-17 9:00,115.454,3.876,14212.84,487.4,536,0,1070,2008,10,17,59,37,100,42
2008-10-17 10:00,85.272,5.816,14269.95,355.4,0,33,1078,2008,10,17,59,37,100,42
2008-10-17 11:00,86.016,4.642,14308.58,359.8,0,0,1126,2008,10,17,59,37,100,42
2008-10-17 12:00,23.084,6.184,14431.19,100.6,0,33,40,2008,10,17,59,37,100,42
2008-10-17 13:00,24.284,3.862,14376.38,103.6,0,0,88,2008,10,17,59,37,100,42
2008-10-17 14:00,24.532,6.26,14531.5,107.8,0,34,40,2008,10,17,59,37,100,42
2008-10-17 15:00,29.118,4.096,14521.92,122.6,0,0,89,2008,10,17,59,37,100,42
2008-10-17 16:00,23.364,6.796,14429.49,100.4,0,34,39,2008,10,17,59,37,100,42
2008-10-17 17:00,33.116,4.868,14454.76,141.4,0,2,91,2008,10,17,59,37,100,42
2008-10-17 18:00,86.906,11.136,14307.03,373.2,0,496,39,2008,10,17,59,37,100,42
2008-10-17 19:00,139.176,9.966,14282.23,589.2,0,20,701,2008,10,17,59,37,100,42
2008-10-17 20:00,298.746,10.9,14133.67,1269,23,1890,1058,2008,10,17,59,37,100,42
2008-10-17 21:00,181.154,8.966,14240.25,767.4,455,442,191,2008,10,17,59,37,100,42
2008-10-17 22:00,117.63,5.014,14503.14,487,518,0,40,2008,10,17,59,37,100,42
2008-10-17 23:00,24.522,7.044,14558.62,105,0,35,89,2008,10,17,59,37,100,42
2008-10-18 0:00,19.298,4.26,14484.08,80.2,0,11,40,2008,10,18,61,36,100,42
2008-10-18 1:00,22.448,5.406,14354.43,96.4,0,24,89,2008,10,18,61,36,100,42
2008-10-18 2:00,19.022,4.432,14537.04,80.4,0,18,40,2008,10,18,61,36,100,42
2008-10-18 3:00,22.398,5.292,14516.11,94,0,15,90,2008,10,18,61,36,100,42
2008-10-18 4:00,18.984,4.894,14450.83,82,0,23,40,2008,10,18,61,36,100,42
2008-10-18 5:00,61,4.362,14449.46,251.6,0,10,756,2008,10,18,61,36,100,42
2008-10-18 6:00,79.966,7.492,14398.63,340.4,0,511,114,2008,10,18,61,36,100,42
2008-10-18 7:00,191.9,5.618,14283.65,809,0,764,1134,2008,10,18,61,36,100,42
2008-10-18 8:00,96.292,6.428,14387.62,399.6,0,35,1149,2008,10,18,61,36,100,42
2008-10-18 9:00,90.216,2.842,14322.37,373.8,0,0,1104,2008,10,18,61,36,100,42
2008-10-18 10:00,97.41,7.218,14376.01,404.8,0,33,1125,2008,10,18,61,36,100,42
2008-10-18 11:00,98.344,4.324,14388.3,408,0,0,1095,2008,10,18,61,36,100,42
2008-10-18 12:00,51.036,8.118,14425.19,219.4,0,34,184,2008,10,18,61,36,100,42
2008-10-18 13:00,29.376,4.58,14572.65,128.4,0,0,40,2008,10,18,61,36,100,42
2008-10-18 14:00,34.608,8.078,14656.61,145,0,34,87,2008,10,18,61,36,100,42
2008-10-18 15:00,43.576,4.83,14491.69,182.6,0,0,39,2008,10,18,61,36,100,42
